day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,spread,bid_volume_total,ask_volume_total,order_book_imbalance,mid_return,mid_diff,future_mid_diff_1,rolling_mean_50,rolling_std_50,z_score_50
4,1200,GALAXY_SOUNDS_BLACK_HOLES,12007,17,12006.0,34.0,,,12023,17,12025.0,34.0,,,12015.0,0.0,16,51.0,51.0,0.0,0.0009163612129290399,11.0,-14.0,12081.576923076924,46.86454156833553,-1.4206246524324715
4,1300,GALAXY_SOUNDS_BLACK_HOLES,11993,17,11992.0,25.0,,,12009,17,12011.0,25.0,,,12001.0,0.0,16,42.0,42.0,0.0,-0.0011652101539741944,-14.0,-16.5,12075.82142857143,49.9109234008476,-1.4990992647144394
4,1400,GALAXY_SOUNDS_BLACK_HOLES,11977,21,11975.0,37.0,,,11992,21,11994.0,37.0,,,11984.5,0.0,15,58.0,58.0,0.0,-0.001374885426214445,-16.5,6.0,12069.733333333334,53.56433603843236,-1.5912328918289727
4,1500,GALAXY_SOUNDS_BLACK_HOLES,11983,13,11981.0,31.0,,,11998,13,12000.0,31.0,,,11990.5,0.0,15,44.0,44.0,0.0,0.0005006466686137134,6.0,-13.0,12064.78125,55.409676877479406,-1.3405826235776286
4,1600,GALAXY_SOUNDS_BLACK_HOLES,11970,25,11968.0,31.0,,,11985,25,11987.0,31.0,,,11977.5,0.0,15,56.0,56.0,0.0,-0.0010841916517242423,-13.0,3.5,12059.64705882353,57.67548350086745,-1.4242977056671615
4,1700,GALAXY_SOUNDS_BLACK_HOLES,11973,21,11971.0,32.0,,,11989,21,11990.0,32.0,,,11981.0,0.0,16,53.0,53.0,0.0,0.0002922145689834288,3.5,10.0,12055.277777777777,58.94419649680199,-1.2601372517107312
4,1800,GALAXY_SOUNDS_BLACK_HOLES,11983,14,11981.0,25.0,,,11999,14,12000.0,25.0,,,11991.0,0.0,16,39.0,39.0,0.0,0.0008346548702111711,10.0,-10.5,12051.894736842105,59.1510728153318,-1.0294781471202872
4,1900,GALAXY_SOUNDS_BLACK_HOLES,11973,17,11971.0,26.0,,,11988,17,11990.0,26.0,,,11980.5,0.0,15,43.0,43.0,0.0,-0.0008756567425569628,-10.5,-7.0,12048.325,59.74579372994431,-1.1352263609815791
4,2000,GALAXY_SOUNDS_BLACK_HOLES,11966,22,11964.0,30.0,,,11981,22,11983.0,30.0,,,11973.5,0.0,15,52.0,52.0,0.0,-0.0005842827928717043,-7.0,0.5,12044.761904761905,60.47884321141131,-1.178294771822929
4,2100,GALAXY_SOUNDS_BLACK_HOLES,11966,17,11964.0,27.0,,,11982,17,11983.0,27.0,,,11974.0,0.0,16,44.0,44.0,0.0,4.1758884202547364e-05,0.5,5.5,12041.545454545454,60.91893698282068,-1.1087759880725112
4,2200,GALAXY_SOUNDS_BLACK_HOLES,11972,23,11970.0,33.0,,,11987,23,11989.0,33.0,,,11979.5,0.0,15,56.0,56.0,0.0,0.0004593285451812701,5.5,-4.5,12038.847826086956,60.90817133988157,-0.9743820046046295
4,2300,GALAXY_SOUNDS_BLACK_HOLES,11967,24,11965.0,27.0,,,11983,24,11984.0,27.0,,,11975.0,0.0,16,51.0,51.0,0.0,-0.0003756417212738006,-4.5,26.5,12036.1875,60.97840182499395,-1.0034290530540002
4,2400,GALAXY_SOUNDS_BLACK_HOLES,11994,16,11992.0,34.0,,,12009,16,12011.0,34.0,,,12001.5,0.0,15,50.0,50.0,0.0,0.002212943632567743,26.5,19.0,12034.8,60.09627692295081,-0.5541108651820988
4,2500,GALAXY_SOUNDS_BLACK_HOLES,12013,23,12011.0,36.0,,,12028,23,12030.0,36.0,,,12020.5,0.0,15,59.0,59.0,0.0,0.001583135441403094,19.0,12.0,12034.25,58.948833745885,-0.23325313032100212
4,2600,GALAXY_SOUNDS_BLACK_HOLES,12025,16,12023.0,31.0,,,12040,16,12042.0,31.0,,,12032.5,0.0,15,47.0,47.0,0.0,0.0009982945800923737,12.0,3.0,12034.185185185184,57.80506834115773,-0.029152896684397522
4,2700,GALAXY_SOUNDS_BLACK_HOLES,12028,23,12026.0,34.0,,,12043,23,12045.0,34.0,,,12035.5,0.0,15,57.0,57.0,0.0,0.00024932474548089445,3.0,22.5,12034.232142857143,56.725048706842394,0.02235092206635601
4,2800,GALAXY_SOUNDS_BLACK_HOLES,12050,17,12048.0,30.0,,,12066,17,12068.0,30.0,,,12058.0,0.0,16,47.0,47.0,0.0,0.0018694694861036698,22.5,-15.0,12035.051724137931,55.87747195356261,0.4106892287671886
4,2900,GALAXY_SOUNDS_BLACK_HOLES,12035,20,12034.0,31.0,,,12051,20,12053.0,31.0,,,12043.0,0.0,16,51.0,51.0,0.0,-0.0012439873942611257,-15.0,19.0,12035.316666666668,54.92478922366805,0.13988826251192243
4,3000,GALAXY_SOUNDS_BLACK_HOLES,12054,17,12053.0,34.0,,,12070,17,12072.0,34.0,,,12062.0,0.0,16,51.0,51.0,0.0,0.0015776799800713004,19.0,34.0,12036.177419354839,54.2138586813213,0.4763095871288321
4,3100,GALAXY_SOUNDS_BLACK_HOLES,12088,20,12086.0,29.0,,,12104,20,12105.0,29.0,,,12096.0,0.0,16,49.0,49.0,0.0,0.00281876968993533,34.0,-7.5,12038.046875,54.37064545040413,1.0658899580815853
4,3200,GALAXY_SOUNDS_BLACK_HOLES,12081,21,12079.0,31.0,,,12096,21,12098.0,31.0,,,12088.5,0.0,15,52.0,52.0,0.0,-0.0006200396825396526,-7.5,-29.5,12039.575757575758,54.230284610532905,0.9021572129964389
4,3300,GALAXY_SOUNDS_BLACK_HOLES,12051,23,12050.0,34.0,,,12067,23,12069.0,34.0,,,12059.0,0.0,16,57.0,57.0,0.0,-0.0024403358563924726,-29.5,16.0,12040.14705882353,53.50609274451203,0.35235129701007667
4,3400,GALAXY_SOUNDS_BLACK_HOLES,12067,15,12065.0,37.0,,,12083,15,12084.0,37.0,,,12075.0,0.0,16,52.0,52.0,0.0,0.0013268098515630822,16.0,-7.5,12041.142857142857,53.04154468136168,0.6383136664012014
4,3500,GALAXY_SOUNDS_BLACK_HOLES,12060,12,12058.0,36.0,,,12075,12,12077.0,36.0,,,12067.5,0.0,15,48.0,48.0,0.0,-0.0006211180124223725,-7.5,12.5,12041.875,52.46255467337784,0.4884436177295694
4,3600,GALAXY_SOUNDS_BLACK_HOLES,12072,25,12070.0,35.0,,,12088,25,12090.0,35.0,,,12080.0,0.0,16,60.0,60.0,0.0,0.0010358400662937584,12.5,-31.5,12042.905405405405,52.10710628624032,0.7118912800650079
4,3700,GALAXY_SOUNDS_BLACK_HOLES,12041,18,12039.0,37.0,,,12056,18,12058.0,37.0,,,12048.5,0.0,15,55.0,55.0,0.0,-0.002607615894039683,-31.5,-2.0,12043.052631578947,51.40614505722444,0.10596726159857893
4,3800,GALAXY_SOUNDS_BLACK_HOLES,12039,12,12037.0,29.0,,,12054,12,12056.0,29.0,,,12046.5,0.0,15,41.0,41.0,0.0,-0.0001659957671079626,-2.0,-4.0,12043.141025641025,50.728242512372546,0.06621507453476913
4,3900,GALAXY_SOUNDS_BLACK_HOLES,12035,15,12033.0,37.0,,,12050,15,12052.0,37.0,,,12042.5,0.0,15,52.0,52.0,0.0,-0.0003320466525547072,-4.0,-5.0,12043.125,50.073759697634344,-0.012481587237986588
4,4000,GALAXY_SOUNDS_BLACK_HOLES,12030,20,12028.0,31.0,,,12045,20,12047.0,31.0,,,12037.5,0.0,15,51.0,51.0,0.0,-0.00041519618019514315,-5.0,-5.0,12042.987804878048,49.45167942103679,-0.1109730739642751
4,4100,GALAXY_SOUNDS_BLACK_HOLES,12025,18,12023.0,29.0,,,12040,18,12042.0,29.0,,,12032.5,0.0,15,47.0,47.0,0.0,-0.00041536863966773474,-5.0,1.0,12042.738095238095,48.87168840945364,-0.2094892886106013
4,4200,GALAXY_SOUNDS_BLACK_HOLES,12026,14,12024.0,25.0,,,12041,14,12043.0,25.0,,,12033.5,0.0,15,39.0,39.0,0.0,8.310824849355747e-05,1.0,-2.5,12042.523255813954,48.30692465992514,-0.18679011088941774
4,4300,GALAXY_SOUNDS_BLACK_HOLES,12023,18,12021.0,27.0,,,12039,18,12040.0,27.0,,,12031.0,0.0,16,45.0,45.0,0.0,-0.0002077533552167221,-2.5,7.0,12042.261363636364,47.773507380132685,-0.23572402894260117
4,4400,GALAXY_SOUNDS_BLACK_HOLES,12030,15,12029.0,31.0,,,12046,15,12048.0,31.0,,,12038.0,0.0,16,46.0,46.0,0.0,0.0005818302717979229,7.0,-4.5,12042.166666666666,47.2317785933467,-0.08821744153528442
4,4500,GALAXY_SOUNDS_BLACK_HOLES,12026,18,12024.0,31.0,,,12041,18,12043.0,31.0,,,12033.5,0.0,15,49.0,49.0,0.0,-0.00037381624854626594,-4.5,-24.5,12041.978260869566,46.72151021647552,-0.18146375898988426
4,4600,GALAXY_SOUNDS_BLACK_HOLES,12001,17,11999.0,32.0,,,12017,17,12018.0,32.0,,,12009.0,0.0,16,49.0,49.0,0.0,-0.0020359828811234992,-24.5,-18.5,12041.27659574468,46.46057334036726,-0.6947093723580328
4,4700,GALAXY_SOUNDS_BLACK_HOLES,11983,23,11981.0,34.0,,,11998,23,12000.0,34.0,,,11990.5,0.0,15,57.0,57.0,0.0,-0.0015405112832043155,-18.5,5.5,12040.21875,46.54429442031658,-1.0682028940221246
4,4800,GALAXY_SOUNDS_BLACK_HOLES,11988,23,11986.0,36.0,,,12004,23,12005.0,36.0,,,11996.0,0.0,16,59.0,59.0,0.0,0.00045869646803708974,5.5,-30.0,12039.316326530612,46.488091427351875,-0.9317725292788925
4,4900,GALAXY_SOUNDS_BLACK_HOLES,11958,19,11956.0,26.0,,,11974,19,11975.0,26.0,,,11966.0,0.0,16,45.0,45.0,0.0,-0.00250083361120379,-30.0,-7.0,12037.85,47.16506511547436,-1.5233732811369984
4,5000,GALAXY_SOUNDS_BLACK_HOLES,11951,23,11950.0,34.0,,,11967,23,11968.0,34.0,,,11959.0,0.0,16,57.0,57.0,0.0,-0.0005849908072873555,-7.0,-0.5,12034.29,46.23708755215998,-1.6283465067964404
4,5100,GALAXY_SOUNDS_BLACK_HOLES,11951,16,11949.0,31.0,,,11966,16,11968.0,31.0,,,11958.5,0.0,15,47.0,47.0,0.0,-4.180951584575876e-05,-0.5,-6.5,12031.14,45.920743611983454,-1.5818559170945856
4,5200,GALAXY_SOUNDS_BLACK_HOLES,11944,22,11943.0,26.0,,,11960,22,11962.0,26.0,,,11952.0,0.0,16,48.0,48.0,0.0,-0.0005435464314086369,-6.5,-2.0,12027.95,45.76417478637092,-1.6595950949522962
4,5300,GALAXY_SOUNDS_BLACK_HOLES,11942,25,11941.0,32.0,,,11958,25,11960.0,32.0,,,11950.0,0.0,16,57.0,57.0,0.0,-0.00016733601070950677,-2.0,-14.0,12024.59,45.18134548230929,-1.6509025838817877
4,5400,GALAXY_SOUNDS_BLACK_HOLES,11928,17,11927.0,28.0,,,11944,17,11945.0,28.0,,,11936.0,0.0,16,45.0,45.0,0.0,-0.0011715481171548081,-14.0,16.5,12020.96,44.854281073407044,-1.8941335802697714
4,5500,GALAXY_SOUNDS_BLACK_HOLES,11945,13,11943.0,33.0,,,11960,13,11962.0,33.0,,,11952.5,0.0,15,46.0,46.0,0.0,0.0013823726541555281,16.5,-12.0,12017.4,43.008660731986836,-1.5089983946357006
4,5600,GALAXY_SOUNDS_BLACK_HOLES,11933,16,11931.0,29.0,,,11948,16,11950.0,29.0,,,11940.5,0.0,15,45.0,45.0,0.0,-0.0010039740640033212,-12.0,-4.0,12014.2,42.650334352829404,-1.7280052107050248
4,5700,GALAXY_SOUNDS_BLACK_HOLES,11929,20,11927.0,32.0,,,11944,20,11946.0,32.0,,,11936.5,0.0,15,52.0,52.0,0.0,-0.0003349943469703742,-4.0,-15.0,12011.28,42.8760862895647,-1.7440957529325811
4,5800,GALAXY_SOUNDS_BLACK_HOLES,11914,14,11912.0,30.0,,,11929,14,11931.0,30.0,,,11921.5,0.0,15,44.0,44.0,0.0,-0.0012566497717085845,-15.0,7.0,12008.44,44.03380426862247,-1.9743922071696192
4,5900,GALAXY_SOUNDS_BLACK_HOLES,11921,24,11919.0,26.0,,,11936,24,11938.0,26.0,,,11928.5,0.0,15,50.0,50.0,0.0,0.0005871744327474726,7.0,1.0,12006.17,45.17907791923903,-1.7191585923652757
4,6000,GALAXY_SOUNDS_BLACK_HOLES,11922,23,11920.0,33.0,,,11937,23,11939.0,33.0,,,11929.5,0.0,15,56.0,56.0,0.0,8.383283732227298e-05,1.0,-32.0,12004.31,46.391181647958724,-1.6125909567835126
4,6100,GALAXY_SOUNDS_BLACK_HOLES,11890,15,11888.0,32.0,,,11905,15,11907.0,32.0,,,11897.5,0.0,15,47.0,47.0,0.0,-0.002682425918940412,-32.0,-3.0,12002.18,48.78866964485011,-2.1455801267384995
4,6200,GALAXY_SOUNDS_BLACK_HOLES,11887,21,11885.0,32.0,,,11902,21,11904.0,32.0,,,11894.5,0.0,15,53.0,53.0,0.0,-0.0002521538138264834,-3.0,-13.0,11999.77,51.06550515099773,-2.0614698648084095
4,6300,GALAXY_SOUNDS_BLACK_HOLES,11874,20,11872.0,37.0,,,11889,20,11891.0,37.0,,,11881.5,0.0,15,57.0,57.0,0.0,-0.001092942116104112,-13.0,7.0,11997.38,53.73352239125486,-2.156568094610129
4,6400,GALAXY_SOUNDS_BLACK_HOLES,11881,19,11879.0,29.0,,,11896,19,11898.0,29.0,,,11888.5,0.0,15,48.0,48.0,0.0,0.0005891512014475353,7.0,-4.0,11995.46,55.87557605967092,-1.9142531950950068
4,6500,GALAXY_SOUNDS_BLACK_HOLES,11877,22,11875.0,25.0,,,11892,22,11894.0,25.0,,,11884.5,0.0,15,47.0,47.0,0.0,-0.0003364596038187839,-4.0,3.0,11993.34,58.0367090024651,-1.8753647798219775
4,6600,GALAXY_SOUNDS_BLACK_HOLES,11880,22,11878.0,28.0,,,11895,22,11897.0,28.0,,,11887.5,0.0,15,50.0,50.0,0.0,0.000252429635239082,3.0,0.0,11991.54,59.903650530989005,-1.7367889782640127
4,6700,GALAXY_SOUNDS_BLACK_HOLES,11880,23,11878.0,33.0,,,11895,23,11897.0,33.0,,,11887.5,0.0,15,56.0,56.0,0.0,0.0,0.0,15.0,11989.67,61.67265543635619,-1.6566499249482713
4,6800,GALAXY_SOUNDS_BLACK_HOLES,11895,18,11893.0,37.0,,,11910,18,11912.0,37.0,,,11902.5,0.0,15,55.0,55.0,0.0,0.0012618296529969264,15.0,-19.0,11987.9,62.89163014946605,-1.3578913409787754
4,6900,GALAXY_SOUNDS_BLACK_HOLES,11876,14,11874.0,30.0,,,11891,14,11893.0,30.0,,,11883.5,0.0,15,44.0,44.0,0.0,-0.0015963032976265001,-19.0,-13.5,11985.96,64.59748526096737,-1.586129856078313
4,7000,GALAXY_SOUNDS_BLACK_HOLES,11862,18,11861.0,28.0,,,11878,18,11880.0,28.0,,,11870.0,0.0,16,46.0,46.0,0.0,-0.0011360289477005958,-13.5,-1.5,11983.89,66.63120323765762,-1.7092592429072748
4,7100,GALAXY_SOUNDS_BLACK_HOLES,11861,19,11859.0,26.0,,,11876,19,11878.0,26.0,,,11868.5,0.0,15,45.0,45.0,0.0,-0.00012636899747264785,-1.5,19.0,11981.78,68.59234502419667,-1.651496241454348
4,7200,GALAXY_SOUNDS_BLACK_HOLES,11880,13,11878.0,29.0,,,11895,13,11897.0,29.0,,,11887.5,0.0,15,42.0,42.0,0.0,0.0016008762691157585,19.0,-8.0,11979.94,69.87668730393203,-1.3229018656526783
4,7300,GALAXY_SOUNDS_BLACK_HOLES,11872,24,11870.0,29.0,,,11887,24,11889.0,29.0,,,11879.5,0.0,15,53.0,53.0,0.0,-0.0006729758149316423,-8.0,8.0,11978.03,71.30506536662621,-1.381809265490371
4,7400,GALAXY_SOUNDS_BLACK_HOLES,11880,24,11878.0,28.0,,,11895,24,11897.0,28.0,,,11887.5,0.0,15,52.0,52.0,0.0,0.0006734290163727952,8.0,7.0,11975.75,72.35416366733884,-1.219694838927931
4,7500,GALAXY_SOUNDS_BLACK_HOLES,11887,21,11885.0,36.0,,,11902,21,11904.0,36.0,,,11894.5,0.0,15,57.0,57.0,0.0,0.0005888538380651731,7.0,15.5,11973.23,72.95548055394596,-1.079151276945996
4,7600,GALAXY_SOUNDS_BLACK_HOLES,11902,21,11901.0,25.0,,,11918,21,11919.0,25.0,,,11910.0,0.0,16,46.0,46.0,0.0,0.0013031232922779967,15.5,12.0,11970.78,72.98134791066262,-0.8328155308175756
4,7700,GALAXY_SOUNDS_BLACK_HOLES,11914,13,11913.0,28.0,,,11930,13,11932.0,28.0,,,11922.0,0.0,16,41.0,41.0,0.0,0.001007556675062915,12.0,7.5,11968.51,72.69179346208709,-0.6398246319821209
4,7800,GALAXY_SOUNDS_BLACK_HOLES,11922,15,11920.0,29.0,,,11937,15,11939.0,29.0,,,11929.5,0.0,15,44.0,44.0,0.0,0.0006290890790134895,7.5,-10.0,11965.94,71.7284874953277,-0.5080268840518095
4,7900,GALAXY_SOUNDS_BLACK_HOLES,11912,22,11910.0,37.0,,,11927,22,11929.0,37.0,,,11919.5,0.0,15,59.0,59.0,0.0,-0.0008382580996688649,-10.0,-10.0,11963.47,71.14475112223624,-0.6180357553637791
4,8000,GALAXY_SOUNDS_BLACK_HOLES,11902,25,11900.0,31.0,,,11917,25,11919.0,31.0,,,11909.5,0.0,15,56.0,56.0,0.0,-0.0008389613658290607,-10.0,-23.0,11960.42,70.09566058361321,-0.7264358389098915
4,8100,GALAXY_SOUNDS_BLACK_HOLES,11879,12,11877.0,33.0,,,11894,12,11896.0,33.0,,,11886.5,0.0,15,45.0,45.0,0.0,-0.0019312313699147987,-23.0,19.0,11956.23,68.05776433085607,-1.0245708287009558
4,8200,GALAXY_SOUNDS_BLACK_HOLES,11898,14,11896.0,25.0,,,11913,14,11915.0,25.0,,,11905.5,0.0,15,39.0,39.0,0.0,0.0015984520254068713,19.0,-3.0,11952.57,65.6784848131183,-0.7166730495371929
4,8300,GALAXY_SOUNDS_BLACK_HOLES,11895,15,11893.0,26.0,,,11910,15,11912.0,26.0,,,11902.5,0.0,15,41.0,41.0,0.0,-0.00025198437696860587,-3.0,3.5,11949.44,64.21572698207827,-0.7309735824232095
4,8400,GALAXY_SOUNDS_BLACK_HOLES,11898,14,11897.0,30.0,,,11914,14,11916.0,30.0,,,11906.0,0.0,16,44.0,44.0,0.0,0.0002940558706154839,3.5,17.5,11946.06,61.877070363219175,-0.6474126807369319
4,8500,GALAXY_SOUNDS_BLACK_HOLES,11916,12,11914.0,32.0,,,11931,12,11933.0,32.0,,,11923.5,0.0,15,44.0,44.0,0.0,0.0014698471358978171,17.5,0.5,11943.18,59.411463883802895,-0.3312492019804543
4,8600,GALAXY_SOUNDS_BLACK_HOLES,11916,16,11915.0,26.0,,,11932,16,11933.0,26.0,,,11924.0,0.0,16,42.0,42.0,0.0,4.193399589036417e-05,0.5,5.5,11940.06,56.082632183708654,-0.28636316404323
4,8700,GALAXY_SOUNDS_BLACK_HOLES,11922,20,11920.0,33.0,,,11937,20,11939.0,33.0,,,11929.5,0.0,15,53.0,53.0,0.0,0.0004612546125462025,5.5,16.0,11937.68,53.86810801601064,-0.15185237241985625
4,8800,GALAXY_SOUNDS_BLACK_HOLES,11938,13,11936.0,32.0,,,11953,13,11955.0,32.0,,,11945.5,0.0,15,45.0,45.0,0.0,0.001341212959470317,16.0,1.0,11935.66,51.54792103727767,0.19089033664198016
4,8900,GALAXY_SOUNDS_BLACK_HOLES,11939,25,11937.0,29.0,,,11954,25,11956.0,29.0,,,11946.5,0.0,15,54.0,54.0,0.0,8.371353229241763e-05,1.0,-4.5,11933.74,49.22265531153801,0.25923022476622093
4,9000,GALAXY_SOUNDS_BLACK_HOLES,11938,2,11931.0,19.0,11929.0,35.0,11946,19,11948.0,35.0,,,11942.0,0.0,8,56.0,54.0,0.01818181818181818,-0.0003766793621562403,-4.5,-11.5,11931.83,46.912925202128754,0.21678460586675571
4,9100,GALAXY_SOUNDS_BLACK_HOLES,11923,15,11921.0,33.0,,,11938,15,11940.0,33.0,,,11930.5,0.0,15,48.0,48.0,0.0,-0.0009629877742421966,-11.5,-15.0,11929.79,44.607024476568554,0.01591677562739205
4,9200,GALAXY_SOUNDS_BLACK_HOLES,11908,22,11906.0,28.0,,,11923,22,11925.0,28.0,,,11915.5,0.0,15,50.0,50.0,0.0,-0.0012572817568416994,-15.0,0.0,11927.43,42.0566927868014,-0.28366472039247626
4,9300,GALAXY_SOUNDS_BLACK_HOLES,11908,19,11906.0,27.0,,,11923,19,11925.0,27.0,,,11915.5,0.0,15,46.0,46.0,0.0,0.0,0.0,-23.5,11925.12,39.33588484748782,-0.244560406796472
4,9400,GALAXY_SOUNDS_BLACK_HOLES,11884,13,11883.0,33.0,,,11900,13,11901.0,33.0,,,11892.0,0.0,16,46.0,46.0,0.0,-0.001972221056606993,-23.5,18.5,11922.2,36.068811786273116,-0.8372884634778596
4,9500,GALAXY_SOUNDS_BLACK_HOLES,11903,16,11901.0,29.0,,,11918,16,11920.0,29.0,,,11910.5,0.0,15,45.0,45.0,0.0,0.00155566767574844,18.5,-15.0,11919.74,32.32286737129258,-0.28586572762434587
4,9600,GALAXY_SOUNDS_BLACK_HOLES,11888,22,11886.0,35.0,,,11903,22,11905.0,35.0,,,11895.5,0.0,15,57.0,57.0,0.0,-0.0012593929725872588,-15.0,24.0,11917.47,29.814461974975803,-0.7368907082220516
4,9700,GALAXY_SOUNDS_BLACK_HOLES,11912,16,11910.0,32.0,,,11927,16,11929.0,32.0,,,11919.5,0.0,15,48.0,48.0,0.0,0.0020175696692026346,24.0,-6.0,11916.05,27.894160386604373,0.12368180121519352
4,9800,GALAXY_SOUNDS_BLACK_HOLES,11906,15,11904.0,29.0,,,11921,15,11923.0,29.0,,,11913.5,0.0,15,44.0,44.0,0.0,-0.0005033768194974142,-6.0,11.5,11914.4,25.39664930494789,-0.03543774571176577
4,9900,GALAXY_SOUNDS_BLACK_HOLES,11917,22,11916.0,33.0,,,11933,22,11934.0,33.0,,,11925.0,0.0,16,55.0,55.0,0.0,0.0009652914760565068,11.5,-3.0,11913.58,24.336367344169293,0.4692565590622616
4,10000,GALAXY_SOUNDS_BLACK_HOLES,11914,15,11913.0,29.0,,,11930,15,11932.0,29.0,,,11922.0,0.0,16,44.0,44.0,0.0,-0.0002515723270439807,-3.0,-28.5,11912.84,23.474354221630826,0.39021307736590355
4,10100,GALAXY_SOUNDS_BLACK_HOLES,11886,22,11884.0,36.0,,,11901,22,11903.0,36.0,,,11893.5,0.0,15,58.0,58.0,0.0,-0.0023905385002516155,-28.5,8.0,11911.54,22.680531973752274,-0.7953958055692082
4,10200,GALAXY_SOUNDS_BLACK_HOLES,11894,15,11892.0,27.0,,,11909,15,11911.0,27.0,,,11901.5,0.0,15,42.0,42.0,0.0,0.00067263631395309,8.0,6.0,11910.53,21.95482606980209,-0.411299090746204
4,10300,GALAXY_SOUNDS_BLACK_HOLES,11900,21,11898.0,28.0,,,11915,21,11917.0,28.0,,,11907.5,0.0,15,49.0,49.0,0.0,0.0005041381338486417,6.0,18.0,11909.68,21.20544789454651,-0.10280377056128724
4,10400,GALAXY_SOUNDS_BLACK_HOLES,11918,24,11916.0,27.0,,,11933,24,11935.0,27.0,,,11925.5,0.0,15,51.0,51.0,0.0,0.0015116523199663057,18.0,4.0,11909.47,20.990379234504744,0.7636832008089669
4,10500,GALAXY_SOUNDS_BLACK_HOLES,11922,13,11920.0,34.0,,,11937,13,11939.0,34.0,,,11929.5,0.0,15,47.0,47.0,0.0,0.0003354157058403917,4.0,3.0,11909.01,20.267720893189935,1.0109671485995515
4,10600,GALAXY_SOUNDS_BLACK_HOLES,11929,12,11927.0,25.0,,,11936,6,11944.0,12.0,11946.0,25.0,11932.5,0.0,7,37.0,43.0,-0.075,0.0002514774299007261,3.0,-7.0,11908.85,20.044402241639833,1.1798805329734208
4,10700,GALAXY_SOUNDS_BLACK_HOLES,11918,21,11916.0,28.0,,,11933,21,11935.0,28.0,,,11925.5,0.0,15,49.0,49.0,0.0,-0.0005866331447726969,-7.0,7.0,11908.63,19.793528627063207,0.8522987648061328
4,10800,GALAXY_SOUNDS_BLACK_HOLES,11925,15,11923.0,34.0,,,11940,15,11942.0,34.0,,,11932.5,0.0,15,49.0,49.0,0.0,0.000586977485220741,7.0,-9.0,11908.85,19.999553566450185,1.182526395972817
