product,rows,first_timestamp,last_timestamp,mean_mid,median_mid,std_mid,min_mid,max_mid,mean_spread,median_spread,max_spread,mean_bid_volume,mean_ask_volume,mean_imbalance,std_imbalance,return_std,diff_std,mean_pnl,trade_count,total_trade_quantity,avg_trade_price,trade_notional,vwap,price_range,relative_volatility,spread_to_volatility,group
GALAXY_SOUNDS_DARK_MATTER,10000,0,999900,10111.9138,10133.5,250.26898294825432,9614.0,10695.0,12.9228,13.0,14,49.5741,49.567,7.953961347289499e-05,0.007369737657630777,0.0009955277650099347,10.067367148979729,0.0,229,562,10096.004366812227,5671788.0,10092.149466192172,1081.0,0.024749912617753358,1.2836325335874588,Galaxy Sounds Recorders
GALAXY_SOUNDS_PLANETARY_RINGS,10000,0,999900,10013.2524,9873.5,480.5585426309004,9253.0,11279.0,12.8162,13.0,15,49.5741,49.567,7.953961347289499e-05,0.007369737657630777,0.0010148038336384633,10.15721823366478,0.0,229,562,10034.048034934498,5645999.0,10046.2615658363,2026.0,0.04799225300971145,1.2617824787422969,Galaxy Sounds Recorders
GALAXY_SOUNDS_SOLAR_FLAMES,10000,0,999900,11095.64355,11064.5,496.8532968978677,9837.5,11970.5,14.0921,14.0,16,49.5741,49.567,7.953961347289499e-05,0.007369737657630777,0.0010014310733313743,11.11658828930834,0.0,229,562,11089.751091703056,6219719.0,11067.115658362989,2133.0,0.04477913287849515,1.2676641099997772,Galaxy Sounds Recorders
GALAXY_SOUNDS_SOLAR_WINDS,10000,0,999900,10066.5822,10086.5,374.21026125045444,9320.0,10992.0,12.8726,13.0,15,49.5741,49.567,7.953961347289499e-05,0.007369737657630777,0.0010158024105671084,10.231220634858097,0.0,229,562,10078.921397379912,5659981.0,10071.140569395018,1672.0,0.037173516672863845,1.2581685469808597,Galaxy Sounds Recorders
TRANSLATOR_ASTRO_BLACK,10000,0,999900,9937.7182,9951.5,191.49290402516064,9484.0,10520.5,8.813,9.0,10,29.5557,29.5486,0.00012254944912841798,0.012024934864064585,0.0010112441299331267,10.050368734942746,0.0,229,562,9923.92576419214,5574086.0,9918.302491103203,1036.5,0.019269303090639123,0.8768832500004993,Instant Translators
TRANSLATOR_ECLIPSE_CHARCOAL,10000,0,999900,9636.6922,9610.5,401.4068907086245,8931.0,10597.0,8.576,9.0,10,29.5557,29.5486,0.00012254944912841798,0.012024934864064585,0.0010021503356107259,9.665919667176215,0.0,229,562,9610.589519650655,5400349.0,9609.161921708184,1666.0,0.04165401181005081,0.8872409760576231,Instant Translators
TRANSLATOR_GRAPHITE_MIST,10000,0,999900,9788.14865,9846.75,244.73523614665103,9168.0,10388.0,8.6867,9.0,10,29.5557,29.5486,0.00012254944912841798,0.012024934864064585,0.0010008048590111564,9.801895272279523,0.0,229,562,9768.231441048036,5483756.0,9757.572953736655,1220.0,0.025003220210254067,0.8862265672809853,Instant Translators
TRANSLATOR_SPACE_GRAY,10000,0,999900,9707.22815,9709.25,304.1153901722708,9133.5,10277.5,8.6269,9.0,10,29.5557,29.5486,0.00012254944912841798,0.012024934864064585,0.0009945754551710215,9.661542233649463,0.0,229,562,9734.917030567685,5477425.0,9746.307829181495,1144.0,0.03132875682666125,0.8929112755884888,Instant Translators
TRANSLATOR_VOID_BLUE,10000,0,999900,10188.3893,10060.5,408.77337231343887,9467.0,11346.5,9.003,9.0,11,29.5557,29.5486,0.00012254944912841798,0.012024934864064585,0.0009965483674931194,10.169379275261988,0.0,229,562,10187.53711790393,5725281.0,10187.332740213524,1879.5,0.040121491265890166,0.8853047719343775,Instant Translators
OXYGEN_SHAKE_CHOCOLATE,10000,0,999900,9355.80775,9320.0,279.00263352142633,8760.0,10103.5,11.8201,12.0,14,49.5741,49.567,7.953961347289499e-05,0.007369737657630777,0.0011334247371674198,10.687080587240363,0.0,229,562,9345.663755458516,5250460.0,9342.455516014235,1343.5,0.029821330341191152,1.1060176727882434,Liquid Breath Oxygen Shakes
OXYGEN_SHAKE_EVENING_BREATH,10000,0,999900,9184.5614,9070.0,567.7008292694421,8277.5,10300.0,11.993,12.0,14,49.5741,49.567,7.953961347289499e-05,0.007369737657630777,0.0013068116585358749,12.378206353642694,0.0,229,562,9201.755458515283,5174069.0,9206.52846975089,2022.5,0.06181033634000662,0.9688802769450249,Liquid Breath Oxygen Shakes
OXYGEN_SHAKE_GARLIC,10000,0,999900,11058.248,11315.5,659.2094547308295,9616.0,11873.5,14.0454,14.0,16,49.5741,49.567,7.953961347289499e-05,0.007369737657630777,0.0010062144648070937,11.132813006551434,0.0,229,562,11064.305676855894,6221330.0,11069.982206405693,2257.5,0.059612467972397575,1.2616218373320893,Liquid Breath Oxygen Shakes
OXYGEN_SHAKE_MINT,10000,0,999900,9893.5183,9876.5,212.46072536140244,9465.0,10451.0,12.6696,13.0,14,49.5741,49.567,7.953961347289499e-05,0.007369737657630777,0.000996297676246914,9.854201267615826,0.0,229,562,9900.305676855894,5564492.0,9901.231316725978,986.0,0.021474739209953495,1.2857054220758113,Liquid Breath Oxygen Shakes
OXYGEN_SHAKE_MORNING_BREATH,10000,0,999900,10584.24365,10598.5,306.54329162230835,9929.5,11227.5,13.4889,14.0,15,49.5741,49.567,7.953961347289499e-05,0.007369737657630777,0.0010077157569281876,10.6692314858428,0.0,229,562,10583.157205240175,5935116.0,10560.70462633452,1298.0,0.028962229306040997,1.264280376510592,Liquid Breath Oxygen Shakes
MICROCHIP_CIRCLE,10000,0,999900,9190.40285,9219.0,231.18794091233485,8572.0,10082.5,8.2583,8.0,10,16.0553,16.0492,0.00015368435899146206,0.015232550794791197,0.0010012774046666633,9.208390270537155,0.0,174,342,9195.563218390804,3142782.0,9189.421052631578,1510.5,0.025155365296346596,0.8968234140143875,Organic Microchips
MICROCHIP_OVAL,10000,0,999900,9766.38225,9760.5,306.848299568097,9015.0,10433.0,8.7157,9.0,10,16.0553,16.0492,0.00015368435899146206,0.015232550794791197,0.0014909131527128371,14.566279531379513,0.0,174,342,9774.62643678161,3341608.0,9770.783625730994,1418.0,0.03141882958432197,0.5983477099436504,Organic Microchips
MICROCHIP_RECTANGLE,10000,0,999900,9596.87255,9471.5,378.6224357805207,8948.5,10442.5,8.5759,9.0,10,16.0553,16.0492,0.00015368435899146206,0.015232550794791197,0.001493247418036902,14.336217140027673,0.0,174,342,9590.367816091954,3277905.0,9584.517543859649,1494.0,0.039452689801587566,0.5981982496662608,Organic Microchips
MICROCHIP_SQUARE,10000,0,999900,11268.46065,11441.25,700.7880444648625,9756.0,12508.5,9.9049,10.0,11,16.0553,16.0492,0.00015368435899146206,0.015232550794791197,0.0014933292654600904,16.87137525004948,0.0,174,342,11240.672413793103,3847968.0,11251.368421052632,2752.5,0.06219021978524303,0.5870831424943235,Organic Microchips
MICROCHIP_TRIANGLE,10000,0,999900,10216.49205,10242.5,251.85063030652722,9477.5,10826.5,9.0691,9.0,10,16.0553,16.0492,0.00015368435899146206,0.015232550794791197,0.0014965238701111212,15.299583615121477,0.0,174,342,10236.310344827587,3499956.0,10233.78947368421,1349.0,0.024651380246170425,0.5927677659826295,Organic Microchips
SNACKPACK_CHOCOLATE,10000,0,999900,9961.20945,9960.5,131.0368811522882,9560.5,10279.5,16.6809,17.0,18,80.1052,80.0981,5.77598579785069e-05,0.004644167044354332,0.0006629748151521657,6.598739444985812,0.0,229,562,9959.668122270743,5598603.0,9961.927046263345,719.0,0.013154715982032503,2.527891901031996,Protein Snack Packs
SNACKPACK_PISTACHIO,10000,0,999900,9655.60875,9622.0,143.82822203650036,9417.0,10106.5,16.1945,16.0,18,80.1052,80.0981,5.77598579785069e-05,0.004644167044354332,0.0005494278253840714,5.303893363164152,0.0,229,562,9651.816593886462,5424465.0,9652.072953736655,689.5,0.01489582125378686,3.053323076303107,Protein Snack Packs
SNACKPACK_RASPBERRY,10000,0,999900,10064.87245,10040.5,160.36667173367465,9707.0,10647.0,16.8385,17.0,18,80.1052,80.0981,5.77598579785069e-05,0.004644167044354332,0.0008066278920393858,8.114010646646252,0.0,229,562,10070.152838427948,5659664.0,10070.576512455516,940.0,0.015933303927132693,2.075237602376061,Protein Snack Packs
SNACKPACK_STRAWBERRY,10000,0,999900,10295.3278,10306.0,244.52882720017956,9554.0,10776.5,17.1988,17.0,19,80.1052,80.0981,5.77598579785069e-05,0.004644167044354332,0.0007925686309582609,8.155213078145469,0.0,229,562,10294.73362445415,5784930.0,10293.469750889679,1222.5,0.023751436763400538,2.1089332473837805,Protein Snack Packs
SNACKPACK_VANILLA,10000,0,999900,10063.8341,10058.5,157.79578235201208,9675.5,10516.0,16.833,17.0,18,80.1052,80.0981,5.77598579785069e-05,0.004644167044354332,0.0006512409096261596,6.554890598087372,0.0,229,562,10060.74672489083,5652253.0,10057.389679715303,840.5,0.01567948962433831,2.568006246345536,Protein Snack Packs
PEBBLES_L,10000,0,999900,9862.81015,10015.5,505.6652215286349,8632.5,10822.0,12.6451,13.0,14,37.6136,37.635,-0.000250637037321215,0.012085952620758495,0.001531173668692858,15.031198597771466,0.0,212,754,9881.028301886792,7458856.0,9892.381962864722,2189.5,0.05126989304652031,0.841256930892708,Purification Pebbles
PEBBLES_M,10000,0,999900,9747.4463,9743.25,331.4188274075997,8918.0,10390.5,12.5074,13.0,14,37.6136,37.635,-0.000250637037321215,0.012085952620758495,0.0015543529388604596,15.123200857193728,0.0,212,754,9729.254716981131,7334291.0,9727.176392572945,1472.5,0.034000579968068115,0.8270339141895707,Purification Pebbles
PEBBLES_S,10000,0,999900,9650.4792,9602.5,452.14683394144896,8815.0,10687.0,12.3986,13.0,14,37.6136,37.635,-0.000250637037321215,0.012085952620758495,0.0015572587337136124,14.976837263762151,0.0,212,754,9641.971698113208,7271751.0,9644.232095490715,1872.0,0.046852267599462726,0.8278516873518793,Purification Pebbles
PEBBLES_XL,10000,0,999900,11549.76665,11051.75,1433.7283939727088,9188.0,14155.0,14.6479,14.0,18,37.6136,37.635,-0.000250637037321215,0.012085952620758495,0.002678224647137192,30.287850084922766,0.0,212,754,11538.334905660377,8688624.0,11523.37400530504,4967.0,0.12413483643608582,0.48362296957127693,Purification Pebbles
PEBBLES_XS,10000,0,999900,9189.4057,9107.25,620.1550678566912,7849.0,10496.0,11.853,12.0,14,37.6136,37.635,-0.000250637037321215,0.012085952620758495,0.001663462015498145,15.177691198953545,0.0,212,754,9208.853773584906,6945520.0,9211.564986737401,2647.0,0.06748587320034104,0.7809488178819469,Purification Pebbles
UV_VISOR_AMBER,10000,0,999900,9177.2059,9130.0,414.7542689540017,8439.5,10035.5,11.8268,12.0,14,49.5741,49.567,7.953961347289499e-05,0.007369737657630777,0.0009965977076205296,9.14691866001711,0.0,229,562,9179.283842794759,5163478.0,9187.683274021352,1596.0,0.04519395919339694,1.2929818706814515,UV-Visors
UV_VISOR_MAGENTA,10000,0,999900,10398.9058,10268.5,429.4076989569832,9726.5,11340.5,13.2634,13.0,15,49.5741,49.567,7.953961347289499e-05,0.007369737657630777,0.0010090722247454013,10.504073182309543,0.0,229,562,10368.812227074235,5818262.0,10352.779359430606,1614.0,0.04129354638033005,1.2626911265562757,UV-Visors
UV_VISOR_ORANGE,10000,0,999900,9876.90115,9908.5,220.68028147602624,9374.5,10336.5,12.6553,13.0,14,49.5741,49.567,7.953961347289499e-05,0.007369737657630777,0.001009974753220313,9.978915373127085,0.0,229,562,9883.454148471616,5557336.0,9888.49822064057,962.0,0.02234306875451783,1.2682039607310767,UV-Visors
UV_VISOR_RED,10000,0,999900,10777.55565,10813.0,280.96005896486855,9916.5,11369.5,13.7181,14.0,15,49.5741,49.567,7.953961347289499e-05,0.007369737657630777,0.001002006514450792,10.800978746360952,0.0,229,562,10811.965065502183,6076139.0,10811.635231316726,1453.0,0.02606899635585445,1.2700793439318523,UV-Visors
UV_VISOR_YELLOW,10000,0,999900,10790.3959,10753.0,680.6158233196489,9733.5,11830.0,13.7314,14.0,16,49.5741,49.567,7.953961347289499e-05,0.007369737657630777,0.000997157744080903,10.776860866051086,0.0,229,562,10748.930131004367,6040002.0,10747.334519572954,2096.5,0.06307607520866301,1.27415582057445,UV-Visors
SLEEP_POD_COTTON,10000,0,999900,10737.58295,10703.5,442.4209587878956,9838.5,11738.5,9.4377,10.0,11,29.5557,29.5486,0.00012254944912841798,0.012024934864064585,0.0010051036333913305,10.802734712293809,0.0,229,562,10722.882096069869,6022668.0,10716.491103202847,1900.0,0.041203030593388396,0.8736398931707207,Vertical Sleeping Pods
SLEEP_POD_LAMB_WOOL,10000,0,999900,10768.7459,10591.5,481.3521198348649,9879.5,12036.0,9.465,10.0,11,29.5557,29.5486,0.00012254944912841798,0.012024934864064585,0.0009946121379999036,10.7244086653814,0.0,229,562,10832.96943231441,6090757.0,10837.64590747331,2156.5,0.04469899506449167,0.8825661437682064,Vertical Sleeping Pods
SLEEP_POD_NYLON,10000,0,999900,9511.1883,9487.5,273.1918657695779,8829.0,10095.5,8.4758,9.0,10,29.5557,29.5486,0.00012254944912841798,0.012024934864064585,0.001002360837384213,9.54439660481767,0.0,229,562,9522.637554585153,5351665.0,9522.535587188611,1266.5,0.028723210723267657,0.8880393754511122,Vertical Sleeping Pods
SLEEP_POD_POLYESTER,10000,0,999900,10696.7835,10625.0,561.2568987624044,9686.5,11869.5,9.4038,10.0,11,29.5557,29.5486,0.00012254944912841798,0.012024934864064585,0.0010102312296653786,10.822898364393861,0.0,229,562,10679.868995633187,5994882.0,10667.049822064057,2183.0,0.052469688552863054,0.8688800063888119,Vertical Sleeping Pods
SLEEP_POD_SUEDE,10000,0,999900,10254.90605,10151.5,481.34710791925374,9596.5,11368.0,9.0625,9.0,11,29.5557,29.5486,0.00012254944912841798,0.012024934864064585,0.0010032459624043655,10.303628182966651,0.0,229,562,10275.825327510916,5782795.0,10289.670818505338,1771.5,0.04693822698836463,0.8795445486844711,Vertical Sleeping Pods
