day,timestamp,cash,inventory_value,total_pnl,conversions,position_ASH_COATED_OSMIUM,mid_ASH_COATED_OSMIUM,mtm_ASH_COATED_OSMIUM,cash_ASH_COATED_OSMIUM,pnl_ASH_COATED_OSMIUM,position_INTARIAN_PEPPER_ROOT,mid_INTARIAN_PEPPER_ROOT,mtm_INTARIAN_PEPPER_ROOT,cash_INTARIAN_PEPPER_ROOT,pnl_INTARIAN_PEPPER_ROOT
-2,6300,-800577.0,800520.0,-57.0,0,0,10004.0,0.0,0.0,0.0,80,10006.5,800520.0,-800577.0,-57.0
-2,6400,-800577.0,800520.0,-57.0,0,0,10004.0,0.0,0.0,0.0,80,10006.5,800520.0,-800577.0,-57.0
-2,6500,-800577.0,800520.0,-57.0,0,0,9993.0,0.0,0.0,0.0,80,10006.5,800520.0,-800577.0,-57.0
-2,6600,-800577.0,800440.0,-137.0,0,0,10004.0,0.0,0.0,0.0,80,10005.5,800440.0,-800577.0,-137.0
-2,6700,-800577.0,800960.0,383.0,0,0,10004.0,0.0,0.0,0.0,80,10012.0,800960.0,-800577.0,383.0
-2,6800,-800577.0,800520.0,-57.0,0,0,10004.0,0.0,0.0,0.0,80,10006.5,800520.0,-800577.0,-57.0
-2,6900,-800577.0,800520.0,-57.0,0,0,10004.5,0.0,0.0,0.0,80,10006.5,800520.0,-800577.0,-57.0
-2,7000,-800577.0,800560.0,-17.0,0,0,10003.0,0.0,0.0,0.0,80,10007.0,800560.0,-800577.0,-17.0
-2,7100,-800577.0,800600.0,23.0,0,0,10003.0,0.0,0.0,0.0,80,10007.5,800600.0,-800577.0,23.0
-2,7200,-800577.0,800600.0,23.0,0,0,10002.5,0.0,0.0,0.0,80,10007.5,800600.0,-800577.0,23.0
-2,7300,-800577.0,800600.0,23.0,0,0,10004.0,0.0,0.0,0.0,80,10007.5,800600.0,-800577.0,23.0
-2,7400,-800577.0,800680.0,103.0,0,0,10004.0,0.0,0.0,0.0,80,10008.5,800680.0,-800577.0,103.0
-2,7500,-800577.0,801040.0,463.0,0,0,10005.0,0.0,0.0,0.0,80,10013.0,801040.0,-800577.0,463.0
-2,7600,-800577.0,800600.0,23.0,0,0,10006.0,0.0,0.0,0.0,80,10007.5,800600.0,-800577.0,23.0
-2,7700,-800577.0,800600.0,23.0,0,0,10003.5,0.0,0.0,0.0,80,10007.5,800600.0,-800577.0,23.0
-2,7800,-800577.0,800600.0,23.0,0,0,10008.5,0.0,0.0,0.0,80,10007.5,800600.0,-800577.0,23.0
-2,7900,-800577.0,800600.0,23.0,0,0,10004.0,0.0,0.0,0.0,80,10007.5,800600.0,-800577.0,23.0
-2,8000,-800577.0,801120.0,543.0,0,0,10009.5,0.0,0.0,0.0,80,10014.0,801120.0,-800577.0,543.0
-2,8100,-800577.0,800560.0,-17.0,0,0,10005.0,0.0,0.0,0.0,80,10007.0,800560.0,-800577.0,-17.0
-2,8200,-800577.0,800680.0,103.0,0,0,10004.5,0.0,0.0,0.0,80,10008.5,800680.0,-800577.0,103.0
-2,8300,-800577.0,800680.0,103.0,0,0,10006.0,0.0,0.0,0.0,80,10008.5,800680.0,-800577.0,103.0
-2,8400,-800577.0,800680.0,103.0,0,0,10005.0,0.0,0.0,0.0,80,10008.5,800680.0,-800577.0,103.0
-2,8500,-800577.0,800680.0,103.0,0,0,10005.0,0.0,0.0,0.0,80,10008.5,800680.0,-800577.0,103.0
-2,8600,-800577.0,800800.0,223.0,0,0,10004.0,0.0,0.0,0.0,80,10010.0,800800.0,-800577.0,223.0
-2,8700,-800577.0,800680.0,103.0,0,0,10005.0,0.0,0.0,0.0,80,10008.5,800680.0,-800577.0,103.0
-2,8800,-800577.0,800680.0,103.0,0,0,10005.0,0.0,0.0,0.0,80,10008.5,800680.0,-800577.0,103.0
-2,8900,-800577.0,800680.0,103.0,0,0,10008.0,0.0,0.0,0.0,80,10008.5,800680.0,-800577.0,103.0
-2,9000,-800577.0,800240.0,-337.0,0,0,10006.0,0.0,0.0,0.0,80,10003.0,800240.0,-800577.0,-337.0
-2,9100,-800577.0,800760.0,183.0,0,0,10006.5,0.0,0.0,0.0,80,10009.5,800760.0,-800577.0,183.0
-2,9200,-800577.0,800840.0,263.0,0,0,10006.0,0.0,0.0,0.0,80,10010.5,800840.0,-800577.0,263.0
-2,9300,-800577.0,800760.0,183.0,0,0,10006.0,0.0,0.0,0.0,80,10009.5,800760.0,-800577.0,183.0
-2,9400,-800577.0,800320.0,-257.0,0,0,10005.5,0.0,0.0,0.0,80,10004.0,800320.0,-800577.0,-257.0
-2,9500,-800577.0,800640.0,63.0,0,0,10007.0,0.0,0.0,0.0,80,10008.0,800640.0,-800577.0,63.0
-2,9600,-800577.0,800680.0,103.0,0,0,10007.0,0.0,0.0,0.0,80,10008.5,800680.0,-800577.0,103.0
-2,9700,-800577.0,800760.0,183.0,0,0,10008.0,0.0,0.0,0.0,80,10009.5,800760.0,-800577.0,183.0
-2,9800,-800577.0,800760.0,183.0,0,0,10008.0,0.0,0.0,0.0,80,10009.5,800760.0,-800577.0,183.0
-2,9900,-800577.0,801200.0,623.0,0,0,10008.0,0.0,0.0,0.0,80,10015.0,801200.0,-800577.0,623.0
-2,10000,-800577.0,800800.0,223.0,0,0,10006.5,0.0,0.0,0.0,80,10010.0,800800.0,-800577.0,223.0
-2,10100,-800577.0,800840.0,263.0,0,0,10008.0,0.0,0.0,0.0,80,10010.5,800840.0,-800577.0,263.0
-2,10200,-800577.0,800840.0,263.0,0,0,10008.0,0.0,0.0,0.0,80,10010.5,800840.0,-800577.0,263.0
-2,10300,-800577.0,800920.0,343.0,0,0,10009.0,0.0,0.0,0.0,80,10011.5,800920.0,-800577.0,343.0
-2,10400,-800577.0,800960.0,383.0,0,0,10012.0,0.0,0.0,0.0,80,10012.0,800960.0,-800577.0,383.0
-2,10500,-800577.0,801160.0,583.0,0,0,10010.0,0.0,0.0,0.0,80,10014.5,801160.0,-800577.0,583.0
-2,10600,-800577.0,800840.0,263.0,0,0,10010.5,0.0,0.0,0.0,80,10010.5,800840.0,-800577.0,263.0
-2,10700,-800577.0,800840.0,263.0,0,0,10007.0,0.0,0.0,0.0,80,10010.5,800840.0,-800577.0,263.0
-2,10800,-800577.0,800960.0,383.0,0,0,10008.0,0.0,0.0,0.0,80,10012.0,800960.0,-800577.0,383.0
-2,10900,-800577.0,800960.0,383.0,0,0,10010.0,0.0,0.0,0.0,80,10012.0,800960.0,-800577.0,383.0
-2,11000,-800577.0,800880.0,303.0,0,0,10009.0,0.0,0.0,0.0,80,10011.0,800880.0,-800577.0,303.0
-2,11100,-800577.0,800920.0,343.0,0,0,10009.0,0.0,0.0,0.0,80,10011.5,800920.0,-800577.0,343.0
-2,11200,-800577.0,800920.0,343.0,0,0,10009.0,0.0,0.0,0.0,80,10011.5,800920.0,-800577.0,343.0
-2,11300,-800577.0,800560.0,-17.0,0,0,10008.0,0.0,0.0,0.0,80,10007.0,800560.0,-800577.0,-17.0
-2,11400,-800577.0,801000.0,423.0,0,0,10008.0,0.0,0.0,0.0,80,10012.5,801000.0,-800577.0,423.0
-2,11500,-800577.0,800920.0,343.0,0,0,10010.0,0.0,0.0,0.0,80,10011.5,800920.0,-800577.0,343.0
-2,11600,-800577.0,800920.0,343.0,0,0,10011.5,0.0,0.0,0.0,80,10011.5,800920.0,-800577.0,343.0
-2,11700,-800577.0,800920.0,343.0,0,0,10016.0,0.0,0.0,0.0,80,10011.5,800920.0,-800577.0,343.0
-2,11800,-800577.0,800920.0,343.0,0,0,10008.0,0.0,0.0,0.0,80,10011.5,800920.0,-800577.0,343.0
-2,11900,-800577.0,801040.0,463.0,0,0,10008.0,0.0,0.0,0.0,80,10013.0,801040.0,-800577.0,463.0
-2,12000,-800577.0,800960.0,383.0,0,0,10006.5,0.0,0.0,0.0,80,10012.0,800960.0,-800577.0,383.0
-2,12100,-800577.0,801000.0,423.0,0,0,10008.5,0.0,0.0,0.0,80,10012.5,801000.0,-800577.0,423.0
-2,12200,-800577.0,801000.0,423.0,0,0,10008.0,0.0,0.0,0.0,80,10012.5,801000.0,-800577.0,423.0
-2,12300,-800577.0,801000.0,423.0,0,0,10008.0,0.0,0.0,0.0,80,10012.5,801000.0,-800577.0,423.0
-2,12400,-800577.0,800880.0,303.0,0,0,10011.0,0.0,0.0,0.0,80,10011.0,800880.0,-800577.0,303.0
-2,12500,-800577.0,801440.0,863.0,0,0,10009.5,0.0,0.0,0.0,80,10018.0,801440.0,-800577.0,863.0
-2,12600,-800577.0,801000.0,423.0,0,0,10009.5,0.0,0.0,0.0,80,10012.5,801000.0,-800577.0,423.0
-2,12700,-800577.0,801440.0,863.0,0,0,10008.0,0.0,0.0,0.0,80,10018.0,801440.0,-800577.0,863.0
-2,12800,-800577.0,801000.0,423.0,0,0,10009.0,0.0,0.0,0.0,80,10012.5,801000.0,-800577.0,423.0
-2,12900,-800577.0,800920.0,343.0,0,0,10001.0,0.0,0.0,0.0,80,10011.5,800920.0,-800577.0,343.0
-2,13000,-800577.0,801040.0,463.0,0,0,10009.0,0.0,0.0,0.0,80,10013.0,801040.0,-800577.0,463.0
-2,13100,-800577.0,801080.0,503.0,0,0,10011.5,0.0,0.0,0.0,80,10013.5,801080.0,-800577.0,503.0
-2,13200,-800577.0,801160.0,583.0,0,0,10008.0,0.0,0.0,0.0,80,10014.5,801160.0,-800577.0,583.0
-2,13300,-800577.0,801080.0,503.0,0,0,10009.0,0.0,0.0,0.0,80,10013.5,801080.0,-800577.0,503.0
-2,13400,-800577.0,800960.0,383.0,0,0,10008.0,0.0,0.0,0.0,80,10012.0,800960.0,-800577.0,383.0
-2,13500,-800577.0,801080.0,503.0,0,0,10009.0,0.0,0.0,0.0,80,10013.5,801080.0,-800577.0,503.0
-2,13600,-800577.0,801080.0,503.0,0,0,10009.0,0.0,0.0,0.0,80,10013.5,801080.0,-800577.0,503.0
-2,13700,-800577.0,801080.0,503.0,0,0,10009.0,0.0,0.0,0.0,80,10013.5,801080.0,-800577.0,503.0
-2,13800,-800577.0,801080.0,503.0,0,0,10007.5,0.0,0.0,0.0,80,10013.5,801080.0,-800577.0,503.0
-2,13900,-800577.0,801000.0,423.0,0,0,10009.0,0.0,0.0,0.0,80,10012.5,801000.0,-800577.0,423.0
-2,14000,-800577.0,801200.0,623.0,0,0,10009.0,0.0,0.0,0.0,80,10015.0,801200.0,-800577.0,623.0
-2,14100,-800577.0,801160.0,583.0,0,0,10011.0,0.0,0.0,0.0,80,10014.5,801160.0,-800577.0,583.0
-2,14200,-800577.0,801160.0,583.0,0,0,10009.0,0.0,0.0,0.0,80,10014.5,801160.0,-800577.0,583.0
-2,14300,-800577.0,801160.0,583.0,0,0,10009.0,0.0,0.0,0.0,80,10014.5,801160.0,-800577.0,583.0
-2,14400,-800577.0,801120.0,543.0,0,0,10009.0,0.0,0.0,0.0,80,10014.0,801120.0,-800577.0,543.0
-2,14500,-800577.0,801280.0,703.0,0,0,10017.0,0.0,0.0,0.0,80,10016.0,801280.0,-800577.0,703.0
-2,14600,-800577.0,801160.0,583.0,0,0,10010.0,0.0,0.0,0.0,80,10014.5,801160.0,-800577.0,583.0
-2,14700,-800577.0,800720.0,143.0,0,0,10000.0,0.0,0.0,0.0,80,10009.0,800720.0,-800577.0,143.0
-2,14800,-800577.0,801160.0,583.0,0,0,10008.0,0.0,0.0,0.0,80,10014.5,801160.0,-800577.0,583.0
-2,14900,-800577.0,801280.0,703.0,0,0,10006.5,0.0,0.0,0.0,80,10016.0,801280.0,-800577.0,703.0
-2,15000,-800577.0,801200.0,623.0,0,0,10008.0,0.0,0.0,0.0,80,10015.0,801200.0,-800577.0,623.0
-2,15100,-800577.0,801240.0,663.0,0,0,10008.0,0.0,0.0,0.0,80,10015.5,801240.0,-800577.0,663.0
-2,15200,-800577.0,801240.0,663.0,0,0,10007.0,0.0,0.0,0.0,80,10015.5,801240.0,-800577.0,663.0
-2,15300,-800577.0,800800.0,223.0,0,0,10005.5,0.0,0.0,0.0,80,10010.0,800800.0,-800577.0,223.0
-2,15400,-800577.0,801240.0,663.0,0,0,10007.0,0.0,0.0,0.0,80,10015.5,801240.0,-800577.0,663.0
-2,15500,-800577.0,801240.0,663.0,0,0,10007.0,0.0,0.0,0.0,80,10015.5,801240.0,-800577.0,663.0
-2,15600,-800577.0,801240.0,663.0,0,0,10006.0,0.0,0.0,0.0,80,10015.5,801240.0,-800577.0,663.0
-2,15700,-800577.0,801240.0,663.0,0,0,10006.0,0.0,0.0,0.0,80,10015.5,801240.0,-800577.0,663.0
-2,15800,-800577.0,801240.0,663.0,0,0,10006.0,0.0,0.0,0.0,80,10015.5,801240.0,-800577.0,663.0
-2,15900,-800577.0,801240.0,663.0,0,0,10004.5,0.0,0.0,0.0,80,10015.5,801240.0,-800577.0,663.0
-2,16000,-800577.0,801200.0,623.0,0,0,10008.0,0.0,0.0,0.0,80,10015.0,801200.0,-800577.0,623.0
-2,16100,-800577.0,801320.0,743.0,0,0,10006.0,0.0,0.0,0.0,80,10016.5,801320.0,-800577.0,743.0
-2,16200,-800577.0,801200.0,623.0,0,0,10006.0,0.0,0.0,0.0,80,10015.0,801200.0,-800577.0,623.0
-2,16300,-800577.0,801320.0,743.0,0,0,10006.0,0.0,0.0,0.0,80,10016.5,801320.0,-800577.0,743.0
-2,16400,-800577.0,801200.0,623.0,0,0,10005.0,0.0,0.0,0.0,80,10015.0,801200.0,-800577.0,623.0
-2,16500,-800577.0,801320.0,743.0,0,0,10006.0,0.0,0.0,0.0,80,10016.5,801320.0,-800577.0,743.0
-2,16600,-800577.0,801320.0,743.0,0,0,10006.5,0.0,0.0,0.0,80,10016.5,801320.0,-800577.0,743.0
-2,16700,-800577.0,801760.0,1183.0,0,0,10007.0,0.0,0.0,0.0,80,10022.0,801760.0,-800577.0,1183.0
-2,16800,-800577.0,801320.0,743.0,0,0,10007.0,0.0,0.0,0.0,80,10016.5,801320.0,-800577.0,743.0
-2,16900,-800577.0,801320.0,743.0,0,0,10005.5,0.0,0.0,0.0,80,10016.5,801320.0,-800577.0,743.0
-2,17000,-800577.0,801360.0,783.0,0,0,10005.0,0.0,0.0,0.0,80,10017.0,801360.0,-800577.0,783.0
-2,17100,-800577.0,801400.0,823.0,0,0,10006.0,0.0,0.0,0.0,80,10017.5,801400.0,-800577.0,823.0
-2,17200,-800577.0,801400.0,823.0,0,0,10007.5,0.0,0.0,0.0,80,10017.5,801400.0,-800577.0,823.0
-2,17300,-800577.0,801400.0,823.0,0,0,10007.5,0.0,0.0,0.0,80,10017.5,801400.0,-800577.0,823.0
-2,17400,-800577.0,801400.0,823.0,0,0,10006.0,0.0,0.0,0.0,80,10017.5,801400.0,-800577.0,823.0
-2,17500,-800577.0,801520.0,943.0,0,0,10006.0,0.0,0.0,0.0,80,10019.0,801520.0,-800577.0,943.0
-2,17600,-800577.0,801400.0,823.0,0,0,10014.0,0.0,0.0,0.0,80,10017.5,801400.0,-800577.0,823.0
-2,17700,-800577.0,801840.0,1263.0,0,0,10007.5,0.0,0.0,0.0,80,10023.0,801840.0,-800577.0,1263.0
-2,17800,-800577.0,801400.0,823.0,0,0,10006.0,0.0,0.0,0.0,80,10017.5,801400.0,-800577.0,823.0
-2,17900,-800577.0,801400.0,823.0,0,0,10014.0,0.0,0.0,0.0,80,10017.5,801400.0,-800577.0,823.0
-2,18000,-800577.0,801520.0,943.0,0,0,10006.0,0.0,0.0,0.0,80,10019.0,801520.0,-800577.0,943.0
-2,18100,-800577.0,801480.0,903.0,0,0,9998.0,0.0,0.0,0.0,80,10018.5,801480.0,-800577.0,903.0
-2,18200,-800577.0,801360.0,783.0,0,0,10007.0,0.0,0.0,0.0,80,10017.0,801360.0,-800577.0,783.0
-2,18300,-800577.0,801480.0,903.0,0,0,10008.5,0.0,0.0,0.0,80,10018.5,801480.0,-800577.0,903.0
-2,18400,-800577.0,801480.0,903.0,0,0,10008.5,0.0,0.0,0.0,80,10018.5,801480.0,-800577.0,903.0
-2,18500,-800577.0,801480.0,903.0,0,0,10007.0,0.0,0.0,0.0,80,10018.5,801480.0,-800577.0,903.0
-2,18600,-800577.0,801480.0,903.0,0,0,10007.0,0.0,0.0,0.0,80,10018.5,801480.0,-800577.0,903.0
-2,18700,-800577.0,801480.0,903.0,0,0,10007.0,0.0,0.0,0.0,80,10018.5,801480.0,-800577.0,903.0
-2,18800,-800577.0,801480.0,903.0,0,0,10008.0,0.0,0.0,0.0,80,10018.5,801480.0,-800577.0,903.0
-2,18900,-800577.0,801400.0,823.0,0,0,10007.0,0.0,0.0,0.0,80,10017.5,801400.0,-800577.0,823.0
-2,19000,-800577.0,801520.0,943.0,0,0,10007.0,0.0,0.0,0.0,80,10019.0,801520.0,-800577.0,943.0
-2,19100,-800577.0,801640.0,1063.0,0,0,10015.0,0.0,0.0,0.0,80,10020.5,801640.0,-800577.0,1063.0
-2,19200,-800577.0,801560.0,983.0,0,0,10007.0,0.0,0.0,0.0,80,10019.5,801560.0,-800577.0,983.0
-2,19300,-800577.0,801560.0,983.0,0,0,10007.0,0.0,0.0,0.0,80,10019.5,801560.0,-800577.0,983.0
-2,19400,-800577.0,801640.0,1063.0,0,0,10008.0,0.0,0.0,0.0,80,10020.5,801640.0,-800577.0,1063.0
-2,19500,-800577.0,801560.0,983.0,0,0,10016.0,0.0,0.0,0.0,80,10019.5,801560.0,-800577.0,983.0
-2,19600,-800577.0,801560.0,983.0,0,0,10006.5,0.0,0.0,0.0,80,10019.5,801560.0,-800577.0,983.0
-2,19700,-800577.0,801560.0,983.0,0,0,10007.0,0.0,0.0,0.0,80,10019.5,801560.0,-800577.0,983.0
-2,19800,-800577.0,801680.0,1103.0,0,0,10006.0,0.0,0.0,0.0,80,10021.0,801680.0,-800577.0,1103.0
-2,19900,-800577.0,801560.0,983.0,0,0,10006.5,0.0,0.0,0.0,80,10019.5,801560.0,-800577.0,983.0
-2,20000,-800577.0,801600.0,1023.0,0,0,10004.0,0.0,0.0,0.0,80,10020.0,801600.0,-800577.0,1023.0
-2,20100,-800577.0,801640.0,1063.0,0,0,10006.0,0.0,0.0,0.0,80,10020.5,801640.0,-800577.0,1063.0
-2,20200,-800577.0,801640.0,1063.0,0,0,10006.0,0.0,0.0,0.0,80,10020.5,801640.0,-800577.0,1063.0
-2,20300,-800577.0,802080.0,1503.0,0,0,10006.0,0.0,0.0,0.0,80,10026.0,802080.0,-800577.0,1503.0
-2,20400,-800577.0,801200.0,623.0,0,0,10007.0,0.0,0.0,0.0,80,10015.0,801200.0,-800577.0,623.0
-2,20500,-800577.0,801640.0,1063.0,0,0,10006.0,0.0,0.0,0.0,80,10020.5,801640.0,-800577.0,1063.0
-2,20600,-800577.0,801640.0,1063.0,0,0,10006.0,0.0,0.0,0.0,80,10020.5,801640.0,-800577.0,1063.0
-2,20700,-800577.0,801760.0,1183.0,0,0,10006.0,0.0,0.0,0.0,80,10022.0,801760.0,-800577.0,1183.0
-2,20800,-800577.0,801560.0,983.0,0,0,10006.0,0.0,0.0,0.0,80,10019.5,801560.0,-800577.0,983.0
