timestamp,product,side,price,quantity,mode
3400,VEV_5300,SELL,49,5,cross
3500,VEV_5200,SELL,100,5,cross
3500,VEV_5300,SELL,49,5,cross
3600,VEV_5200,SELL,99,5,cross
3600,VEV_5300,SELL,49,5,cross
3700,VEV_5200,SELL,98,5,cross
3700,VEV_5300,SELL,48,5,cross
3800,VEV_5200,SELL,98,5,cross
3800,VEV_5300,SELL,48,5,cross
3900,VEV_5200,SELL,98,5,cross
3900,VEV_5300,SELL,48,5,cross
4000,VEV_5200,SELL,99,5,cross
4000,VEV_5300,SELL,49,5,cross
4100,VEV_5200,SELL,99,5,cross
4100,VEV_5300,SELL,48,5,cross
4200,VEV_5200,SELL,99,5,cross
4200,VEV_5300,SELL,49,5,cross
4300,VEV_5200,SELL,99,5,cross
4300,VEV_5300,SELL,49,5,cross
4400,VEV_5200,SELL,100,5,cross
4400,VEV_5300,SELL,50,5,cross
4500,VEV_5200,SELL,100,5,cross
4500,VEV_5300,SELL,49,5,cross
4500,VEV_4000,BUY,1254,2,cross
4500,VEV_4500,BUY,754,2,cross
4500,VEV_5400,SELL,18,5,cross
4500,VEV_5500,SELL,8,4,cross
4600,VEV_5200,SELL,100,5,cross
4600,VEV_5300,SELL,49,5,cross
4600,VEV_5400,SELL,18,5,cross
4600,VEV_5500,SELL,8,4,cross
4700,VEV_5200,SELL,99,5,cross
4700,VEV_5300,SELL,49,5,cross
4700,VEV_5400,SELL,18,5,cross
4700,VEV_5500,SELL,8,4,cross
4800,VEV_5200,SELL,98,5,cross
4800,VEV_5300,SELL,48,5,cross
4800,VEV_5400,SELL,17,5,cross
4800,VEV_5500,SELL,8,4,cross
4900,VEV_5200,SELL,99,5,cross
4900,VEV_5300,SELL,48,5,cross
4900,VEV_5400,SELL,17,5,cross
4900,VEV_5500,SELL,8,4,cross
5000,VEV_5200,SELL,98,5,cross
5000,VEV_5300,SELL,48,5,cross
5000,VEV_5400,SELL,17,5,cross
5000,VEV_5500,SELL,8,4,cross
5100,VEV_5200,SELL,99,5,cross
5100,VEV_5300,SELL,48,5,cross
5100,VEV_5400,SELL,17,5,cross
5100,VEV_5500,SELL,8,4,cross
5200,VEV_5100,SELL,170,5,cross
5200,VEV_5200,SELL,99,5,cross
5200,VEV_5300,SELL,49,5,cross
5200,VEV_5400,SELL,18,5,cross
5200,VEV_5500,SELL,8,4,cross
5300,VEV_5200,SELL,100,5,cross
5300,VEV_5300,SELL,49,5,cross
5300,VEV_5400,SELL,18,5,cross
5300,VEV_5500,SELL,8,4,cross
5400,VEV_5100,SELL,171,5,cross
5400,VEV_5200,SELL,100,5,cross
5400,VEV_5300,SELL,50,5,cross
5400,VEV_5400,SELL,18,5,cross
5400,VEV_5500,SELL,8,4,cross
5500,VEV_5200,SELL,100,5,cross
5500,VEV_5300,SELL,49,5,cross
5500,VEV_5400,SELL,18,5,cross
5500,VEV_5500,SELL,8,4,cross
5600,VEV_5200,SELL,99,5,cross
5600,VEV_5300,SELL,49,5,cross
5600,VEV_5400,SELL,18,5,cross
5600,VEV_5500,SELL,8,4,cross
5700,VEV_5200,SELL,98,5,cross
5700,VEV_5300,SELL,48,5,cross
5700,VEV_5400,SELL,17,5,cross
5700,VEV_5500,SELL,8,4,cross
5800,VEV_5200,SELL,99,5,cross
5800,VEV_5300,SELL,49,5,cross
5800,VEV_5400,SELL,18,5,cross
5800,VEV_5500,SELL,8,4,cross
5900,VEV_5200,SELL,100,5,cross
5900,VEV_5300,SELL,49,5,cross
5900,VEV_5400,SELL,18,5,cross
5900,VEV_5500,SELL,8,4,cross
6000,VEV_5400,SELL,18,5,cross
6000,VEV_5500,SELL,8,4,cross
6100,VEV_5400,SELL,17,5,cross
6100,VEV_5500,SELL,8,4,cross
6200,VEV_5400,SELL,17,5,cross
6200,VEV_5500,SELL,8,2,cross
6300,VEV_5400,SELL,17,5,cross
6800,VEV_5100,SELL,166,5,cross
7500,VEV_5100,SELL,165,3,cross
7500,VEV_4000,SELL,1246,3,cross
7500,VEV_4500,SELL,746,3,cross
7600,VEV_5100,SELL,164,5,cross
8200,VEV_5100,SELL,164,5,cross
8300,HYDROGEL_PACK,BUY,9950,12,cross
8400,HYDROGEL_PACK,BUY,9949,11,cross
8500,HYDROGEL_PACK,BUY,9947,12,cross
8600,HYDROGEL_PACK,BUY,9946,12,cross
8600,VEV_5100,SELL,163,5,cross
9100,VEV_5100,SELL,164,5,cross
9300,VEV_5100,SELL,164,5,cross
9400,VELVETFRUIT_EXTRACT,BUY,5244,6,cross
9400,VEV_5100,SELL,163,5,cross
9500,VEV_5100,SELL,164,5,cross
9600,VEV_4000,BUY,1246,4,cross
9600,VEV_4500,BUY,746,4,cross
9600,VEV_5400,SELL,16,5,cross
9700,VEV_5100,SELL,163,5,cross
9700,VEV_5400,SELL,16,5,cross
9800,VEV_5400,SELL,16,5,cross
9900,VEV_5100,SELL,163,5,cross
10200,VEV_5100,SELL,162,5,cross
10300,VELVETFRUIT_EXTRACT,BUY,5242,6,cross
10300,VEV_5100,SELL,161,5,cross
10400,VELVETFRUIT_EXTRACT,BUY,5240,12,cross
10400,VEV_5100,SELL,160,5,cross
10500,VEV_5100,SELL,160,5,cross
10600,VEV_5100,SELL,160,5,cross
10700,VEV_5100,SELL,160,5,cross
10800,VEV_5100,SELL,161,5,cross
11000,VEV_5100,SELL,163,5,cross
11200,VEV_5100,SELL,162,5,cross
11300,VEV_5100,SELL,162,5,cross
11400,VEV_5100,SELL,162,5,cross
11500,VEV_5100,SELL,160,5,cross
11600,VEV_5100,SELL,160,5,cross
11700,VEV_5100,SELL,160,5,cross
11800,VEV_5100,SELL,160,5,cross
11800,VEV_4000,BUY,1241,4,cross
11800,VEV_4500,BUY,741,4,cross
11900,VEV_5100,SELL,161,5,cross
12100,VEV_5100,SELL,160,5,cross
12200,VEV_5100,SELL,160,5,cross
12300,VEV_5100,SELL,160,5,cross
12400,VEV_5100,SELL,160,5,cross
12500,VEV_5100,SELL,159,5,cross
12600,VEV_5100,SELL,160,5,cross
12700,VEV_5100,SELL,159,5,cross
12800,VEV_5100,SELL,158,5,cross
12900,VEV_5100,SELL,159,5,cross
13000,VEV_5100,SELL,159,5,cross
13100,VEV_5100,SELL,158,5,cross
13300,VEV_5100,SELL,158,5,cross
13400,VEV_5100,SELL,157,5,cross
13500,VEV_5100,SELL,158,5,cross
13600,VEV_5100,SELL,156,5,cross
13700,VEV_5100,SELL,158,5,cross
13800,VEV_5100,SELL,158,5,cross
13900,VEV_5100,SELL,156,5,cross
14000,VEV_5100,SELL,157,5,cross
14100,VEV_5100,SELL,156,5,cross
14200,VEV_5100,SELL,155,5,cross
14300,VEV_5100,SELL,155,5,cross
14400,VELVETFRUIT_EXTRACT,BUY,5236,22,cross
14400,VEV_5100,SELL,154,5,cross
14500,VEV_5100,SELL,155,5,cross
14600,VEV_5100,SELL,154,5,cross
14700,VEV_5100,SELL,154,5,cross
14800,VEV_5100,SELL,155,2,cross
14800,VEV_4000,BUY,1234,4,cross
14800,VEV_4500,BUY,734,4,cross
15500,VELVETFRUIT_EXTRACT,BUY,5234,22,cross
15600,VELVETFRUIT_EXTRACT,BUY,5234,22,cross
15700,VELVETFRUIT_EXTRACT,BUY,5234,17,cross
15800,VELVETFRUIT_EXTRACT,BUY,5235,22,cross
16100,VELVETFRUIT_EXTRACT,BUY,5234,17,cross
16200,VELVETFRUIT_EXTRACT,BUY,5235,22,cross
16700,VEV_4000,BUY,1231,2,cross
16700,VEV_4500,BUY,731,2,cross
17100,VEV_4500,SELL,723,6,cross
17400,VEV_4500,SELL,723,6,cross
22800,HYDROGEL_PACK,BUY,9962,7,cross
22900,HYDROGEL_PACK,BUY,9962,7,cross
23000,HYDROGEL_PACK,BUY,9961,7,cross
23100,HYDROGEL_PACK,BUY,9961,7,cross
23200,HYDROGEL_PACK,BUY,9960,7,cross
23300,HYDROGEL_PACK,BUY,9959,5,cross
24100,VEV_4500,SELL,727,6,cross
25700,VEV_4000,SELL,1240,1,passive
30900,VEV_4000,SELL,1234,2,cross
30900,VEV_4500,SELL,734,2,cross
36200,VEV_4000,SELL,1243,1,passive
38500,VEV_4000,BUY,1231,5,cross
38500,VEV_4500,BUY,731,5,cross
40400,VEV_4000,BUY,1233,4,cross
40400,VEV_4500,BUY,733,4,cross
43400,VEV_4000,BUY,1231,5,cross
43400,VEV_4500,BUY,731,5,cross
45400,VELVETFRUIT_EXTRACT,SELL,5241,2,passive
48900,VEV_4000,SELL,1243,2,cross
48900,VEV_4500,SELL,743,2,cross
50300,VEV_4000,SELL,1256,1,passive
50700,VEV_4000,BUY,1244,5,cross
50700,VEV_4500,BUY,744,5,cross
52700,VEV_4000,SELL,1238,6,cross
52700,VEV_4500,SELL,740,6,cross
52800,VEV_4000,BUY,1247,3,cross
52800,VEV_4500,BUY,747,3,cross
53400,VEV_4000,BUY,1244,2,cross
53400,VEV_4500,BUY,744,2,cross
57600,VEV_4000,SELL,1256,1,passive
63100,VEV_4000,SELL,1251,1,passive
64200,VELVETFRUIT_EXTRACT,SELL,5245,2,passive
64200,VELVETFRUIT_EXTRACT,SELL,5244,2,passive
66900,VEV_4500,SELL,737,6,cross
67700,VELVETFRUIT_EXTRACT,SELL,5249,1,passive
67700,VELVETFRUIT_EXTRACT,SELL,5249,1,passive
74100,VEV_4000,BUY,1235,3,cross
74100,VEV_4500,BUY,735,3,cross
74300,VELVETFRUIT_EXTRACT,SELL,5237,2,passive
76600,HYDROGEL_PACK,SELL,9979,7,cross
76600,HYDROGEL_PACK,SELL,9994,1,passive
76700,HYDROGEL_PACK,SELL,9982,7,cross
76800,HYDROGEL_PACK,SELL,9984,7,cross
76900,HYDROGEL_PACK,SELL,9985,10,cross
77000,HYDROGEL_PACK,SELL,9982,12,cross
77000,HYDROGEL_PACK,SELL,9982,1,cross
77100,HYDROGEL_PACK,SELL,9983,12,cross
77200,HYDROGEL_PACK,SELL,9985,13,cross
77300,HYDROGEL_PACK,SELL,9984,12,cross
77300,VELVETFRUIT_EXTRACT,SELL,5240,2,passive
77400,HYDROGEL_PACK,SELL,9984,5,cross
78400,VEV_4500,SELL,731,6,cross
78400,VELVETFRUIT_EXTRACT,SELL,5237,2,passive
78500,HYDROGEL_PACK,SELL,9999,1,passive
78500,HYDROGEL_PACK,SELL,9999,1,passive
79000,HYDROGEL_PACK,BUY,9997,7,cross
79100,HYDROGEL_PACK,SELL,9983,5,cross
79200,HYDROGEL_PACK,BUY,9997,7,cross
79300,HYDROGEL_PACK,SELL,9980,7,cross
79300,HYDROGEL_PACK,BUY,9996,7,cross
79400,HYDROGEL_PACK,BUY,9984,7,cross
79500,HYDROGEL_PACK,BUY,9991,7,cross
79600,HYDROGEL_PACK,BUY,9989,7,cross
79700,HYDROGEL_PACK,SELL,9979,12,cross
79700,HYDROGEL_PACK,BUY,9995,7,cross
79800,HYDROGEL_PACK,SELL,9978,12,cross
79800,HYDROGEL_PACK,SELL,9993,2,passive
79900,HYDROGEL_PACK,SELL,9978,9,cross
81300,HYDROGEL_PACK,BUY,9986,7,cross
81400,HYDROGEL_PACK,BUY,9981,7,cross
81500,HYDROGEL_PACK,BUY,9982,7,cross
81600,HYDROGEL_PACK,BUY,9982,7,cross
84600,VEV_4500,SELL,726,6,cross
85300,VEV_4000,BUY,1234,2,cross
85300,VEV_4500,BUY,734,2,cross
86100,VEV_4000,BUY,1236,5,cross
86100,VEV_4500,BUY,736,5,cross
88500,VEV_4500,SELL,735,6,cross
89800,VEV_4000,BUY,1243,4,cross
89800,VEV_4500,BUY,743,4,cross
91100,VELVETFRUIT_EXTRACT,SELL,5244,2,passive
91100,VELVETFRUIT_EXTRACT,SELL,5243,2,passive
92000,VELVETFRUIT_EXTRACT,SELL,5242,2,passive
92100,HYDROGEL_PACK,BUY,9971,7,cross
92100,HYDROGEL_PACK,BUY,9956,1,passive
92200,HYDROGEL_PACK,BUY,9973,7,cross
92300,HYDROGEL_PACK,BUY,9972,7,cross
92400,HYDROGEL_PACK,BUY,9973,7,cross
92500,HYDROGEL_PACK,BUY,9972,7,cross
92600,HYDROGEL_PACK,BUY,9974,7,cross
92700,HYDROGEL_PACK,BUY,9973,7,cross
92800,HYDROGEL_PACK,BUY,9970,7,cross
92900,HYDROGEL_PACK,BUY,9970,2,cross
93700,VELVETFRUIT_EXTRACT,SELL,5245,2,passive
93800,VELVETFRUIT_EXTRACT,SELL,5245,2,passive
94400,HYDROGEL_PACK,SELL,9973,1,passive
94900,VEV_4500,SELL,737,6,cross
95000,HYDROGEL_PACK,SELL,9966,8,cross
95900,VEV_4500,SELL,733,6,cross
97100,HYDROGEL_PACK,BUY,9966,7,cross
97200,HYDROGEL_PACK,BUY,9966,2,cross
99300,VEV_4500,SELL,738,6,cross
100500,VELVETFRUIT_EXTRACT,SELL,5247,1,passive
100500,VELVETFRUIT_EXTRACT,SELL,5247,1,passive
104400,VELVETFRUIT_EXTRACT,SELL,5251,2,passive
104400,VELVETFRUIT_EXTRACT,SELL,5251,2,passive
105500,VELVETFRUIT_EXTRACT,SELL,5254,16,cross
105600,VELVETFRUIT_EXTRACT,SELL,5255,16,cross
105700,VELVETFRUIT_EXTRACT,SELL,5255,16,cross
105800,VELVETFRUIT_EXTRACT,SELL,5256,16,cross
105900,VELVETFRUIT_EXTRACT,SELL,5255,16,cross
106600,VELVETFRUIT_EXTRACT,SELL,5259,9,cross
106900,VEV_4500,SELL,751,6,cross
107200,VELVETFRUIT_EXTRACT,SELL,5260,20,cross
107300,VELVETFRUIT_EXTRACT,SELL,5260,20,cross
107900,VELVETFRUIT_EXTRACT,SELL,5266,1,passive
108400,VEV_4000,SELL,1263,3,cross
108400,VEV_4500,SELL,763,3,cross
109000,VELVETFRUIT_EXTRACT,SELL,5264,6,cross
109000,VEV_4500,SELL,758,6,cross
109600,VELVETFRUIT_EXTRACT,SELL,5268,20,cross
109800,VELVETFRUIT_EXTRACT,SELL,5269,22,cross
113900,VEV_4500,SELL,755,6,cross
119400,HYDROGEL_PACK,SELL,9961,1,passive
120300,VEV_4000,BUY,1257,4,cross
120300,VEV_4500,BUY,757,4,cross
125100,VEV_4000,SELL,1264,5,cross
125100,VEV_4500,SELL,764,5,cross
127200,VEV_4000,BUY,1263,3,cross
127200,VEV_4500,BUY,763,3,cross
129100,VEV_4000,SELL,1274,1,passive
129500,HYDROGEL_PACK,SELL,9966,2,passive
129800,HYDROGEL_PACK,BUY,9967,3,cross
132600,VEV_4500,SELL,756,6,cross
134000,VELVETFRUIT_EXTRACT,BUY,5265,2,passive
135500,VELVETFRUIT_EXTRACT,BUY,5257,2,passive
135500,VELVETFRUIT_EXTRACT,BUY,5258,2,passive
135900,VEV_4000,BUY,1263,3,cross
135900,VEV_4500,BUY,763,3,cross
136400,VEV_4500,SELL,756,6,cross
137600,VEV_4000,SELL,1268,1,passive
138000,VELVETFRUIT_EXTRACT,BUY,5255,2,passive
139400,VEV_4500,SELL,750,6,cross
139700,VEV_4500,SELL,750,6,cross
140000,VELVETFRUIT_EXTRACT,SELL,5261,1,passive
140000,VELVETFRUIT_EXTRACT,SELL,5260,1,passive
140100,VELVETFRUIT_EXTRACT,SELL,5259,1,passive
141000,VELVETFRUIT_EXTRACT,SELL,5259,1,passive
142000,VELVETFRUIT_EXTRACT,SELL,5261,2,passive
144000,VEV_4500,SELL,756,6,cross
145500,VEV_4000,BUY,1261,2,cross
145500,VEV_4500,BUY,761,2,cross
146700,VELVETFRUIT_EXTRACT,BUY,5261,2,passive
148000,HYDROGEL_PACK,SELL,9971,1,passive
150600,VEV_4000,BUY,1265,2,cross
150600,VEV_4500,BUY,765,2,cross
151100,HYDROGEL_PACK,BUY,9961,1,cross
153000,VEV_4000,BUY,1256,4,cross
153000,VEV_4500,BUY,756,4,cross
153200,VEV_4000,SELL,1256,5,cross
153200,VEV_4500,SELL,756,5,cross
154500,VEV_4500,SELL,747,6,cross
154800,VEV_4000,SELL,1253,2,cross
154800,VEV_4500,SELL,753,2,cross
155500,VEV_5300,BUY,48,3,cross
155600,VEV_5300,SELL,46,3,cross
155600,VEV_5300,BUY,48,3,cross
155700,VEV_5300,SELL,46,3,cross
155700,VEV_5300,BUY,48,3,cross
155800,VEV_5300,SELL,46,3,cross
155800,VEV_5300,BUY,48,3,cross
155900,VEV_5300,SELL,46,3,cross
155900,VEV_5300,BUY,48,3,cross
155900,HYDROGEL_PACK,SELL,9965,1,passive
156000,VELVETFRUIT_EXTRACT,BUY,5250,15,cross
156000,VEV_5300,SELL,45,3,cross
156000,VEV_5300,BUY,48,3,cross
156100,VEV_5300,SELL,46,3,cross
156100,VEV_5300,BUY,48,3,cross
156200,VEV_5300,SELL,45,3,cross
156200,VEV_5300,BUY,48,3,cross
156300,VEV_5300,SELL,45,3,cross
156300,VEV_5300,BUY,47,3,cross
156400,HYDROGEL_PACK,BUY,9965,1,cross
156400,VEV_5300,SELL,45,3,cross
156400,VEV_5300,BUY,47,3,cross
156500,VEV_5300,SELL,46,3,cross
156500,VEV_5300,BUY,48,3,cross
156600,VEV_5300,SELL,45,3,cross
156600,VEV_5300,BUY,47,3,cross
156700,VEV_5300,SELL,45,3,cross
156700,VEV_5300,BUY,47,3,cross
156800,VEV_5300,SELL,45,3,cross
156800,VEV_5300,BUY,47,3,cross
156900,VEV_5300,SELL,45,3,cross
156900,VEV_5300,BUY,47,3,cross
157000,VEV_5300,SELL,45,3,cross
157000,VEV_5300,BUY,47,3,cross
157100,VEV_5300,SELL,45,3,cross
157100,VEV_5300,BUY,47,3,cross
157200,VEV_5300,SELL,45,3,cross
157200,VEV_5300,BUY,47,3,cross
157300,VEV_5300,SELL,46,3,cross
157300,VEV_5300,BUY,48,3,cross
157400,VEV_5300,SELL,46,3,cross
158900,VEV_4000,SELL,1245,6,cross
158900,VEV_4500,SELL,747,6,cross
159900,HYDROGEL_PACK,BUY,9962,1,passive
164000,VELVETFRUIT_EXTRACT,BUY,5252,1,passive
164000,VELVETFRUIT_EXTRACT,BUY,5252,1,passive
164300,HYDROGEL_PACK,SELL,9972,1,passive
165500,VEV_5300,BUY,48,3,cross
165500,VELVETFRUIT_EXTRACT,BUY,5251,1,passive
165600,VEV_5300,SELL,46,3,cross
166100,VEV_5300,BUY,48,3,cross
166200,VEV_5300,SELL,47,3,cross
167600,VELVETFRUIT_EXTRACT,BUY,5250,2,passive
168400,VEV_5300,BUY,48,3,cross
168400,VELVETFRUIT_EXTRACT,BUY,5249,1,passive
168500,VEV_5300,SELL,47,2,cross
168500,VEV_5300,BUY,48,3,cross
168500,VEV_4000,SELL,1250,2,cross
168500,VEV_4500,SELL,750,2,cross
168600,VEV_5300,SELL,46,4,cross
168600,VEV_5300,BUY,48,3,cross
168700,VEV_5300,SELL,46,3,cross
168700,VEV_5300,BUY,48,3,cross
168800,VEV_5300,SELL,46,3,cross
168800,VEV_5300,BUY,48,3,cross
168900,VEV_5300,SELL,46,3,cross
168900,VEV_5300,BUY,48,3,cross
169000,VEV_5300,SELL,46,3,cross
169000,VEV_5300,BUY,48,3,cross
169100,VEV_5300,SELL,47,3,cross
170000,VEV_5300,BUY,48,3,cross
170100,VEV_5300,SELL,46,3,cross
170100,VEV_5300,BUY,48,3,cross
170200,VEV_5300,SELL,46,3,cross
170200,VEV_5300,BUY,48,3,cross
170300,VEV_5300,SELL,46,3,cross
170300,VEV_5300,BUY,48,3,cross
170400,VEV_5300,SELL,46,3,cross
170400,VEV_5300,BUY,47,3,cross
170400,VEV_4000,BUY,1249,5,cross
170400,VEV_4500,BUY,749,5,cross
170500,VEV_5300,SELL,46,3,cross
170500,VEV_5300,BUY,48,3,cross
170500,VEV_4000,BUY,1248,3,cross
170500,VEV_4500,BUY,748,3,cross
170600,VEV_5300,SELL,46,3,cross
170600,VEV_5300,BUY,48,3,cross
170700,VEV_5300,SELL,46,3,cross
170700,VEV_5300,BUY,48,3,cross
170800,VEV_5300,SELL,46,3,cross
170800,VEV_5300,BUY,48,3,cross
170900,VEV_5300,SELL,46,3,cross
170900,VEV_5300,BUY,48,3,cross
170900,VEV_4000,SELL,1259,1,passive
171000,VEV_5300,SELL,45,3,cross
171000,VEV_5300,BUY,47,3,cross
171100,VEV_5300,SELL,45,3,cross
171100,VEV_5300,BUY,48,3,cross
171200,VEV_5300,SELL,46,3,cross
171200,VEV_5300,BUY,48,3,cross
171300,VEV_5300,SELL,46,3,cross
171300,VEV_5300,BUY,48,3,cross
171400,HYDROGEL_PACK,SELL,9976,7,cross
171400,VEV_5300,SELL,47,3,cross
171500,HYDROGEL_PACK,SELL,9975,7,cross
171600,HYDROGEL_PACK,SELL,9971,7,cross
171700,VEV_5300,BUY,48,3,cross
171700,VELVETFRUIT_EXTRACT,BUY,5249,2,passive
171800,HYDROGEL_PACK,SELL,9970,7,cross
171800,VEV_5300,SELL,46,3,cross
171800,VEV_5300,BUY,48,3,cross
171900,VEV_5300,SELL,46,3,cross
171900,VEV_5300,BUY,48,3,cross
172000,VEV_5300,SELL,46,3,cross
172000,VEV_5300,BUY,48,3,cross
172100,VEV_5300,SELL,46,3,cross
172200,VEV_5300,BUY,48,3,cross
172300,VEV_5300,SELL,45,3,cross
172300,VEV_5300,BUY,48,3,cross
172400,VEV_5300,SELL,46,3,cross
172400,VEV_5300,BUY,48,3,cross
172500,VEV_5300,SELL,46,3,cross
172500,VEV_4000,BUY,1249,5,cross
172500,VEV_4500,BUY,749,5,cross
174200,HYDROGEL_PACK,SELL,9972,7,cross
174200,HYDROGEL_PACK,SELL,9987,1,passive
174300,HYDROGEL_PACK,SELL,9973,7,cross
174400,HYDROGEL_PACK,SELL,9976,7,cross
174400,HYDROGEL_PACK,SELL,9990,2,passive
174500,HYDROGEL_PACK,SELL,9976,7,cross
174600,HYDROGEL_PACK,SELL,9976,7,cross
174800,HYDROGEL_PACK,SELL,9977,7,cross
174900,VEV_4500,SELL,740,6,cross
178000,HYDROGEL_PACK,BUY,9989,1,passive
179200,VELVETFRUIT_EXTRACT,BUY,5244,1,passive
184200,VEV_4000,SELL,1250,1,passive
184800,VELVETFRUIT_EXTRACT,BUY,5240,6,cross
185400,VELVETFRUIT_EXTRACT,BUY,5239,22,cross
185500,VELVETFRUIT_EXTRACT,BUY,5239,15,cross
185800,HYDROGEL_PACK,SELL,10024,7,cross
185900,HYDROGEL_PACK,SELL,10024,7,cross
186000,HYDROGEL_PACK,SELL,10023,7,cross
186100,VELVETFRUIT_EXTRACT,BUY,5235,6,cross
186100,HYDROGEL_PACK,SELL,10022,7,cross
186100,VEV_4500,SELL,728,6,cross
186200,HYDROGEL_PACK,SELL,10017,7,cross
186300,VELVETFRUIT_EXTRACT,BUY,5236,18,cross
186300,HYDROGEL_PACK,SELL,10015,7,cross
186400,HYDROGEL_PACK,SELL,10017,7,cross
186500,HYDROGEL_PACK,SELL,10021,7,cross
186600,HYDROGEL_PACK,SELL,10020,7,cross
186700,HYDROGEL_PACK,SELL,10022,7,cross
186800,HYDROGEL_PACK,SELL,10020,7,cross
186900,HYDROGEL_PACK,SELL,10020,7,cross
187000,HYDROGEL_PACK,SELL,10022,7,cross
187300,VELVETFRUIT_EXTRACT,BUY,5234,20,cross
187300,VEV_5300,BUY,41,3,cross
187400,VELVETFRUIT_EXTRACT,BUY,5235,22,cross
187400,VEV_5300,SELL,39,3,cross
187400,VEV_5300,BUY,41,3,cross
187500,VELVETFRUIT_EXTRACT,BUY,5234,22,cross
187500,VEV_5300,SELL,39,3,cross
187500,VEV_5300,BUY,41,3,cross
187600,VELVETFRUIT_EXTRACT,BUY,5235,22,cross
187600,VEV_5300,SELL,39,3,cross
187600,VEV_5300,BUY,41,3,cross
187700,VELVETFRUIT_EXTRACT,BUY,5233,17,cross
187700,VEV_5300,SELL,39,3,cross
187700,VEV_5300,BUY,41,3,cross
187800,VEV_5300,SELL,39,3,cross
187800,VEV_5300,BUY,41,3,cross
187900,VEV_5300,SELL,39,3,cross
187900,VEV_5300,BUY,41,3,cross
188000,VEV_5300,SELL,39,3,cross
188000,VEV_5300,BUY,41,3,cross
188100,VEV_5300,SELL,39,3,cross
188100,VEV_5300,BUY,41,3,cross
188200,VEV_5300,SELL,39,3,cross
188200,VEV_5300,BUY,41,3,cross
188300,VEV_5300,SELL,39,3,cross
188300,VEV_5300,BUY,41,3,cross
188400,VEV_5300,SELL,40,3,cross
188400,HYDROGEL_PACK,BUY,10022,1,passive
190100,VEV_4000,BUY,1238,3,cross
190100,VEV_4500,BUY,738,3,cross
191000,VEV_4500,SELL,733,6,cross
192800,HYDROGEL_PACK,BUY,10023,7,cross
192800,HYDROGEL_PACK,BUY,10008,1,passive
192900,HYDROGEL_PACK,BUY,10024,7,cross
