day,timestamp,total_pnl,total_abs_pos,pos_HYDROGEL_PACK,pnl_HYDROGEL_PACK,pos_VELVETFRUIT_EXTRACT,pnl_VELVETFRUIT_EXTRACT,pos_VEV_4000,pnl_VEV_4000,pos_VEV_4500,pnl_VEV_4500,pos_VEV_5000,pnl_VEV_5000,pos_VEV_5100,pnl_VEV_5100,pos_VEV_5200,pnl_VEV_5200,pos_VEV_5300,pnl_VEV_5300,pos_VEV_5400,pnl_VEV_5400,pos_VEV_5500,pnl_VEV_5500,pos_VEV_6000,pnl_VEV_6000,pos_VEV_6500,pnl_VEV_6500
1,1000,-227.5,130,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-20,-60.0,-55,-82.5,-55,-85.0,0,0.0,0,0.0,0,0.0,0,0.0
1,1100,-265.0,140,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-20,-60.0,-60,-115.0,-60,-90.0,0,0.0,0,0.0,0,0.0,0,0.0
1,1200,-360.0,150,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-20,-80.0,-65,-152.5,-65,-127.5,0,0.0,0,0.0,0,0.0,0,0.0
1,1300,-480.0,160,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-20,-90.0,-70,-225.0,-70,-165.0,0,0.0,0,0.0,0,0.0,0,0.0
1,1400,-592.5,170,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-20,-120.0,-75,-302.5,-75,-170.0,0,0.0,0,0.0,0,0.0,0,0.0
1,1500,-615.0,185,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-130.0,-80,-310.0,-80,-175.0,0,0.0,0,0.0,0,0.0,0,0.0
1,1600,-522.5,195,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-105.0,-85,-237.5,-85,-180.0,0,0.0,0,0.0,0,0.0,0,0.0
1,1700,-690.0,205,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-130.0,-90,-330.0,-90,-230.0,0,0.0,0,0.0,0,0.0,0,0.0
1,1800,-645.0,215,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-117.5,-95,-337.5,-95,-190.0,0,0.0,0,0.0,0,0.0,0,0.0
1,1900,-657.5,225,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-117.5,-100,-345.0,-100,-195.0,0,0.0,0,0.0,0,0.0,0,0.0
1,2000,-557.5,235,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-105.0,-105,-252.5,-105,-200.0,0,0.0,0,0.0,0,0.0,0,0.0
1,2100,-570.0,245,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-105.0,-110,-260.0,-110,-205.0,0,0.0,0,0.0,0,0.0,0,0.0
1,2200,-337.5,255,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-80.0,-115,-157.5,-115,-100.0,0,0.0,0,0.0,0,0.0,0,0.0
1,2300,-592.5,265,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-92.5,-120,-280.0,-120,-220.0,0,0.0,0,0.0,0,0.0,0,0.0
1,2400,-617.5,275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-105.0,-125,-287.5,-125,-225.0,0,0.0,0,0.0,0,0.0,0,0.0
1,2500,-780.0,285,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-130.0,-130,-420.0,-130,-230.0,0,0.0,0,0.0,0,0.0,0,0.0
1,2600,-550.0,295,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-80.0,-135,-297.5,-135,-172.5,0,0.0,0,0.0,0,0.0,0,0.0
1,2700,-565.0,305,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-80.0,-140,-305.0,-140,-180.0,0,0.0,0,0.0,0,0.0,0,0.0
1,2800,-367.5,315,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-80.0,-145,-172.5,-145,-115.0,0,0.0,0,0.0,0,0.0,0,0.0
1,2900,-612.5,325,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-92.5,-150,-325.0,-150,-195.0,0,0.0,0,0.0,0,0.0,0,0.0
1,3000,-712.5,335,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-105.0,-155,-332.5,-155,-275.0,0,0.0,0,0.0,0,0.0,0,0.0
1,3100,-997.5,345,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-142.5,-160,-495.0,-160,-360.0,0,0.0,0,0.0,0,0.0,0,0.0
1,3200,-1275.0,355,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-167.5,-165,-662.5,-165,-445.0,0,0.0,0,0.0,0,0.0,0,0.0
1,3300,-1477.5,365,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-192.5,-170,-835.0,-170,-450.0,0,0.0,0,0.0,0,0.0,0,0.0
1,3400,-1477.5,375,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-180.0,-175,-842.5,-175,-455.0,0,0.0,0,0.0,0,0.0,0,0.0
1,3500,-1490.0,385,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-180.0,-180,-850.0,-180,-460.0,0,0.0,0,0.0,0,0.0,0,0.0
1,3600,-1310.0,395,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-167.5,-185,-677.5,-185,-465.0,0,0.0,0,0.0,0,0.0,0,0.0
1,3700,-1022.5,405,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-142.5,-190,-500.0,-190,-380.0,0,0.0,0,0.0,0,0.0,0,0.0
1,3800,-1037.5,415,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-142.5,-195,-507.5,-195,-387.5,0,0.0,0,0.0,0,0.0,0,0.0
1,3900,-1052.5,425,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-142.5,-200,-515.0,-200,-395.0,0,0.0,0,0.0,0,0.0,0,0.0
1,4000,-1377.5,435,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-155.0,-205,-722.5,-205,-500.0,0,0.0,0,0.0,0,0.0,0,0.0
1,4100,-1277.5,445,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-142.5,-210,-730.0,-210,-405.0,0,0.0,0,0.0,0,0.0,0,0.0
1,4200,-1407.5,455,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-155.0,-215,-737.5,-215,-515.0,0,0.0,0,0.0,0,0.0,0,0.0
1,4300,-1420.0,465,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-155.0,-220,-745.0,-220,-520.0,0,0.0,0,0.0,0,0.0,0,0.0
1,4400,-1922.5,475,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-25,-205.0,-225,-972.5,-225,-745.0,0,0.0,0,0.0,0,0.0,0,0.0
1,4500,-1337.5,498,0,0.0,0,0.0,2,-10.0,2,-8.0,0,0.0,-25,-155.0,-230,-750.0,-230,-410.0,-5,-2.5,-4,-2.0,0,0.0,0,0.0
1,4600,-1707.5,517,0,0.0,0,0.0,2,-1.0,2,0.0,0,0.0,-25,-180.0,-235,-987.5,-235,-530.0,-10,-5.0,-8,-4.0,0,0.0,0,0.0
1,4700,-1480.0,536,0,0.0,0,0.0,2,-2.0,2,-2.0,0,0.0,-25,-167.5,-240,-760.0,-240,-535.0,-15,-7.5,-12,-6.0,0,0.0,0,0.0
1,4800,-992.0,555,0,0.0,0,0.0,2,-5.0,2,-4.0,0,0.0,-25,-142.5,-245,-527.5,-245,-300.0,-20,-5.0,-16,-8.0,0,0.0,0,0.0
1,4900,-1392.0,574,0,0.0,0,0.0,2,-3.0,2,-4.0,0,0.0,-25,-155.0,-250,-780.0,-250,-430.0,-25,-10.0,-20,-10.0,0,0.0,0,0.0
1,5000,-1026.0,593,0,0.0,0,0.0,2,-5.0,2,-4.0,0,0.0,-25,-142.5,-255,-537.5,-255,-310.0,-30,-15.0,-24,-12.0,0,0.0,0,0.0
1,5100,-1298.5,612,0,0.0,0,0.0,2,-3.0,2,-4.0,0,0.0,-25,-142.5,-260,-800.0,-260,-315.0,-35,-20.0,-28,-14.0,0,0.0,0,0.0
1,5200,-1636.5,636,0,0.0,0,0.0,2,-1.0,2,-2.0,0,0.0,-30,-190.0,-265,-807.5,-265,-580.0,-40,-40.0,-32,-16.0,0,0.0,0,0.0
1,5300,-1916.5,655,0,0.0,0,0.0,2,-1.0,2,0.0,0,0.0,-30,-190.0,-270,-1080.0,-270,-585.0,-45,-42.5,-36,-18.0,0,0.0,0,0.0
1,5400,-2237.5,679,0,0.0,0,0.0,2,3.0,2,2.0,0,0.0,-35,-230.0,-275,-1087.5,-275,-860.0,-50,-45.0,-40,-20.0,0,0.0,0,0.0
1,5500,-1966.0,698,0,0.0,0,0.0,2,1.0,2,0.0,0,0.0,-35,-212.5,-280,-1095.0,-280,-590.0,-55,-47.5,-44,-22.0,0,0.0,0,0.0
1,5600,-1672.0,717,0,0.0,0,0.0,2,-1.0,2,-2.0,0,0.0,-35,-177.5,-285,-822.5,-285,-595.0,-60,-50.0,-48,-24.0,0,0.0,0,0.0
1,5700,-1205.5,736,0,0.0,0,0.0,2,-3.0,2,-4.0,0,0.0,-35,-142.5,-290,-545.0,-290,-460.0,-65,-25.0,-52,-26.0,0,0.0,0,0.0
1,5800,-1738.5,755,0,0.0,0,0.0,2,-1.0,2,-2.0,0,0.0,-35,-195.0,-295,-842.5,-295,-610.0,-70,-60.0,-56,-28.0,0,0.0,0,0.0
1,5900,-2048.5,774,0,0.0,0,0.0,2,-1.0,2,0.0,0,0.0,-35,-195.0,-300,-1145.0,-300,-615.0,-75,-62.5,-60,-30.0,0,0.0,0,0.0
1,6000,-2053.0,783,0,0.0,0,0.0,2,-1.0,2,0.0,0,0.0,-35,-195.0,-300,-1145.0,-300,-615.0,-80,-65.0,-64,-32.0,0,0.0,0,0.0
1,6100,-1691.0,792,0,0.0,0,0.0,2,-3.0,2,-4.0,0,0.0,-35,-160.0,-300,-845.0,-300,-615.0,-85,-30.0,-68,-34.0,0,0.0,0,0.0
1,6200,-1697.0,799,0,0.0,0,0.0,2,-3.0,2,-4.0,0,0.0,-35,-160.0,-300,-845.0,-300,-615.0,-90,-35.0,-70,-35.0,0,0.0,0,0.0
1,6300,-1702.0,804,0,0.0,0,0.0,2,-3.0,2,-4.0,0,0.0,-35,-160.0,-300,-845.0,-300,-615.0,-95,-40.0,-70,-35.0,0,0.0,0,0.0
1,6400,-1236.5,804,0,0.0,0,0.0,2,-5.0,2,-4.0,0,0.0,-35,-142.5,-300,-545.0,-300,-465.0,-95,-40.0,-70,-35.0,0,0.0,0,0.0
1,6500,-1020.5,804,0,0.0,0,0.0,2,-7.0,2,-6.0,0,0.0,-35,-107.5,-300,-545.0,-300,-315.0,-95,-40.0,-70,0.0,0,0.0,0,0.0
1,6600,-973.0,804,0,0.0,0,0.0,2,-7.0,2,-6.0,0,0.0,-35,-107.5,-300,-545.0,-300,-315.0,-95,7.5,-70,0.0,0,0.0,0,0.0
1,6700,-657.5,804,0,0.0,0,0.0,2,-7.0,2,-8.0,0,0.0,-35,-90.0,-300,-245.0,-300,-315.0,-95,7.5,-70,0.0,0,0.0,0,0.0
1,6800,-5.5,809,0,0.0,0,0.0,2,-11.0,2,-12.0,0,0.0,-40,-65.0,-300,55.0,-300,-15.0,-95,7.5,-70,35.0,0,0.0,0,0.0
1,6900,78.0,809,0,0.0,0,0.0,2,-13.0,2,-14.0,0,0.0,-40,-25.0,-300,55.0,-300,-15.0,-95,55.0,-70,35.0,0,0.0,0,0.0
1,7000,14.5,809,0,0.0,0,0.0,2,-11.0,2,-12.0,0,0.0,-40,-45.0,-300,55.0,-300,-15.0,-95,7.5,-70,35.0,0,0.0,0,0.0
1,7100,14.5,809,0,0.0,0,0.0,2,-11.0,2,-12.0,0,0.0,-40,-45.0,-300,55.0,-300,-15.0,-95,7.5,-70,35.0,0,0.0,0,0.0
1,7200,78.0,809,0,0.0,0,0.0,2,-13.0,2,-14.0,0,0.0,-40,-25.0,-300,55.0,-300,-15.0,-95,55.0,-70,35.0,0,0.0,0,0.0
1,7300,714.0,809,0,0.0,0,0.0,2,-15.0,2,-16.0,0,0.0,-40,15.0,-300,355.0,-300,285.0,-95,55.0,-70,35.0,0,0.0,0,0.0
1,7400,716.0,809,0,0.0,0,0.0,2,-15.0,2,-14.0,0,0.0,-40,15.0,-300,355.0,-300,285.0,-95,55.0,-70,35.0,0,0.0,0,0.0
1,7500,379.0,810,0,0.0,0,0.0,-1,-21.5,-1,-20.0,0,0.0,-43,-9.5,-300,205.0,-300,135.0,-95,55.0,-70,35.0,0,0.0,0,0.0
1,7600,699.5,815,0,0.0,0,0.0,-1,-16.5,-1,-16.0,0,0.0,-48,2.0,-300,355.0,-300,285.0,-95,55.0,-70,35.0,0,0.0,0,0.0
1,7700,349.5,815,0,0.0,0,0.0,-1,-17.5,-1,-17.0,0,0.0,-48,-46.0,-300,355.0,-300,-15.0,-95,55.0,-70,35.0,0,0.0,0,0.0
1,7800,523.5,815,0,0.0,0,0.0,-1,-17.5,-1,-17.0,0,0.0,-48,-22.0,-300,355.0,-300,135.0,-95,55.0,-70,35.0,0,0.0,0,0.0
1,7900,49.5,815,0,0.0,0,0.0,-1,-17.5,-1,-17.0,0,0.0,-48,-46.0,-300,55.0,-300,-15.0,-95,55.0,-70,35.0,0,0.0,0,0.0
1,8000,698.5,815,0,0.0,0,0.0,-1,-16.5,-1,-17.0,0,0.0,-48,2.0,-300,355.0,-300,285.0,-95,55.0,-70,35.0,0,0.0,0,0.0
1,8100,49.5,815,0,0.0,0,0.0,-1,-17.5,-1,-17.0,0,0.0,-48,-46.0,-300,55.0,-300,-15.0,-95,55.0,-70,35.0,0,0.0,0,0.0
1,8200,511.0,820,0,0.0,0,0.0,-1,-17.5,-1,-17.0,0,0.0,-53,-34.5,-300,355.0,-300,135.0,-95,55.0,-70,35.0,0,0.0,0,0.0
1,8300,-61.5,832,12,-96.0,0,0.0,-1,-17.5,-1,-17.0,0,0.0,-53,-61.0,-300,55.0,-300,-15.0,-95,55.0,-70,35.0,0,0.0,0,0.0
1,8400,-237.5,843,23,-196.0,0,0.0,-1,-18.5,-1,-18.0,0,0.0,-53,-87.5,-300,55.0,-300,-15.0,-95,7.5,-70,35.0,0,0.0,0,0.0
1,8500,350.5,855,35,-338.0,0,0.0,-1,-16.5,-1,-17.0,0,0.0,-53,-8.0,-300,355.0,-300,285.0,-95,55.0,-70,35.0,0,0.0,0,0.0
1,8600,614.0,872,47,-469.0,0,0.0,-1,-14.5,-1,-15.0,0,0.0,-58,35.0,-300,655.0,-300,285.0,-95,102.5,-70,35.0,0,0.0,0,0.0
1,8700,329.5,872,47,-375.0,0,0.0,-1,-15.5,-1,-16.0,0,0.0,-58,6.0,-300,355.0,-300,285.0,-95,55.0,-70,35.0,0,0.0,0,0.0
1,8800,801.0,872,47,-281.0,0,0.0,-1,-15.5,-1,-15.0,0,0.0,-58,35.0,-300,655.0,-300,285.0,-95,102.5,-70,35.0,0,0.0,0,0.0
1,8900,715.5,872,47,-187.0,0,0.0,-1,-15.5,-1,-15.5,0,0.0,-58,6.0,-300,505.0,-300,285.0,-95,102.5,-70,35.0,0,0.0,0,0.0
1,9000,581.0,872,47,-93.0,0,0.0,-1,-16.5,-1,-16.5,0,0.0,-58,-23.0,-300,355.0,-300,285.0,-95,55.0,-70,35.0,0,0.0,0,0.0
1,9100,524.5,877,47,-140.0,0,0.0,-1,-16.5,-1,-16.0,0,0.0,-63,-33.0,-300,355.0,-300,285.0,-95,55.0,-70,35.0,0,0.0,0,0.0
1,9200,483.0,877,47,1.0,0,0.0,-1,-16.5,-1,-17.0,0,0.0,-63,-64.5,-300,355.0,-300,135.0,-95,55.0,-70,35.0,0,0.0,0,0.0
1,9300,632.5,882,47,-22.5,0,0.0,-1,-16.0,-1,-16.0,0,0.0,-68,-43.0,-300,355.0,-300,285.0,-95,55.0,-70,35.0,0,0.0,0,0.0
1,9400,1013.0,893,47,-46.0,6,-3.0,-1,-15.5,-1,-15.0,0,0.0,-73,15.0,-300,655.0,-300,285.0,-95,102.5,-70,35.0,0,0.0,0,0.0
1,9500,537.0,898,47,-93.0,6,0.0,-1,-16.0,-1,-16.0,0,0.0,-78,-68.0,-300,355.0,-300,285.0,-95,55.0,-70,35.0,0,0.0,0,0.0
1,9600,954.0,907,47,-187.0,6,15.0,3,-31.0,3,-28.0,0,0.0,-78,10.0,-300,655.0,-300,435.0,-100,50.0,-70,35.0,0,0.0,0,0.0
1,9700,714.0,917,47,-328.0,6,6.0,3,-17.5,3,-19.0,0,0.0,-83,0.0,-300,655.0,-300,285.0,-105,97.5,-70,35.0,0,0.0,0,0.0
1,9800,338.5,922,47,-281.0,6,15.0,3,-14.5,3,-13.0,0,0.0,-83,-83.0,-300,355.0,-300,285.0,-110,40.0,-70,35.0,0,0.0,0,0.0
1,9900,958.5,927,47,-69.5,6,6.0,3,-19.0,3,-19.0,0,0.0,-88,-10.0,-300,655.0,-300,285.0,-110,95.0,-70,35.0,0,0.0,0,0.0
1,10000,701.5,927,47,-328.0,6,9.0,3,-20.5,3,-19.0,0,0.0,-88,-10.0,-300,655.0,-300,285.0,-110,95.0,-70,35.0,0,0.0,0,0.0
1,10100,1367.0,927,47,-187.0,6,0.0,3,-22.0,3,-22.0,0,0.0,-88,78.0,-300,805.0,-300,585.0,-110,95.0,-70,35.0,0,0.0,0,0.0
1,10200,1595.0,932,47,-93.0,6,-3.0,3,-23.5,3,-23.5,0,0.0,-93,68.0,-300,955.0,-300,585.0,-110,95.0,-70,35.0,0,0.0,0,0.0
1,10300,1565.5,943,47,-140.0,12,-18.0,3,-23.5,3,-25.0,0,0.0,-98,102.0,-300,955.0,-300,585.0,-110,95.0,-70,35.0,0,0.0,0,0.0
1,10400,2268.5,960,47,-187.0,24,-48.0,3,-29.5,3,-31.0,0,0.0,-103,239.0,-300,1255.0,-300,885.0,-110,150.0,-70,35.0,0,0.0,0,0.0
1,10500,2105.5,965,47,-187.0,24,0.0,3,-29.5,3,-28.0,0,0.0,-108,175.0,-300,1255.0,-300,735.0,-110,150.0,-70,35.0,0,0.0,0,0.0
1,10600,1999.0,970,47,-281.0,24,0.0,3,-29.5,3,-28.0,0,0.0,-113,162.5,-300,1255.0,-300,735.0,-110,150.0,-70,35.0,0,0.0,0,0.0
1,10700,1836.5,975,47,-281.0,24,0.0,3,-29.5,3,-28.0,0,0.0,-118,150.0,-300,1255.0,-300,585.0,-110,150.0,-70,35.0,0,0.0,0,0.0
1,10800,1495.5,980,47,-375.0,24,24.0,3,-26.5,3,-28.0,0,0.0,-123,81.0,-300,1105.0,-300,585.0,-110,95.0,-70,35.0,0,0.0,0,0.0
1,10900,1408.0,980,47,-281.0,24,48.0,3,-23.5,3,-25.0,0,0.0,-123,19.5,-300,955.0,-300,585.0,-110,95.0,-70,35.0,0,0.0,0,0.0
1,11000,598.0,985,47,-328.0,24,72.0,3,-20.5,3,-20.5,0,0.0,-128,-175.0,-300,655.0,-300,285.0,-110,95.0,-70,35.0,0,0.0,0,0.0
1,11100,716.5,985,47,-422.0,24,72.0,3,-20.5,3,-22.0,0,0.0,-128,-111.0,-300,655.0,-300,435.0,-110,95.0,-70,35.0,0,0.0,0,0.0
1,11200,1287.5,990,47,-328.0,24,48.0,3,-23.5,3,-22.0,0,0.0,-133,-57.0,-300,955.0,-300,585.0,-110,95.0,-70,35.0,0,0.0,0,0.0
1,11300,1321.5,995,47,-281.0,24,48.0,3,-23.5,3,-25.0,0,0.0,-138,-67.0,-300,955.0,-300,585.0,-110,95.0,-70,35.0,0,0.0,0,0.0
1,11400,1314.5,1000,47,-281.0,24,48.0,3,-23.5,3,-22.0,0,0.0,-143,-77.0,-300,955.0,-300,585.0,-110,95.0,-70,35.0,0,0.0,0,0.0
1,11500,1835.0,1005,47,-257.5,24,0.0,3,-29.5,3,-28.0,0,0.0,-148,125.0,-300,1255.0,-300,585.0,-110,150.0,-70,35.0,0,0.0,0,0.0
1,11600,2137.0,1010,47,-93.0,24,0.0,3,-29.5,3,-28.0,0,0.0,-153,112.5,-300,1255.0,-300,735.0,-110,150.0,-70,35.0,0,0.0,0,0.0
1,11700,2372.0,1015,47,-93.0,24,-12.0,3,-31.0,3,-31.0,0,0.0,-158,179.0,-300,1255.0,-300,885.0,-110,150.0,-70,70.0,0,0.0,0,0.0
1,11800,3088.5,1028,47,48.0,24,0.0,7,-66.0,7,-55.5,0,0.0,-163,332.0,-300,1555.0,-300,1035.0,-110,205.0,-70,35.0,0,0.0,0,0.0
1,11900,1796.5,1033,47,1.0,24,24.0,7,-20.5,7,-24.0,0,0.0,-168,-4.0,-300,1105.0,-300,585.0,-110,95.0,-70,35.0,0,0.0,0,0.0
1,12000,1585.0,1033,47,1.0,24,36.0,7,-17.0,7,-17.0,0,0.0,-168,-88.0,-300,955.0,-300,585.0,-110,95.0,-70,35.0,0,0.0,0,0.0
1,12100,2472.0,1038,47,48.0,24,0.0,7,-27.5,7,-27.5,0,0.0,-173,154.0,-300,1255.0,-300,885.0,-110,150.0,-70,35.0,0,0.0,0,0.0
1,12200,2411.5,1043,47,1.0,24,0.0,7,-27.5,7,-31.0,0,0.0,-178,144.0,-300,1255.0,-300,885.0,-110,150.0,-70,35.0,0,0.0,0,0.0
1,12300,2399.5,1048,47,142.0,24,0.0,7,-27.5,7,-24.0,0,0.0,-183,134.0,-300,1255.0,-300,735.0,-110,150.0,-70,35.0,0,0.0,0,0.0
1,12400,2579.5,1053,47,189.0,24,0.0,7,-27.5,7,-31.0,0,0.0,-188,124.0,-300,1255.0,-300,885.0,-110,150.0,-70,35.0,0,0.0,0,0.0
1,12500,3195.5,1058,47,330.0,24,-24.0,7,-34.5,7,-38.0,0,0.0,-193,302.0,-300,1555.0,-300,885.0,-110,150.0,-70,70.0,0,0.0,0,0.0
1,12600,2670.0,1063,47,447.5,24,0.0,7,-27.5,7,-24.0,0,0.0,-198,99.0,-300,1255.0,-300,735.0,-110,150.0,-70,35.0,0,0.0,0,0.0
1,12700,3124.0,1068,47,518.0,24,-24.0,7,-34.5,7,-31.0,0,0.0,-203,185.5,-300,1405.0,-300,885.0,-110,150.0,-70,70.0,0,0.0,0,0.0
1,12800,4229.5,1073,47,565.0,24,-72.0,7,-48.5,7,-45.0,0,0.0,-208,480.0,-300,1855.0,-300,1185.0,-110,205.0,-70,105.0,0,0.0,0,0.0
1,12900,3508.5,1078,47,659.0,24,-48.0,7,-41.5,7,-38.0,0,0.0,-213,262.0,-300,1555.0,-300,885.0,-110,205.0,-70,70.0,0,0.0,0,0.0
1,13000,3576.5,1083,47,706.0,24,-24.0,7,-34.5,7,-38.0,0,0.0,-218,252.0,-300,1555.0,-300,885.0,-110,205.0,-70,70.0,0,0.0,0,0.0
1,13100,4087.0,1088,47,612.0,24,-60.0,7,-45.0,7,-45.0,0,0.0,-223,460.0,-300,1705.0,-300,1185.0,-110,205.0,-70,70.0,0,0.0,0,0.0
1,13200,3652.5,1088,47,612.0,24,-48.0,7,-41.5,7,-45.0,0,0.0,-223,460.0,-300,1555.0,-300,885.0,-110,205.0,-70,70.0,0,0.0,0,0.0
1,13300,4223.0,1093,47,588.5,24,-72.0,7,-48.5,7,-45.0,0,0.0,-228,450.0,-300,1855.0,-300,1185.0,-110,205.0,-70,105.0,0,0.0,0,0.0
1,13400,4278.5,1098,47,565.0,24,-84.0,7,-52.0,7,-52.0,0,0.0,-233,551.5,-300,1855.0,-300,1185.0,-110,205.0,-70,105.0,0,0.0,0,0.0
1,13500,4095.0,1103,47,635.5,24,-72.0,7,-48.5,7,-45.0,0,0.0,-238,425.0,-300,1705.0,-300,1185.0,-110,205.0,-70,105.0,0,0.0,0,0.0
1,13600,4868.5,1108,47,635.5,24,-120.0,7,-62.5,7,-59.0,0,0.0,-243,769.5,-300,2155.0,-300,1185.0,-110,260.0,-70,105.0,0,0.0,0,0.0
1,13700,4278.5,1113,47,706.0,24,-72.0,7,-48.5,7,-52.0,0,0.0,-248,395.0,-300,1855.0,-300,1185.0,-110,205.0,-70,105.0,0,0.0,0,0.0
1,13800,4319.0,1118,47,753.0,24,-72.0,7,-48.5,7,-48.5,0,0.0,-253,385.0,-300,1855.0,-300,1185.0,-110,205.0,-70,105.0,0,0.0,0,0.0
1,13900,5094.0,1123,47,753.0,24,-120.0,7,-62.5,7,-62.5,0,0.0,-258,881.0,-300,2155.0,-300,1185.0,-110,260.0,-70,105.0,0,0.0,0,0.0
1,14000,4734.0,1128,47,847.0,24,-108.0,7,-59.0,7,-59.0,0,0.0,-263,613.0,-300,2005.0,-300,1185.0,-110,205.0,-70,105.0,0,0.0,0,0.0
1,14100,4985.0,1133,47,659.0,24,-120.0,7,-62.5,7,-62.5,0,0.0,-268,866.0,-300,2155.0,-300,1185.0,-110,260.0,-70,105.0,0,0.0,0,0.0
1,14200,5471.5,1138,47,612.0,24,-144.0,7,-69.5,7,-69.5,0,0.0,-273,987.5,-300,2305.0,-300,1485.0,-110,260.0,-70,105.0,0,0.0,0,0.0
1,14300,5697.5,1143,47,565.0,24,-144.0,7,-69.5,7,-73.0,0,0.0,-278,1114.0,-300,2455.0,-300,1485.0,-110,260.0,-70,105.0,0,0.0,0,0.0
