day,timestamp,cash,inventory_value,total_pnl,conversions,position_ASH_COATED_OSMIUM,mid_ASH_COATED_OSMIUM,mtm_ASH_COATED_OSMIUM,cash_ASH_COATED_OSMIUM,pnl_ASH_COATED_OSMIUM,position_INTARIAN_PEPPER_ROOT,mid_INTARIAN_PEPPER_ROOT,mtm_INTARIAN_PEPPER_ROOT,cash_INTARIAN_PEPPER_ROOT,pnl_INTARIAN_PEPPER_ROOT,global_time
-2,1200,-880561.0,880072.0,-489.0,0,8,10009.0,80072.0,-79984.0,88.0,80,10000.0,800000.0,-800577.0,-577.0,1200
-2,1300,-880561.0,880140.0,-421.0,0,8,10002.5,80020.0,-79984.0,36.0,80,10001.5,800120.0,-800577.0,-457.0,1300
-2,1400,-880561.0,880128.0,-433.0,0,8,10001.0,80008.0,-79984.0,24.0,80,10001.5,800120.0,-800577.0,-457.0,1400
-2,1500,-880561.0,880136.0,-425.0,0,8,10002.0,80016.0,-79984.0,32.0,80,10001.5,800120.0,-800577.0,-457.0,1500
-2,1600,-880561.0,879992.0,-569.0,0,8,9994.0,79952.0,-79984.0,-32.0,80,10000.5,800040.0,-800577.0,-537.0,1600
-2,1700,-880561.0,880156.0,-405.0,0,8,10004.5,80036.0,-79984.0,52.0,80,10001.5,800120.0,-800577.0,-457.0,1700
-2,1800,-880561.0,880136.0,-425.0,0,8,10002.0,80016.0,-79984.0,32.0,80,10001.5,800120.0,-800577.0,-457.0,1800
-2,1900,-880561.0,880256.0,-305.0,0,8,10002.0,80016.0,-79984.0,32.0,80,10003.0,800240.0,-800577.0,-337.0,1900
-2,2000,-880561.0,880084.0,-477.0,0,8,10000.5,80004.0,-79984.0,20.0,80,10001.0,800080.0,-800577.0,-497.0,2000
-2,2100,-880561.0,880296.0,-265.0,0,8,10002.0,80016.0,-79984.0,32.0,80,10003.5,800280.0,-800577.0,-297.0,2100
-2,2200,-880561.0,880096.0,-465.0,0,8,10002.0,80016.0,-79984.0,32.0,80,10001.0,800080.0,-800577.0,-497.0,2200
-2,2300,-880561.0,880124.0,-437.0,0,8,10005.5,80044.0,-79984.0,60.0,80,10001.0,800080.0,-800577.0,-497.0,2300
-2,2400,-880561.0,880212.0,-349.0,0,8,10001.5,80012.0,-79984.0,28.0,80,10002.5,800200.0,-800577.0,-377.0,2400
-2,2500,-880561.0,880212.0,-349.0,0,8,10001.5,80012.0,-79984.0,28.0,80,10002.5,800200.0,-800577.0,-377.0,2500
-2,2600,-880561.0,880144.0,-417.0,0,8,10003.0,80024.0,-79984.0,40.0,80,10001.5,800120.0,-800577.0,-457.0,2600
-2,2700,-880561.0,880352.0,-209.0,0,8,10004.0,80032.0,-79984.0,48.0,80,10004.0,800320.0,-800577.0,-257.0,2700
-2,2800,-880561.0,880224.0,-337.0,0,8,10003.0,80024.0,-79984.0,40.0,80,10002.5,800200.0,-800577.0,-377.0,2800
-2,2900,-880561.0,880224.0,-337.0,0,8,10003.0,80024.0,-79984.0,40.0,80,10002.5,800200.0,-800577.0,-377.0,2900
-2,3000,-880561.0,880256.0,-305.0,0,8,10002.0,80016.0,-79984.0,32.0,80,10003.0,800240.0,-800577.0,-337.0,3000
-2,3100,-880561.0,880392.0,-169.0,0,8,10004.0,80032.0,-79984.0,48.0,80,10004.5,800360.0,-800577.0,-217.0,3100
-2,3200,-880561.0,880280.0,-281.0,0,8,10005.0,80040.0,-79984.0,56.0,80,10003.0,800240.0,-800577.0,-337.0,3200
-2,3300,-880561.0,880312.0,-249.0,0,8,10004.0,80032.0,-79984.0,48.0,80,10003.5,800280.0,-800577.0,-297.0,3300
-2,3400,-880561.0,880312.0,-249.0,0,8,10004.0,80032.0,-79984.0,48.0,80,10003.5,800280.0,-800577.0,-297.0,3400
-2,3500,-880561.0,880420.0,-141.0,0,8,10002.5,80020.0,-79984.0,36.0,80,10005.0,800400.0,-800577.0,-177.0,3500
-2,3600,-880561.0,880312.0,-249.0,0,8,10004.0,80032.0,-79984.0,48.0,80,10003.5,800280.0,-800577.0,-297.0,3600
-2,3700,-880561.0,880296.0,-265.0,0,8,10002.0,80016.0,-79984.0,32.0,80,10003.5,800280.0,-800577.0,-297.0,3700
-2,3800,-880561.0,880424.0,-137.0,0,8,10003.0,80024.0,-79984.0,40.0,80,10005.0,800400.0,-800577.0,-177.0,3800
-2,3900,-880561.0,880304.0,-257.0,0,8,10003.0,80024.0,-79984.0,40.0,80,10003.5,800280.0,-800577.0,-297.0,3900
-2,4000,-880561.0,880712.0,151.0,0,8,10004.0,80032.0,-79984.0,48.0,80,10008.5,800680.0,-800577.0,103.0,4000
-2,4100,-880561.0,879948.0,-613.0,0,8,10003.5,80028.0,-79984.0,44.0,80,9999.0,799920.0,-800577.0,-657.0,4100
-2,4200,-880561.0,880356.0,-205.0,0,8,10004.5,80036.0,-79984.0,52.0,80,10004.0,800320.0,-800577.0,-257.0,4200
-2,4300,-880561.0,880848.0,287.0,0,8,10006.0,80048.0,-79984.0,64.0,80,10010.0,800800.0,-800577.0,223.0,4300
-2,4400,-880561.0,880288.0,-273.0,0,8,10006.0,80048.0,-79984.0,64.0,80,10003.0,800240.0,-800577.0,-337.0,4400
-2,4500,-880561.0,880400.0,-161.0,0,8,10005.0,80040.0,-79984.0,56.0,80,10004.5,800360.0,-800577.0,-217.0,4500
-2,4600,-880561.0,880412.0,-149.0,0,8,10006.5,80052.0,-79984.0,68.0,80,10004.5,800360.0,-800577.0,-217.0,4600
-2,4700,-880561.0,880584.0,23.0,0,8,10013.0,80104.0,-79984.0,120.0,80,10006.0,800480.0,-800577.0,-97.0,4700
-2,4800,-880561.0,880368.0,-193.0,0,8,10001.0,80008.0,-79984.0,24.0,80,10004.5,800360.0,-800577.0,-217.0,4800
-2,4900,-880561.0,880320.0,-241.0,0,8,10005.0,80040.0,-79984.0,56.0,80,10003.5,800280.0,-800577.0,-297.0,4900
-2,5000,-880561.0,880440.0,-121.0,0,8,10005.0,80040.0,-79984.0,56.0,80,10005.0,800400.0,-800577.0,-177.0,5000
-2,5100,-880561.0,880320.0,-241.0,0,8,10005.0,80040.0,-79984.0,56.0,80,10003.5,800280.0,-800577.0,-297.0,5100
-2,5200,-880561.0,880108.0,-453.0,0,8,10003.5,80028.0,-79984.0,44.0,80,10001.0,800080.0,-800577.0,-497.0,5200
-2,5300,-880561.0,880496.0,-65.0,0,8,10007.0,80056.0,-79984.0,72.0,80,10005.5,800440.0,-800577.0,-137.0,5300
-2,5400,-880561.0,880468.0,-93.0,0,8,10003.5,80028.0,-79984.0,44.0,80,10005.5,800440.0,-800577.0,-137.0,5400
-2,5500,-880561.0,880352.0,-209.0,0,8,10004.0,80032.0,-79984.0,48.0,80,10004.0,800320.0,-800577.0,-257.0,5500
-2,5600,-880561.0,880408.0,-153.0,0,8,9996.0,79968.0,-79984.0,-16.0,80,10005.5,800440.0,-800577.0,-137.0,5600
-2,5700,-880561.0,880472.0,-89.0,0,8,10004.0,80032.0,-79984.0,48.0,80,10005.5,800440.0,-800577.0,-137.0,5700
-2,5800,-880561.0,880052.0,-509.0,0,8,10006.5,80052.0,-79984.0,68.0,80,10000.0,800000.0,-800577.0,-577.0,5800
-2,5900,-880561.0,880484.0,-77.0,0,8,10005.5,80044.0,-79984.0,60.0,80,10005.5,800440.0,-800577.0,-137.0,5900
-2,6000,-880561.0,880408.0,-153.0,0,8,10001.0,80008.0,-79984.0,24.0,80,10005.0,800400.0,-800577.0,-177.0,6000
-2,6100,-880561.0,880560.0,-1.0,0,8,10005.0,80040.0,-79984.0,56.0,80,10006.5,800520.0,-800577.0,-57.0,6100
-2,6200,-880561.0,880560.0,-1.0,0,8,10005.0,80040.0,-79984.0,56.0,80,10006.5,800520.0,-800577.0,-57.0,6200
-2,6300,-880561.0,880552.0,-9.0,0,8,10004.0,80032.0,-79984.0,48.0,80,10006.5,800520.0,-800577.0,-57.0,6300
-2,6400,-880561.0,880552.0,-9.0,0,8,10004.0,80032.0,-79984.0,48.0,80,10006.5,800520.0,-800577.0,-57.0,6400
-2,6500,-880561.0,880464.0,-97.0,0,8,9993.0,79944.0,-79984.0,-40.0,80,10006.5,800520.0,-800577.0,-57.0,6500
-2,6600,-880561.0,880472.0,-89.0,0,8,10004.0,80032.0,-79984.0,48.0,80,10005.5,800440.0,-800577.0,-137.0,6600
-2,6700,-880561.0,880992.0,431.0,0,8,10004.0,80032.0,-79984.0,48.0,80,10012.0,800960.0,-800577.0,383.0,6700
-2,6800,-880561.0,880552.0,-9.0,0,8,10004.0,80032.0,-79984.0,48.0,80,10006.5,800520.0,-800577.0,-57.0,6800
-2,6900,-880561.0,880556.0,-5.0,0,8,10004.5,80036.0,-79984.0,52.0,80,10006.5,800520.0,-800577.0,-57.0,6900
-2,7000,-880561.0,880584.0,23.0,0,8,10003.0,80024.0,-79984.0,40.0,80,10007.0,800560.0,-800577.0,-17.0,7000
-2,7100,-880561.0,880624.0,63.0,0,8,10003.0,80024.0,-79984.0,40.0,80,10007.5,800600.0,-800577.0,23.0,7100
-2,7200,-880561.0,880620.0,59.0,0,8,10002.5,80020.0,-79984.0,36.0,80,10007.5,800600.0,-800577.0,23.0,7200
-2,7300,-880561.0,880632.0,71.0,0,8,10004.0,80032.0,-79984.0,48.0,80,10007.5,800600.0,-800577.0,23.0,7300
-2,7400,-880561.0,880712.0,151.0,0,8,10004.0,80032.0,-79984.0,48.0,80,10008.5,800680.0,-800577.0,103.0,7400
-2,7500,-880561.0,881080.0,519.0,0,8,10005.0,80040.0,-79984.0,56.0,80,10013.0,801040.0,-800577.0,463.0,7500
-2,7600,-880561.0,880648.0,87.0,0,8,10006.0,80048.0,-79984.0,64.0,80,10007.5,800600.0,-800577.0,23.0,7600
-2,7700,-880561.0,880628.0,67.0,0,8,10003.5,80028.0,-79984.0,44.0,80,10007.5,800600.0,-800577.0,23.0,7700
-2,7800,-880561.0,880668.0,107.0,0,8,10008.5,80068.0,-79984.0,84.0,80,10007.5,800600.0,-800577.0,23.0,7800
-2,7900,-880561.0,880632.0,71.0,0,8,10004.0,80032.0,-79984.0,48.0,80,10007.5,800600.0,-800577.0,23.0,7900
-2,8000,-820525.0,821139.0,614.0,0,2,10009.5,20019.0,-19948.0,71.0,80,10014.0,801120.0,-800577.0,543.0,8000
-2,8100,-820525.0,820570.0,45.0,0,2,10005.0,20010.0,-19948.0,62.0,80,10007.0,800560.0,-800577.0,-17.0,8100
-2,8200,-820525.0,820689.0,164.0,0,2,10004.5,20009.0,-19948.0,61.0,80,10008.5,800680.0,-800577.0,103.0,8200
-2,8300,-820525.0,820692.0,167.0,0,2,10006.0,20012.0,-19948.0,64.0,80,10008.5,800680.0,-800577.0,103.0,8300
-2,8400,-820525.0,820690.0,165.0,0,2,10005.0,20010.0,-19948.0,62.0,80,10008.5,800680.0,-800577.0,103.0,8400
-2,8500,-820525.0,820690.0,165.0,0,2,10005.0,20010.0,-19948.0,62.0,80,10008.5,800680.0,-800577.0,103.0,8500
-2,8600,-820525.0,820808.0,283.0,0,2,10004.0,20008.0,-19948.0,60.0,80,10010.0,800800.0,-800577.0,223.0,8600
-2,8700,-820525.0,820690.0,165.0,0,2,10005.0,20010.0,-19948.0,62.0,80,10008.5,800680.0,-800577.0,103.0,8700
-2,8800,-820525.0,820690.0,165.0,0,2,10005.0,20010.0,-19948.0,62.0,80,10008.5,800680.0,-800577.0,103.0,8800
-2,8900,-820525.0,820696.0,171.0,0,2,10008.0,20016.0,-19948.0,68.0,80,10008.5,800680.0,-800577.0,103.0,8900
-2,9000,-820525.0,820252.0,-273.0,0,2,10006.0,20012.0,-19948.0,64.0,80,10003.0,800240.0,-800577.0,-337.0,9000
-2,9100,-820525.0,820773.0,248.0,0,2,10006.5,20013.0,-19948.0,65.0,80,10009.5,800760.0,-800577.0,183.0,9100
-2,9200,-820525.0,820852.0,327.0,0,2,10006.0,20012.0,-19948.0,64.0,80,10010.5,800840.0,-800577.0,263.0,9200
-2,9300,-820525.0,820772.0,247.0,0,2,10006.0,20012.0,-19948.0,64.0,80,10009.5,800760.0,-800577.0,183.0,9300
-2,9400,-820525.0,820331.0,-194.0,0,2,10005.5,20011.0,-19948.0,63.0,80,10004.0,800320.0,-800577.0,-257.0,9400
-2,9500,-820525.0,820654.0,129.0,0,2,10007.0,20014.0,-19948.0,66.0,80,10008.0,800640.0,-800577.0,63.0,9500
-2,9600,-820525.0,820694.0,169.0,0,2,10007.0,20014.0,-19948.0,66.0,80,10008.5,800680.0,-800577.0,103.0,9600
-2,9700,-820525.0,820776.0,251.0,0,2,10008.0,20016.0,-19948.0,68.0,80,10009.5,800760.0,-800577.0,183.0,9700
-2,9800,-820525.0,820776.0,251.0,0,2,10008.0,20016.0,-19948.0,68.0,80,10009.5,800760.0,-800577.0,183.0,9800
-2,9900,-820525.0,821216.0,691.0,0,2,10008.0,20016.0,-19948.0,68.0,80,10015.0,801200.0,-800577.0,623.0,9900
-2,10000,-820525.0,820813.0,288.0,0,2,10006.5,20013.0,-19948.0,65.0,80,10010.0,800800.0,-800577.0,223.0,10000
-2,10100,-820525.0,820856.0,331.0,0,2,10008.0,20016.0,-19948.0,68.0,80,10010.5,800840.0,-800577.0,263.0,10100
-2,10200,-820525.0,820856.0,331.0,0,2,10008.0,20016.0,-19948.0,68.0,80,10010.5,800840.0,-800577.0,263.0,10200
-2,10300,-820525.0,820938.0,413.0,0,2,10009.0,20018.0,-19948.0,70.0,80,10011.5,800920.0,-800577.0,343.0,10300
-2,10400,-770490.0,770924.0,434.0,0,-3,10012.0,-30036.0,30087.0,51.0,80,10012.0,800960.0,-800577.0,383.0,10400
-2,10500,-770490.0,771130.0,640.0,0,-3,10010.0,-30030.0,30087.0,57.0,80,10014.5,801160.0,-800577.0,583.0,10500
-2,10600,-770490.0,770808.5,318.5,0,-3,10010.5,-30031.5,30087.0,55.5,80,10010.5,800840.0,-800577.0,263.0,10600
-2,10700,-770490.0,770819.0,329.0,0,-3,10007.0,-30021.0,30087.0,66.0,80,10010.5,800840.0,-800577.0,263.0,10700
-2,10800,-770490.0,770936.0,446.0,0,-3,10008.0,-30024.0,30087.0,63.0,80,10012.0,800960.0,-800577.0,383.0,10800
-2,10900,-770490.0,770930.0,440.0,0,-3,10010.0,-30030.0,30087.0,57.0,80,10012.0,800960.0,-800577.0,383.0,10900
-2,11000,-770490.0,770853.0,363.0,0,-3,10009.0,-30027.0,30087.0,60.0,80,10011.0,800880.0,-800577.0,303.0,11000
-2,11100,-770490.0,770893.0,403.0,0,-3,10009.0,-30027.0,30087.0,60.0,80,10011.5,800920.0,-800577.0,343.0,11100
-2,11200,-770490.0,770893.0,403.0,0,-3,10009.0,-30027.0,30087.0,60.0,80,10011.5,800920.0,-800577.0,343.0,11200
-2,11300,-770490.0,770536.0,46.0,0,-3,10008.0,-30024.0,30087.0,63.0,80,10007.0,800560.0,-800577.0,-17.0,11300
-2,11400,-770490.0,770976.0,486.0,0,-3,10008.0,-30024.0,30087.0,63.0,80,10012.5,801000.0,-800577.0,423.0,11400
-2,11500,-770490.0,770890.0,400.0,0,-3,10010.0,-30030.0,30087.0,57.0,80,10011.5,800920.0,-800577.0,343.0,11500
-2,11600,-770490.0,770885.5,395.5,0,-3,10011.5,-30034.5,30087.0,52.5,80,10011.5,800920.0,-800577.0,343.0,11600
-2,11700,-770490.0,770872.0,382.0,0,-3,10016.0,-30048.0,30087.0,39.0,80,10011.5,800920.0,-800577.0,343.0,11700
-2,11800,-770490.0,770896.0,406.0,0,-3,10008.0,-30024.0,30087.0,63.0,80,10011.5,800920.0,-800577.0,343.0,11800
-2,11900,-770490.0,771016.0,526.0,0,-3,10008.0,-30024.0,30087.0,63.0,80,10013.0,801040.0,-800577.0,463.0,11900
-2,12000,-770490.0,770940.5,450.5,0,-3,10006.5,-30019.5,30087.0,67.5,80,10012.0,800960.0,-800577.0,383.0,12000
-2,12100,-770490.0,770974.5,484.5,0,-3,10008.5,-30025.5,30087.0,61.5,80,10012.5,801000.0,-800577.0,423.0,12100
-2,12200,-770490.0,770976.0,486.0,0,-3,10008.0,-30024.0,30087.0,63.0,80,10012.5,801000.0,-800577.0,423.0,12200
-2,12300,-770490.0,770976.0,486.0,0,-3,10008.0,-30024.0,30087.0,63.0,80,10012.5,801000.0,-800577.0,423.0,12300
-2,12400,-770490.0,770847.0,357.0,0,-3,10011.0,-30033.0,30087.0,54.0,80,10011.0,800880.0,-800577.0,303.0,12400
-2,12500,-770490.0,771411.5,921.5,0,-3,10009.5,-30028.5,30087.0,58.5,80,10018.0,801440.0,-800577.0,863.0,12500
-2,12600,-770490.0,770971.5,481.5,0,-3,10009.5,-30028.5,30087.0,58.5,80,10012.5,801000.0,-800577.0,423.0,12600
-2,12700,-770490.0,771416.0,926.0,0,-3,10008.0,-30024.0,30087.0,63.0,80,10018.0,801440.0,-800577.0,863.0,12700
-2,12800,-770490.0,770973.0,483.0,0,-3,10009.0,-30027.0,30087.0,60.0,80,10012.5,801000.0,-800577.0,423.0,12800
-2,12900,-770490.0,770917.0,427.0,0,-3,10001.0,-30003.0,30087.0,84.0,80,10011.5,800920.0,-800577.0,343.0,12900
-2,13000,-770490.0,771013.0,523.0,0,-3,10009.0,-30027.0,30087.0,60.0,80,10013.0,801040.0,-800577.0,463.0,13000
-2,13100,-770490.0,771045.5,555.5,0,-3,10011.5,-30034.5,30087.0,52.5,80,10013.5,801080.0,-800577.0,503.0,13100
-2,13200,-770490.0,771136.0,646.0,0,-3,10008.0,-30024.0,30087.0,63.0,80,10014.5,801160.0,-800577.0,583.0,13200
-2,13300,-770490.0,771053.0,563.0,0,-3,10009.0,-30027.0,30087.0,60.0,80,10013.5,801080.0,-800577.0,503.0,13300
-2,13400,-770490.0,770936.0,446.0,0,-3,10008.0,-30024.0,30087.0,63.0,80,10012.0,800960.0,-800577.0,383.0,13400
-2,13500,-770490.0,771053.0,563.0,0,-3,10009.0,-30027.0,30087.0,60.0,80,10013.5,801080.0,-800577.0,503.0,13500
-2,13600,-770490.0,771053.0,563.0,0,-3,10009.0,-30027.0,30087.0,60.0,80,10013.5,801080.0,-800577.0,503.0,13600
-2,13700,-770490.0,771053.0,563.0,0,-3,10009.0,-30027.0,30087.0,60.0,80,10013.5,801080.0,-800577.0,503.0,13700
-2,13800,-770490.0,771057.5,567.5,0,-3,10007.5,-30022.5,30087.0,64.5,80,10013.5,801080.0,-800577.0,503.0,13800
-2,13900,-770490.0,770973.0,483.0,0,-3,10009.0,-30027.0,30087.0,60.0,80,10012.5,801000.0,-800577.0,423.0,13900
-2,14000,-770490.0,771173.0,683.0,0,-3,10009.0,-30027.0,30087.0,60.0,80,10015.0,801200.0,-800577.0,623.0,14000
-2,14100,-770490.0,771127.0,637.0,0,-3,10011.0,-30033.0,30087.0,54.0,80,10014.5,801160.0,-800577.0,583.0,14100
-2,14200,-770490.0,771133.0,643.0,0,-3,10009.0,-30027.0,30087.0,60.0,80,10014.5,801160.0,-800577.0,583.0,14200
-2,14300,-770490.0,771133.0,643.0,0,-3,10009.0,-30027.0,30087.0,60.0,80,10014.5,801160.0,-800577.0,583.0,14300
-2,14400,-770490.0,771093.0,603.0,0,-3,10009.0,-30027.0,30087.0,60.0,80,10014.0,801120.0,-800577.0,543.0,14400
-2,14500,-770490.0,771229.0,739.0,0,-3,10017.0,-30051.0,30087.0,36.0,80,10016.0,801280.0,-800577.0,703.0,14500
-2,14600,-770490.0,771130.0,640.0,0,-3,10010.0,-30030.0,30087.0,57.0,80,10014.5,801160.0,-800577.0,583.0,14600
-2,14700,-770490.0,770720.0,230.0,0,-3,10000.0,-30000.0,30087.0,87.0,80,10009.0,800720.0,-800577.0,143.0,14700
-2,14800,-770490.0,771136.0,646.0,0,-3,10008.0,-30024.0,30087.0,63.0,80,10014.5,801160.0,-800577.0,583.0,14800
-2,14900,-770490.0,771260.5,770.5,0,-3,10006.5,-30019.5,30087.0,67.5,80,10016.0,801280.0,-800577.0,703.0,14900
-2,15000,-770490.0,771176.0,686.0,0,-3,10008.0,-30024.0,30087.0,63.0,80,10015.0,801200.0,-800577.0,623.0,15000
-2,15100,-770490.0,771216.0,726.0,0,-3,10008.0,-30024.0,30087.0,63.0,80,10015.5,801240.0,-800577.0,663.0,15100
-2,15200,-770490.0,771219.0,729.0,0,-3,10007.0,-30021.0,30087.0,66.0,80,10015.5,801240.0,-800577.0,663.0,15200
-2,15300,-770490.0,770783.5,293.5,0,-3,10005.5,-30016.5,30087.0,70.5,80,10010.0,800800.0,-800577.0,223.0,15300
-2,15400,-770490.0,771219.0,729.0,0,-3,10007.0,-30021.0,30087.0,66.0,80,10015.5,801240.0,-800577.0,663.0,15400
-2,15500,-770490.0,771219.0,729.0,0,-3,10007.0,-30021.0,30087.0,66.0,80,10015.5,801240.0,-800577.0,663.0,15500
-2,15600,-770490.0,771222.0,732.0,0,-3,10006.0,-30018.0,30087.0,69.0,80,10015.5,801240.0,-800577.0,663.0,15600
-2,15700,-770490.0,771222.0,732.0,0,-3,10006.0,-30018.0,30087.0,69.0,80,10015.5,801240.0,-800577.0,663.0,15700
-2,15800,-770490.0,771222.0,732.0,0,-3,10006.0,-30018.0,30087.0,69.0,80,10015.5,801240.0,-800577.0,663.0,15800
-2,15900,-770490.0,771226.5,736.5,0,-3,10004.5,-30013.5,30087.0,73.5,80,10015.5,801240.0,-800577.0,663.0,15900
-2,16000,-770490.0,771176.0,686.0,0,-3,10008.0,-30024.0,30087.0,63.0,80,10015.0,801200.0,-800577.0,623.0,16000
-2,16100,-770490.0,771302.0,812.0,0,-3,10006.0,-30018.0,30087.0,69.0,80,10016.5,801320.0,-800577.0,743.0,16100
-2,16200,-770490.0,771182.0,692.0,0,-3,10006.0,-30018.0,30087.0,69.0,80,10015.0,801200.0,-800577.0,623.0,16200
-2,16300,-770490.0,771302.0,812.0,0,-3,10006.0,-30018.0,30087.0,69.0,80,10016.5,801320.0,-800577.0,743.0,16300
-2,16400,-770490.0,771185.0,695.0,0,-3,10005.0,-30015.0,30087.0,72.0,80,10015.0,801200.0,-800577.0,623.0,16400
-2,16500,-770490.0,771302.0,812.0,0,-3,10006.0,-30018.0,30087.0,69.0,80,10016.5,801320.0,-800577.0,743.0,16500
-2,16600,-770490.0,771300.5,810.5,0,-3,10006.5,-30019.5,30087.0,67.5,80,10016.5,801320.0,-800577.0,743.0,16600
-2,16700,-770490.0,771739.0,1249.0,0,-3,10007.0,-30021.0,30087.0,66.0,80,10022.0,801760.0,-800577.0,1183.0,16700
-2,16800,-770490.0,771299.0,809.0,0,-3,10007.0,-30021.0,30087.0,66.0,80,10016.5,801320.0,-800577.0,743.0,16800
-2,16900,-770490.0,771303.5,813.5,0,-3,10005.5,-30016.5,30087.0,70.5,80,10016.5,801320.0,-800577.0,743.0,16900
-2,17000,-770490.0,771345.0,855.0,0,-3,10005.0,-30015.0,30087.0,72.0,80,10017.0,801360.0,-800577.0,783.0,17000
-2,17100,-770490.0,771382.0,892.0,0,-3,10006.0,-30018.0,30087.0,69.0,80,10017.5,801400.0,-800577.0,823.0,17100
-2,17200,-770490.0,771377.5,887.5,0,-3,10007.5,-30022.5,30087.0,64.5,80,10017.5,801400.0,-800577.0,823.0,17200
-2,17300,-770490.0,771377.5,887.5,0,-3,10007.5,-30022.5,30087.0,64.5,80,10017.5,801400.0,-800577.0,823.0,17300
-2,17400,-770490.0,771382.0,892.0,0,-3,10006.0,-30018.0,30087.0,69.0,80,10017.5,801400.0,-800577.0,823.0,17400
-2,17500,-770490.0,771502.0,1012.0,0,-3,10006.0,-30018.0,30087.0,69.0,80,10019.0,801520.0,-800577.0,943.0,17500
-2,17600,-770490.0,771358.0,868.0,0,-3,10014.0,-30042.0,30087.0,45.0,80,10017.5,801400.0,-800577.0,823.0,17600
-2,17700,-770490.0,771817.5,1327.5,0,-3,10007.5,-30022.5,30087.0,64.5,80,10023.0,801840.0,-800577.0,1263.0,17700
-2,17800,-770490.0,771382.0,892.0,0,-3,10006.0,-30018.0,30087.0,69.0,80,10017.5,801400.0,-800577.0,823.0,17800
-2,17900,-770490.0,771358.0,868.0,0,-3,10014.0,-30042.0,30087.0,45.0,80,10017.5,801400.0,-800577.0,823.0,17900
-2,18000,-770490.0,771502.0,1012.0,0,-3,10006.0,-30018.0,30087.0,69.0,80,10019.0,801520.0,-800577.0,943.0,18000
-2,18100,-770490.0,771486.0,996.0,0,-3,9998.0,-29994.0,30087.0,93.0,80,10018.5,801480.0,-800577.0,903.0,18100
-2,18200,-770490.0,771339.0,849.0,0,-3,10007.0,-30021.0,30087.0,66.0,80,10017.0,801360.0,-800577.0,783.0,18200
-2,18300,-770490.0,771454.5,964.5,0,-3,10008.5,-30025.5,30087.0,61.5,80,10018.5,801480.0,-800577.0,903.0,18300
-2,18400,-770490.0,771454.5,964.5,0,-3,10008.5,-30025.5,30087.0,61.5,80,10018.5,801480.0,-800577.0,903.0,18400
-2,18500,-770490.0,771459.0,969.0,0,-3,10007.0,-30021.0,30087.0,66.0,80,10018.5,801480.0,-800577.0,903.0,18500
-2,18600,-770490.0,771459.0,969.0,0,-3,10007.0,-30021.0,30087.0,66.0,80,10018.5,801480.0,-800577.0,903.0,18600
-2,18700,-770490.0,771459.0,969.0,0,-3,10007.0,-30021.0,30087.0,66.0,80,10018.5,801480.0,-800577.0,903.0,18700
-2,18800,-770490.0,771456.0,966.0,0,-3,10008.0,-30024.0,30087.0,63.0,80,10018.5,801480.0,-800577.0,903.0,18800
-2,18900,-770490.0,771379.0,889.0,0,-3,10007.0,-30021.0,30087.0,66.0,80,10017.5,801400.0,-800577.0,823.0,18900
