group,leader_candidate,follower_candidate,best_lag,lead_lag_corr,abs_lead_lag_corr
Purification Pebbles,PEBBLES_M,PEBBLES_S,3,0.011821169689141703,0.011821169689141703
Purification Pebbles,PEBBLES_M,PEBBLES_XL,5,-0.015209505326452037,0.015209505326452037
Purification Pebbles,PEBBLES_M,PEBBLES_XS,5,0.010042260122325512,0.010042260122325512
Purification Pebbles,PEBBLES_S,PEBBLES_L,2,-0.011038821397026364,0.011038821397026364
Purification Pebbles,PEBBLES_S,PEBBLES_M,2,-0.02017236008956458,0.02017236008956458
Purification Pebbles,PEBBLES_S,PEBBLES_XL,2,0.011354254803320593,0.011354254803320593
Purification Pebbles,PEBBLES_S,PEBBLES_XS,4,-0.0163736887628961,0.0163736887628961
Purification Pebbles,PEBBLES_XL,PEBBLES_L,1,-0.01612568625908535,0.01612568625908535
Purification Pebbles,PEBBLES_XL,PEBBLES_M,4,-0.01282251178256031,0.01282251178256031
Purification Pebbles,PEBBLES_XL,PEBBLES_S,5,0.011333570394821168,0.011333570394821168
Purification Pebbles,PEBBLES_XL,PEBBLES_XS,3,-0.0065830482540155215,0.0065830482540155215
Purification Pebbles,PEBBLES_XS,PEBBLES_L,2,-0.006623451949822856,0.006623451949822856
Purification Pebbles,PEBBLES_XS,PEBBLES_M,3,-0.018079657648311705,0.018079657648311705
Purification Pebbles,PEBBLES_XS,PEBBLES_S,5,-0.009701440677044574,0.009701440677044574
Purification Pebbles,PEBBLES_XS,PEBBLES_XL,3,0.012074301398950814,0.012074301398950814
Domestic Robots,ROBOT_DISHES,ROBOT_IRONING,5,0.013464289738354687,0.013464289738354687
Domestic Robots,ROBOT_DISHES,ROBOT_LAUNDRY,5,-0.00805931237673208,0.00805931237673208
Domestic Robots,ROBOT_DISHES,ROBOT_MOPPING,5,0.016207094598736364,0.016207094598736364
Domestic Robots,ROBOT_DISHES,ROBOT_VACUUMING,1,-0.020981029030148743,0.020981029030148743
Domestic Robots,ROBOT_IRONING,ROBOT_DISHES,5,-0.01608952340512452,0.01608952340512452
Domestic Robots,ROBOT_IRONING,ROBOT_LAUNDRY,1,0.014086562387027355,0.014086562387027355
Domestic Robots,ROBOT_IRONING,ROBOT_MOPPING,1,-0.017210409224939667,0.017210409224939667
Domestic Robots,ROBOT_IRONING,ROBOT_VACUUMING,5,-0.019213777455523363,0.019213777455523363
Domestic Robots,ROBOT_LAUNDRY,ROBOT_DISHES,3,-0.015186340251800786,0.015186340251800786
Domestic Robots,ROBOT_LAUNDRY,ROBOT_IRONING,1,-0.007639831958301351,0.007639831958301351
Domestic Robots,ROBOT_LAUNDRY,ROBOT_MOPPING,3,-0.00887068668198159,0.00887068668198159
Domestic Robots,ROBOT_LAUNDRY,ROBOT_VACUUMING,1,-0.010649831206615985,0.010649831206615985
Domestic Robots,ROBOT_MOPPING,ROBOT_DISHES,3,0.024046208731283738,0.024046208731283738
Domestic Robots,ROBOT_MOPPING,ROBOT_IRONING,2,0.016920739853650543,0.016920739853650543
Domestic Robots,ROBOT_MOPPING,ROBOT_LAUNDRY,2,-0.019408867875759662,0.019408867875759662
Domestic Robots,ROBOT_MOPPING,ROBOT_VACUUMING,3,-0.014065222329936303,0.014065222329936303
Domestic Robots,ROBOT_VACUUMING,ROBOT_DISHES,5,0.020796646507831845,0.020796646507831845
Domestic Robots,ROBOT_VACUUMING,ROBOT_IRONING,1,0.007396584705406376,0.007396584705406376
Domestic Robots,ROBOT_VACUUMING,ROBOT_LAUNDRY,1,0.007013077936404893,0.007013077936404893
Domestic Robots,ROBOT_VACUUMING,ROBOT_MOPPING,2,-0.008148928523400708,0.008148928523400708
UV-Visors,UV_VISOR_AMBER,UV_VISOR_MAGENTA,3,-0.009559044864000742,0.009559044864000742
UV-Visors,UV_VISOR_AMBER,UV_VISOR_ORANGE,4,0.006163407811445177,0.006163407811445177
UV-Visors,UV_VISOR_AMBER,UV_VISOR_RED,3,-0.014897803760452143,0.014897803760452143
UV-Visors,UV_VISOR_AMBER,UV_VISOR_YELLOW,2,-0.0182444854848374,0.0182444854848374
UV-Visors,UV_VISOR_MAGENTA,UV_VISOR_AMBER,5,-0.015018801358179118,0.015018801358179118
UV-Visors,UV_VISOR_MAGENTA,UV_VISOR_ORANGE,4,-0.012559896597984432,0.012559896597984432
UV-Visors,UV_VISOR_MAGENTA,UV_VISOR_RED,4,-0.008208428310070362,0.008208428310070362
UV-Visors,UV_VISOR_MAGENTA,UV_VISOR_YELLOW,5,0.009826721769486896,0.009826721769486896
UV-Visors,UV_VISOR_ORANGE,UV_VISOR_AMBER,5,-0.015496704899409127,0.015496704899409127
UV-Visors,UV_VISOR_ORANGE,UV_VISOR_MAGENTA,1,0.02191550697549465,0.02191550697549465
UV-Visors,UV_VISOR_ORANGE,UV_VISOR_RED,2,0.023575512836739906,0.023575512836739906
UV-Visors,UV_VISOR_ORANGE,UV_VISOR_YELLOW,3,0.0101801399907922,0.0101801399907922
UV-Visors,UV_VISOR_RED,UV_VISOR_AMBER,3,0.00944835060839324,0.00944835060839324
UV-Visors,UV_VISOR_RED,UV_VISOR_MAGENTA,5,0.01237448358709273,0.01237448358709273
UV-Visors,UV_VISOR_RED,UV_VISOR_ORANGE,3,-0.014637381854533827,0.014637381854533827
UV-Visors,UV_VISOR_RED,UV_VISOR_YELLOW,1,-0.015560496797949984,0.015560496797949984
UV-Visors,UV_VISOR_YELLOW,UV_VISOR_AMBER,5,0.012445895173642602,0.012445895173642602
UV-Visors,UV_VISOR_YELLOW,UV_VISOR_MAGENTA,5,0.008896153581025676,0.008896153581025676
UV-Visors,UV_VISOR_YELLOW,UV_VISOR_ORANGE,3,-0.009941139216807856,0.009941139216807856
UV-Visors,UV_VISOR_YELLOW,UV_VISOR_RED,1,0.011359544799885117,0.011359544799885117
Instant Translators,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,2,0.029899134874931798,0.029899134874931798
Instant Translators,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_GRAPHITE_MIST,3,0.01040392179067613,0.01040392179067613
Instant Translators,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_SPACE_GRAY,3,0.009355013297509754,0.009355013297509754
Instant Translators,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_VOID_BLUE,2,0.011517993507190072,0.011517993507190072
Instant Translators,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_ASTRO_BLACK,4,-0.012862197587791186,0.012862197587791186
Instant Translators,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,2,0.0065013792541963955,0.0065013792541963955
Instant Translators,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_SPACE_GRAY,1,-0.019603520153859882,0.019603520153859882
Instant Translators,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_VOID_BLUE,5,-0.014050995236496623,0.014050995236496623
Instant Translators,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_ASTRO_BLACK,3,0.021459737864421256,0.021459737864421256
Instant Translators,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_ECLIPSE_CHARCOAL,2,-0.019650953537687785,0.019650953537687785
Instant Translators,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_SPACE_GRAY,1,-0.018902297965699276,0.018902297965699276
Instant Translators,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE,1,-0.012283513893564578,0.012283513893564578
Instant Translators,TRANSLATOR_SPACE_GRAY,TRANSLATOR_ASTRO_BLACK,5,-0.013469696184049052,0.013469696184049052
Instant Translators,TRANSLATOR_SPACE_GRAY,TRANSLATOR_ECLIPSE_CHARCOAL,3,0.01160121809265497,0.01160121809265497
Instant Translators,TRANSLATOR_SPACE_GRAY,TRANSLATOR_GRAPHITE_MIST,1,-0.007786404905391873,0.007786404905391873
Instant Translators,TRANSLATOR_SPACE_GRAY,TRANSLATOR_VOID_BLUE,4,-0.014875081072815651,0.014875081072815651
Instant Translators,TRANSLATOR_VOID_BLUE,TRANSLATOR_ASTRO_BLACK,5,-0.020670715466515253,0.020670715466515253
Instant Translators,TRANSLATOR_VOID_BLUE,TRANSLATOR_ECLIPSE_CHARCOAL,4,-0.007801247393255196,0.007801247393255196
Instant Translators,TRANSLATOR_VOID_BLUE,TRANSLATOR_GRAPHITE_MIST,1,-0.015624231900995574,0.015624231900995574
Instant Translators,TRANSLATOR_VOID_BLUE,TRANSLATOR_SPACE_GRAY,2,-0.02736543186599999,0.02736543186599999
Construction Panels,PANEL_1X2,PANEL_1X4,4,-0.018215253008082608,0.018215253008082608
Construction Panels,PANEL_1X2,PANEL_2X2,5,0.011845083955847225,0.011845083955847225
Construction Panels,PANEL_1X2,PANEL_2X4,4,0.016496104349202435,0.016496104349202435
Construction Panels,PANEL_1X2,PANEL_4X4,4,0.01610434044934672,0.01610434044934672
Construction Panels,PANEL_1X4,PANEL_1X2,5,-0.014685967445085631,0.014685967445085631
Construction Panels,PANEL_1X4,PANEL_2X2,4,0.024268156964217056,0.024268156964217056
Construction Panels,PANEL_1X4,PANEL_2X4,2,-0.013857389331596755,0.013857389331596755
Construction Panels,PANEL_1X4,PANEL_4X4,5,-0.007421878977762016,0.007421878977762016
Construction Panels,PANEL_2X2,PANEL_1X2,4,-0.006782206341938723,0.006782206341938723
Construction Panels,PANEL_2X2,PANEL_1X4,3,0.01332524971165909,0.01332524971165909
Construction Panels,PANEL_2X2,PANEL_2X4,3,-0.01656983805284993,0.01656983805284993
Construction Panels,PANEL_2X2,PANEL_4X4,4,-0.017496525446241536,0.017496525446241536
Construction Panels,PANEL_2X4,PANEL_1X2,2,0.029106885276116677,0.029106885276116677
Construction Panels,PANEL_2X4,PANEL_1X4,5,0.01163214159668441,0.01163214159668441
Construction Panels,PANEL_2X4,PANEL_2X2,1,-0.015212034846078137,0.015212034846078137
Construction Panels,PANEL_2X4,PANEL_4X4,2,-0.017538172266175923,0.017538172266175923
Construction Panels,PANEL_4X4,PANEL_1X2,5,0.015938332355731256,0.015938332355731256
Construction Panels,PANEL_4X4,PANEL_1X4,3,-0.01977457575091761,0.01977457575091761
Construction Panels,PANEL_4X4,PANEL_2X2,5,-0.00634103724784901,0.00634103724784901
Construction Panels,PANEL_4X4,PANEL_2X4,5,0.01900936745274854,0.01900936745274854
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_EVENING_BREATH,5,-0.013443940441649233,0.013443940441649233
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_GARLIC,3,0.017020674754561708,0.017020674754561708
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_MINT,1,-0.012172168338468433,0.012172168338468433
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_MORNING_BREATH,4,-0.015419450298306072,0.015419450298306072
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_CHOCOLATE,4,0.016577727983471104,0.016577727983471104
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,1,-0.02389496576902638,0.02389496576902638
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_MINT,4,0.021225358647965466,0.021225358647965466
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_MORNING_BREATH,5,-0.01192847682550684,0.01192847682550684
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_CHOCOLATE,4,-0.022097917587435616,0.022097917587435616
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_EVENING_BREATH,2,-0.014177021124712964,0.014177021124712964
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MINT,2,0.013699323476474182,0.013699323476474182
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MORNING_BREATH,2,0.007913419462512129,0.007913419462512129
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_CHOCOLATE,3,-0.022782893689778715,0.022782893689778715
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_EVENING_BREATH,1,-0.011577367205196277,0.011577367205196277
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_GARLIC,5,-0.022457228773641282,0.022457228773641282
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MORNING_BREATH,3,0.014100911939449533,0.014100911939449533
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_CHOCOLATE,4,0.017399478179782393,0.017399478179782393
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_EVENING_BREATH,5,-0.01852502545806847,0.01852502545806847
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_GARLIC,2,0.01047832815906775,0.01047832815906775
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_MINT,1,-0.017235354457738678,0.017235354457738678
Protein Snack Packs,SNACKPACK_CHOCOLATE,SNACKPACK_PISTACHIO,1,-0.013376837273764127,0.013376837273764127
Protein Snack Packs,SNACKPACK_CHOCOLATE,SNACKPACK_RASPBERRY,3,-0.01795062739148014,0.01795062739148014
Protein Snack Packs,SNACKPACK_CHOCOLATE,SNACKPACK_STRAWBERRY,3,0.01615562815698236,0.01615562815698236
Protein Snack Packs,SNACKPACK_CHOCOLATE,SNACKPACK_VANILLA,5,0.02043042299785067,0.02043042299785067
Protein Snack Packs,SNACKPACK_PISTACHIO,SNACKPACK_CHOCOLATE,1,-0.007682790818354341,0.007682790818354341
Protein Snack Packs,SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY,5,-0.010663508860282963,0.010663508860282963
Protein Snack Packs,SNACKPACK_PISTACHIO,SNACKPACK_STRAWBERRY,1,-0.018365219311470168,0.018365219311470168
Protein Snack Packs,SNACKPACK_PISTACHIO,SNACKPACK_VANILLA,1,-0.020739768561408904,0.020739768561408904
Protein Snack Packs,SNACKPACK_RASPBERRY,SNACKPACK_CHOCOLATE,1,-0.015663104769004798,0.015663104769004798
Protein Snack Packs,SNACKPACK_RASPBERRY,SNACKPACK_PISTACHIO,4,0.01765685761397136,0.01765685761397136
Protein Snack Packs,SNACKPACK_RASPBERRY,SNACKPACK_STRAWBERRY,4,0.01980926877491972,0.01980926877491972
Protein Snack Packs,SNACKPACK_RASPBERRY,SNACKPACK_VANILLA,1,-0.014034213725695438,0.014034213725695438
Protein Snack Packs,SNACKPACK_STRAWBERRY,SNACKPACK_CHOCOLATE,1,-0.011707836294883768,0.011707836294883768
Protein Snack Packs,SNACKPACK_STRAWBERRY,SNACKPACK_PISTACHIO,4,-0.017108230182574687,0.017108230182574687
Protein Snack Packs,SNACKPACK_STRAWBERRY,SNACKPACK_RASPBERRY,4,0.015428382020893826,0.015428382020893826
Protein Snack Packs,SNACKPACK_STRAWBERRY,SNACKPACK_VANILLA,1,-0.009213594984823211,0.009213594984823211
Protein Snack Packs,SNACKPACK_VANILLA,SNACKPACK_CHOCOLATE,5,0.016034972509554195,0.016034972509554195
Protein Snack Packs,SNACKPACK_VANILLA,SNACKPACK_PISTACHIO,1,-0.020813063152497834,0.020813063152497834
Protein Snack Packs,SNACKPACK_VANILLA,SNACKPACK_RASPBERRY,2,0.011737659730590561,0.011737659730590561
Protein Snack Packs,SNACKPACK_VANILLA,SNACKPACK_STRAWBERRY,1,-0.022459521043024993,0.022459521043024993
