timestamp,cash,inventory_value,total_pnl,pos_TOMATOES,mid_TOMATOES,pos_EMERALDS,mid_EMERALDS
6300,-89771.0,89976.0,205.0,-12.0,5002.0,15.0,10000.0
6400,-89771.0,89976.0,205.0,-12.0,5002.0,15.0,10000.0
6500,-89771.0,89976.0,205.0,-12.0,5002.0,15.0,10000.0
6600,-89771.0,89970.0,199.0,-12.0,5002.5,15.0,10000.0
6700,-89771.0,89970.0,199.0,-12.0,5002.5,15.0,10000.0
6800,-89771.0,89958.0,187.0,-12.0,5003.5,15.0,10000.0
6900,-89771.0,89964.0,193.0,-12.0,5003.0,15.0,10000.0
7000,-69735.0,69944.0,209.0,-16.0,5003.5,15.0,10000.0
7100,-69735.0,69928.0,193.0,-16.0,5004.5,15.0,10000.0
7200,-69735.0,69936.0,201.0,-16.0,5004.0,15.0,10000.0
7300,-69735.0,69936.0,201.0,-16.0,5004.0,15.0,10000.0
7400,-69735.0,69936.0,201.0,-16.0,5004.0,15.0,10000.0
7500,-69735.0,69928.0,193.0,-16.0,5004.5,15.0,10000.0
7600,-69735.0,69920.0,185.0,-16.0,5005.0,15.0,10000.0
7700,-69735.0,69920.0,185.0,-16.0,5005.0,15.0,10000.0
7800,-69735.0,69928.0,193.0,-16.0,5004.5,15.0,10000.0
7900,-69735.0,69912.0,177.0,-16.0,5005.5,15.0,10000.0
8000,-69735.0,69912.0,177.0,-16.0,5005.5,15.0,10000.0
8100,-69735.0,69904.0,169.0,-16.0,5006.0,15.0,10000.0
8200,-69735.0,69904.0,169.0,-16.0,5006.0,15.0,10000.0
8300,-69735.0,69904.0,169.0,-16.0,5006.0,15.0,10000.0
8400,-69735.0,69888.0,153.0,-16.0,5007.0,15.0,10000.0
8500,-69735.0,69888.0,153.0,-16.0,5007.0,15.0,10000.0
8600,-69735.0,69888.0,153.0,-16.0,5007.0,15.0,10000.0
8700,-69735.0,69880.0,145.0,-16.0,5007.5,15.0,10000.0
8800,-69735.0,69940.0,205.0,-16.0,5007.5,15.0,10004.0
8900,-69735.0,69888.0,153.0,-16.0,5007.0,15.0,10000.0
9000,-69735.0,69888.0,153.0,-16.0,5007.0,15.0,10000.0
9100,-69735.0,69896.0,161.0,-16.0,5006.5,15.0,10000.0
9200,-69735.0,69888.0,153.0,-16.0,5007.0,15.0,10000.0
9300,-69735.0,69888.0,153.0,-16.0,5007.0,15.0,10000.0
9400,-69735.0,69896.0,161.0,-16.0,5006.5,15.0,10000.0
9500,-69735.0,69896.0,161.0,-16.0,5006.5,15.0,10000.0
9600,-94735.0,94934.0,199.0,-11.0,5006.0,15.0,10000.0
9700,-94735.0,94928.5,193.5,-11.0,5006.5,15.0,10000.0
9800,-94735.0,94928.5,193.5,-11.0,5006.5,15.0,10000.0
9900,-114739.0,114954.5,215.5,-7.0,5006.5,15.0,10000.0
10000,-114739.0,114954.5,215.5,-7.0,5006.5,15.0,10000.0
10100,-114739.0,114951.0,212.0,-7.0,5007.0,15.0,10000.0
10200,-114739.0,114944.0,205.0,-7.0,5008.0,15.0,10000.0
10300,-114739.0,114940.5,201.5,-7.0,5008.5,15.0,10000.0
10400,-114739.0,114940.5,201.5,-7.0,5008.5,15.0,10000.0
10500,-114739.0,114937.0,198.0,-7.0,5009.0,15.0,10000.0
10600,-134775.0,134983.5,208.5,-3.0,5005.5,15.0,10000.0
10700,-134775.0,134974.5,199.5,-3.0,5008.5,15.0,10000.0
10800,-134775.0,134977.5,202.5,-3.0,5007.5,15.0,10000.0
10900,-134775.0,134980.5,205.5,-3.0,5006.5,15.0,10000.0
11000,-134775.0,134982.0,207.0,-3.0,5006.0,15.0,10000.0
11100,-134775.0,134983.5,208.5,-3.0,5005.5,15.0,10000.0
11200,-134775.0,134982.0,207.0,-3.0,5006.0,15.0,10000.0
11300,-134775.0,134983.5,208.5,-3.0,5005.5,15.0,10000.0
11400,-134775.0,134983.5,208.5,-3.0,5005.5,15.0,10000.0
11500,-134775.0,134983.5,208.5,-3.0,5005.5,15.0,10000.0
11600,-134775.0,134983.5,208.5,-3.0,5005.5,15.0,10000.0
11700,-134775.0,134983.5,208.5,-3.0,5005.5,15.0,10000.0
11800,-134775.0,134992.5,217.5,-3.0,5002.5,15.0,10000.0
11900,-134775.0,134982.0,207.0,-3.0,5006.0,15.0,10000.0
12000,-134775.0,134985.0,210.0,-3.0,5005.0,15.0,10000.0
12100,-134775.0,134983.5,208.5,-3.0,5005.5,15.0,10000.0
12200,-134775.0,134980.5,205.5,-3.0,5006.5,15.0,10000.0
12300,-134775.0,134979.0,204.0,-3.0,5007.0,15.0,10000.0
12400,-134775.0,134977.5,202.5,-3.0,5007.5,15.0,10000.0
12500,-134775.0,134979.0,204.0,-3.0,5007.0,15.0,10000.0
12600,-134775.0,134980.5,205.5,-3.0,5006.5,15.0,10000.0
12700,-134775.0,134983.5,208.5,-3.0,5005.5,15.0,10000.0
12800,-134775.0,134983.5,208.5,-3.0,5005.5,15.0,10000.0
12900,-134775.0,134985.0,210.0,-3.0,5005.0,15.0,10000.0
13000,-134775.0,134985.0,210.0,-3.0,5005.0,15.0,10000.0
13100,-134775.0,134988.0,213.0,-3.0,5004.0,15.0,10000.0
13200,-134775.0,134986.5,211.5,-3.0,5004.5,15.0,10000.0
13300,-134775.0,134926.5,151.5,-3.0,5004.5,15.0,9996.0
13400,-134775.0,134985.0,210.0,-3.0,5005.0,15.0,10000.0
13500,-134775.0,134983.5,208.5,-3.0,5005.5,15.0,10000.0
13600,-134775.0,134983.5,208.5,-3.0,5005.5,15.0,10000.0
13700,-109745.0,109928.0,183.0,-8.0,5009.0,15.0,10000.0
13800,-109745.0,109964.0,219.0,-8.0,5004.5,15.0,10000.0
13900,-139769.0,139999.0,230.0,-2.0,5000.5,15.0,10000.0
14000,-139769.0,139991.0,222.0,-2.0,5004.5,15.0,10000.0
14100,-139769.0,139992.0,223.0,-2.0,5004.0,15.0,10000.0
14200,-139769.0,139992.0,223.0,-2.0,5004.0,15.0,10000.0
14300,-139769.0,139993.0,224.0,-2.0,5003.5,15.0,10000.0
14400,-139769.0,139991.0,222.0,-2.0,5004.5,15.0,10000.0
14500,-139769.0,139993.0,224.0,-2.0,5003.5,15.0,10000.0
14600,-139769.0,139999.0,230.0,-2.0,5000.5,15.0,10000.0
14700,-139769.0,139994.0,225.0,-2.0,5003.0,15.0,10000.0
14800,-139769.0,139994.0,225.0,-2.0,5003.0,15.0,10000.0
14900,-139769.0,140050.0,281.0,-2.0,5005.0,15.0,10004.0
15000,-139769.0,139994.0,225.0,-2.0,5003.0,15.0,10000.0
15100,-139769.0,139993.0,224.0,-2.0,5003.5,15.0,10000.0
15200,-139769.0,139994.0,225.0,-2.0,5003.0,15.0,10000.0
15300,-139769.0,139994.0,225.0,-2.0,5003.0,15.0,10000.0
15400,-139769.0,139994.0,225.0,-2.0,5003.0,15.0,10000.0
15500,-139769.0,139993.0,224.0,-2.0,5003.5,15.0,10000.0
15600,-139769.0,139992.0,223.0,-2.0,5004.0,15.0,10000.0
15700,-139769.0,139992.0,223.0,-2.0,5004.0,15.0,10000.0
15800,-139769.0,139990.0,221.0,-2.0,5005.0,15.0,10000.0
15900,-139769.0,139997.0,228.0,-2.0,5001.5,15.0,10000.0
16000,-139769.0,139992.0,223.0,-2.0,5004.0,15.0,10000.0
16100,-139769.0,139998.0,229.0,-2.0,5001.0,15.0,10000.0
16200,-139769.0,139993.0,224.0,-2.0,5003.5,15.0,10000.0
16300,-139769.0,139995.0,226.0,-2.0,5002.5,15.0,10000.0
16400,-149763.0,150000.0,237.0,0.0,5003.0,15.0,10000.0
16500,-149763.0,150000.0,237.0,0.0,5003.0,15.0,10000.0
16600,-149763.0,150000.0,237.0,0.0,5003.0,15.0,10000.0
16700,-149763.0,150000.0,237.0,0.0,5002.5,15.0,10000.0
16800,-149763.0,150000.0,237.0,0.0,5003.0,15.0,10000.0
16900,-149763.0,150000.0,237.0,0.0,5002.5,15.0,10000.0
17000,-149763.0,150000.0,237.0,0.0,5002.5,15.0,10000.0
17100,-149763.0,149940.0,177.0,0.0,5002.0,15.0,9996.0
17200,-149763.0,150000.0,237.0,0.0,5002.5,15.0,10000.0
17300,-149763.0,150000.0,237.0,0.0,5003.0,15.0,10000.0
17400,-149763.0,150000.0,237.0,0.0,5005.5,15.0,10000.0
17500,-149763.0,150000.0,237.0,0.0,5003.0,15.0,10000.0
17600,-149763.0,150000.0,237.0,0.0,5002.5,15.0,10000.0
17700,-149763.0,150000.0,237.0,0.0,5002.5,15.0,10000.0
17800,-149763.0,150000.0,237.0,0.0,5002.5,15.0,10000.0
17900,-139747.0,139996.0,249.0,-2.0,5002.0,15.0,10000.0
18000,-139747.0,139997.0,250.0,-2.0,5001.5,15.0,10000.0
18100,-139747.0,139996.0,249.0,-2.0,5002.0,15.0,10000.0
18200,-139747.0,139997.0,250.0,-2.0,5001.5,15.0,10000.0
18300,-139747.0,139998.0,251.0,-2.0,5001.0,15.0,10000.0
18400,-139747.0,139998.0,251.0,-2.0,5001.0,15.0,10000.0
18500,-139747.0,140005.0,258.0,-2.0,4997.5,15.0,10000.0
18600,-139747.0,140000.0,253.0,-2.0,5000.0,15.0,10000.0
18700,-139747.0,140000.0,253.0,-2.0,5000.0,15.0,10000.0
18800,-139747.0,140002.0,255.0,-2.0,4999.0,15.0,10000.0
18900,-139747.0,140003.0,256.0,-2.0,4998.5,15.0,10000.0
19000,-139747.0,140003.0,256.0,-2.0,4998.5,15.0,10000.0
19100,-139747.0,140004.0,257.0,-2.0,4998.0,15.0,10000.0
19200,-139747.0,140004.0,257.0,-2.0,4998.0,15.0,10000.0
19300,-139747.0,140002.0,255.0,-2.0,4999.0,15.0,10000.0
19400,-139747.0,140001.0,254.0,-2.0,4999.5,15.0,10000.0
19500,-139747.0,140001.0,254.0,-2.0,4999.5,15.0,10000.0
19600,-139747.0,140002.0,255.0,-2.0,4999.0,15.0,10000.0
19700,-139747.0,140001.0,254.0,-2.0,4999.5,15.0,10000.0
19800,-139747.0,140001.0,254.0,-2.0,4999.5,15.0,10000.0
19900,-139747.0,140002.0,255.0,-2.0,4999.0,15.0,10000.0
20000,-139747.0,140002.0,255.0,-2.0,4999.0,15.0,10000.0
20100,-139747.0,140003.0,256.0,-2.0,4998.5,15.0,10000.0
20200,-139747.0,140001.0,254.0,-2.0,4999.5,15.0,10000.0
20300,-139747.0,140001.0,254.0,-2.0,4999.5,15.0,10000.0
20400,-159743.0,159991.0,248.0,2.0,4995.5,15.0,10000.0
20500,-159743.0,160001.0,258.0,2.0,5000.5,15.0,10000.0
20600,-159743.0,159997.0,254.0,2.0,4998.5,15.0,10000.0
20700,-159743.0,160002.0,259.0,2.0,5001.0,15.0,10000.0
20800,-159743.0,159998.0,255.0,2.0,4999.0,15.0,10000.0
20900,-159743.0,159999.0,256.0,2.0,4999.5,15.0,10000.0
21000,-159743.0,160000.0,257.0,2.0,5000.0,15.0,10000.0
21100,-159743.0,159998.0,255.0,2.0,4999.0,15.0,10000.0
21200,-159743.0,159996.0,253.0,2.0,4998.0,15.0,10000.0
21300,-159743.0,159997.0,254.0,2.0,4998.5,15.0,10000.0
21400,-159743.0,159996.0,253.0,2.0,4998.0,15.0,10000.0
21500,-159743.0,159998.0,255.0,2.0,4999.0,15.0,10000.0
21600,-159743.0,159998.0,255.0,2.0,4999.0,15.0,10000.0
21700,-159743.0,159998.0,255.0,2.0,4999.0,15.0,10000.0
21800,-159743.0,159998.0,255.0,2.0,4999.0,15.0,10000.0
21900,-159743.0,159996.0,253.0,2.0,4998.0,15.0,10000.0
22000,-159743.0,159997.0,254.0,2.0,4998.5,15.0,10000.0
22100,-159743.0,159996.0,253.0,2.0,4998.0,15.0,10000.0
22200,-144731.0,145002.0,271.0,-1.0,4998.0,15.0,10000.0
22300,-144731.0,145002.0,271.0,-1.0,4998.0,15.0,10000.0
22400,-144731.0,145003.0,272.0,-1.0,4997.0,15.0,10000.0
22500,-144731.0,145002.5,271.5,-1.0,4997.5,15.0,10000.0
22600,-109745.0,109992.0,247.0,-8.0,5001.0,15.0,10000.0
22700,-109745.0,110020.0,275.0,-8.0,4997.5,15.0,10000.0
22800,-109745.0,110020.0,275.0,-8.0,4997.5,15.0,10000.0
22900,-109745.0,110020.0,275.0,-8.0,4997.5,15.0,10000.0
23000,-109745.0,110028.0,283.0,-8.0,4996.5,15.0,10000.0
23100,-109745.0,110028.0,283.0,-8.0,4996.5,15.0,10000.0
23200,-109745.0,110028.0,283.0,-8.0,4996.5,15.0,10000.0
23300,-109745.0,110032.0,287.0,-8.0,4996.0,15.0,10000.0
23400,-109745.0,110032.0,287.0,-8.0,4996.0,15.0,10000.0
23500,-124715.0,125022.5,307.5,-5.0,4995.5,15.0,10000.0
23600,-124715.0,125020.0,305.0,-5.0,4996.0,15.0,10000.0
23700,-124715.0,125020.0,305.0,-5.0,4996.0,15.0,10000.0
23800,-124715.0,125022.5,307.5,-5.0,4995.5,15.0,10000.0
23900,-124715.0,125025.0,310.0,-5.0,4995.0,15.0,10000.0
24000,-124715.0,125027.5,312.5,-5.0,4994.5,15.0,10000.0
24100,-124715.0,125022.5,307.5,-5.0,4995.5,15.0,10000.0
24200,-124715.0,125022.5,307.5,-5.0,4995.5,15.0,10000.0
24300,-124715.0,125022.5,307.5,-5.0,4995.5,15.0,10000.0
24400,-124715.0,125020.0,305.0,-5.0,4996.0,15.0,10000.0
24500,-124715.0,125022.5,307.5,-5.0,4995.5,15.0,10000.0
24600,-99710.0,100050.0,340.0,-10.0,4995.0,15.0,10000.0
24700,-99710.0,100055.0,345.0,-10.0,4994.5,15.0,10000.0
24800,-99710.0,100045.0,335.0,-10.0,4995.5,15.0,10000.0
24900,-99710.0,100050.0,340.0,-10.0,4995.0,15.0,10000.0
25000,-99710.0,100050.0,340.0,-10.0,4995.0,15.0,10000.0
25100,-99710.0,100050.0,340.0,-10.0,4995.0,15.0,10000.0
25200,-99710.0,100045.0,335.0,-10.0,4995.5,15.0,10000.0
25300,-99710.0,100045.0,335.0,-10.0,4995.5,15.0,10000.0
25400,-99710.0,100040.0,330.0,-10.0,4996.0,15.0,10000.0
25500,-99710.0,100100.0,390.0,-10.0,4996.0,15.0,10004.0
25600,-99710.0,100040.0,330.0,-10.0,4996.0,15.0,10000.0
25700,-99710.0,100040.0,330.0,-10.0,4996.0,15.0,10000.0
25800,-99710.0,100040.0,330.0,-10.0,4996.0,15.0,10000.0
25900,-99710.0,100045.0,335.0,-10.0,4995.5,15.0,10000.0
26000,-99710.0,100050.0,340.0,-10.0,4995.0,15.0,10000.0
26100,-109688.0,110040.0,352.0,-8.0,4995.0,15.0,10000.0
26200,-109688.0,110040.0,352.0,-8.0,4995.0,15.0,10000.0
26300,-109688.0,110048.0,360.0,-8.0,4994.0,15.0,10000.0
26400,-109688.0,110044.0,356.0,-8.0,4994.5,15.0,10000.0
26500,-109688.0,110044.0,356.0,-8.0,4994.5,15.0,10000.0
26600,-109688.0,110048.0,360.0,-8.0,4994.0,15.0,10000.0
26700,-109688.0,110040.0,352.0,-8.0,4995.0,15.0,10000.0
26800,-139652.0,140017.0,365.0,-2.0,4991.5,15.0,10000.0
26900,-139652.0,140011.0,359.0,-2.0,4994.5,15.0,10000.0
27000,-139652.0,140070.0,418.0,-2.0,4995.0,15.0,10004.0
27100,-139652.0,140009.0,357.0,-2.0,4995.5,15.0,10000.0
27200,-139652.0,140010.0,358.0,-2.0,4995.0,15.0,10000.0
27300,-139652.0,140010.0,358.0,-2.0,4995.0,15.0,10000.0
27400,-139652.0,140003.0,351.0,-2.0,4998.5,15.0,10000.0
27500,-139652.0,140011.0,359.0,-2.0,4994.5,15.0,10000.0
27600,-139652.0,140012.0,360.0,-2.0,4994.0,15.0,10000.0
27700,-139652.0,140012.0,360.0,-2.0,4994.0,15.0,10000.0
27800,-139652.0,140012.0,360.0,-2.0,4994.0,15.0,10000.0
27900,-139652.0,140013.0,361.0,-2.0,4993.5,15.0,10000.0
28000,-139652.0,140013.0,361.0,-2.0,4993.5,15.0,10000.0
28100,-139652.0,140013.0,361.0,-2.0,4993.5,15.0,10000.0
28200,-139652.0,140012.0,360.0,-2.0,4994.0,15.0,10000.0
28300,-139652.0,140012.0,360.0,-2.0,4994.0,15.0,10000.0
28400,-139652.0,140014.0,362.0,-2.0,4993.0,15.0,10000.0
28500,-139652.0,140014.0,362.0,-2.0,4993.0,15.0,10000.0
28600,-139652.0,140014.0,362.0,-2.0,4993.0,15.0,10000.0
28700,-139652.0,140013.0,361.0,-2.0,4993.5,15.0,10000.0
28800,-139652.0,140013.0,361.0,-2.0,4993.5,15.0,10000.0
28900,-109688.0,110024.0,336.0,-8.0,4997.0,15.0,10000.0
29000,-109688.0,110056.0,368.0,-8.0,4993.0,15.0,10000.0
29100,-109688.0,110064.0,376.0,-8.0,4992.0,15.0,10000.0
29200,-109688.0,110056.0,368.0,-8.0,4993.0,15.0,10000.0
29300,-109688.0,110060.0,372.0,-8.0,4992.5,15.0,10000.0
29400,-109688.0,110060.0,372.0,-8.0,4992.5,15.0,10000.0
29500,-109688.0,110068.0,380.0,-8.0,4991.5,15.0,10000.0
29600,-109688.0,110072.0,384.0,-8.0,4991.0,15.0,10000.0
29700,-109688.0,110076.0,388.0,-8.0,4990.5,15.0,10000.0
29800,-109688.0,110080.0,392.0,-8.0,4990.0,15.0,10000.0
29900,-109688.0,110080.0,392.0,-8.0,4990.0,15.0,10000.0
30000,-144604.0,145014.5,410.5,-1.0,4985.5,15.0,10000.0
30100,-144604.0,145011.0,407.0,-1.0,4989.0,15.0,10000.0
30200,-144604.0,145010.5,406.5,-1.0,4989.5,15.0,10000.0
30300,-144604.0,145010.5,406.5,-1.0,4989.5,15.0,10000.0
30400,-144604.0,145008.5,404.5,-1.0,4991.5,15.0,10000.0
30500,-144604.0,145011.0,407.0,-1.0,4989.0,15.0,10000.0
30600,-144604.0,145010.0,406.0,-1.0,4990.0,15.0,10000.0
30700,-144604.0,145010.0,406.0,-1.0,4990.0,15.0,10000.0
30800,-144604.0,145010.0,406.0,-1.0,4990.0,15.0,10000.0
30900,-144604.0,145011.0,407.0,-1.0,4989.0,15.0,10000.0
31000,-144604.0,145067.5,463.5,-1.0,4992.5,15.0,10004.0
31100,-144604.0,145009.0,405.0,-1.0,4991.0,15.0,10000.0
31200,-144604.0,145009.5,405.5,-1.0,4990.5,15.0,10000.0
31300,-144604.0,145010.0,406.0,-1.0,4990.0,15.0,10000.0
31400,-114583.0,115009.5,426.5,-1.0,4990.5,12.0,10000.0
31500,-114583.0,115010.0,427.0,-1.0,4990.0,12.0,10000.0
31600,-114583.0,115010.0,427.0,-1.0,4990.0,12.0,10000.0
31700,-114583.0,115010.0,427.0,-1.0,4990.0,12.0,10000.0
31800,-114583.0,115007.5,424.5,-1.0,4992.5,12.0,10000.0
31900,-114583.0,115010.5,427.5,-1.0,4989.5,12.0,10000.0
32000,-114583.0,115010.0,427.0,-1.0,4990.0,12.0,10000.0
32100,-114583.0,115009.5,426.5,-1.0,4990.5,12.0,10000.0
32200,-114583.0,115009.5,426.5,-1.0,4990.5,12.0,10000.0
32300,-114583.0,115009.5,426.5,-1.0,4990.5,12.0,10000.0
32400,-114583.0,115009.5,426.5,-1.0,4990.5,12.0,10000.0
32500,-114583.0,115009.0,426.0,-1.0,4991.0,12.0,10000.0
32600,-114583.0,115008.5,425.5,-1.0,4991.5,12.0,10000.0
32700,-114583.0,115009.0,426.0,-1.0,4991.0,12.0,10000.0
32800,-114583.0,115008.5,425.5,-1.0,4991.5,12.0,10000.0
32900,-114583.0,115008.5,425.5,-1.0,4991.5,12.0,10000.0
33000,-114583.0,115008.0,425.0,-1.0,4992.0,12.0,10000.0
33100,-114583.0,115009.0,426.0,-1.0,4991.0,12.0,10000.0
33200,-154495.0,154905.5,410.5,7.0,4986.5,12.0,10000.0
33300,-154495.0,154933.5,438.5,7.0,4990.5,12.0,10000.0
33400,-154495.0,154940.5,445.5,7.0,4991.5,12.0,10000.0
33500,-154495.0,154940.5,445.5,7.0,4991.5,12.0,10000.0
33600,-154495.0,154937.0,442.0,7.0,4991.0,12.0,10000.0
33700,-154495.0,154933.5,438.5,7.0,4990.5,12.0,10000.0
33800,-154495.0,154937.0,442.0,7.0,4991.0,12.0,10000.0
33900,-154495.0,154937.0,442.0,7.0,4991.0,12.0,10000.0
34000,-154495.0,154940.5,445.5,7.0,4991.5,12.0,10000.0
34100,-154495.0,154933.5,438.5,7.0,4990.5,12.0,10000.0
34200,-154495.0,154930.0,435.0,7.0,4990.0,12.0,10000.0
34300,-154495.0,154930.0,435.0,7.0,4990.0,12.0,10000.0
34400,-154495.0,154933.5,438.5,7.0,4990.5,12.0,10000.0
34500,-154495.0,154933.5,438.5,7.0,4990.5,12.0,10000.0
34600,-154495.0,154933.5,438.5,7.0,4990.5,12.0,10000.0
34700,-134507.0,134973.0,466.0,3.0,4991.0,12.0,10000.0
34800,-134507.0,134976.0,469.0,3.0,4992.0,12.0,10000.0
34900,-134507.0,134974.5,467.5,3.0,4991.5,12.0,10000.0
35000,-134507.0,134976.0,469.0,3.0,4992.0,12.0,10000.0
35100,-134507.0,134979.0,472.0,3.0,4993.0,12.0,10000.0
35200,-134507.0,134979.0,472.0,3.0,4993.0,12.0,10000.0
35300,-134507.0,134979.0,472.0,3.0,4993.0,12.0,10000.0
35400,-134507.0,134980.5,473.5,3.0,4993.5,12.0,10000.0
35500,-134507.0,134980.5,473.5,3.0,4993.5,12.0,10000.0
35600,-134507.0,134980.5,473.5,3.0,4993.5,12.0,10000.0
35700,-134507.0,134980.5,473.5,3.0,4993.5,12.0,10000.0
35800,-134507.0,134979.0,472.0,3.0,4993.0,12.0,10000.0
35900,-134507.0,134980.5,473.5,3.0,4993.5,12.0,10000.0
36000,-134507.0,134979.0,472.0,3.0,4993.0,12.0,10000.0
36100,-134507.0,134979.0,472.0,3.0,4993.0,12.0,10000.0
36200,-134507.0,134979.0,472.0,3.0,4993.0,12.0,10000.0
36300,-134507.0,134980.5,473.5,3.0,4993.5,12.0,10000.0
36400,-144481.0,144965.0,484.0,5.0,4993.0,12.0,10000.0
36500,-144481.0,144965.0,484.0,5.0,4993.0,12.0,10000.0
36600,-144481.0,144960.0,479.0,5.0,4992.0,12.0,10000.0
36700,-154453.0,154940.5,487.5,7.0,4991.5,12.0,10000.0
36800,-154453.0,154940.5,487.5,7.0,4991.5,12.0,10000.0
36900,-154453.0,154944.0,491.0,7.0,4992.0,12.0,10000.0
37000,-154453.0,154940.5,487.5,7.0,4991.5,12.0,10000.0
37100,-154453.0,154940.5,487.5,7.0,4991.5,12.0,10000.0
37200,-154453.0,154940.5,487.5,7.0,4991.5,12.0,10000.0
37300,-154453.0,154940.5,487.5,7.0,4991.5,12.0,10000.0
37400,-154453.0,154940.5,487.5,7.0,4991.5,12.0,10000.0
37500,-154453.0,154896.0,443.0,7.0,4992.0,12.0,9996.0
37600,-154453.0,154940.5,487.5,7.0,4991.5,12.0,10000.0
37700,-154453.0,154940.5,487.5,7.0,4991.5,12.0,10000.0
37800,-154453.0,154933.5,480.5,7.0,4990.5,12.0,10000.0
37900,-154453.0,154933.5,480.5,7.0,4990.5,12.0,10000.0
38000,-154453.0,154978.0,525.0,7.0,4990.0,12.0,10004.0
38100,-154453.0,154923.0,470.0,7.0,4989.0,12.0,10000.0
38200,-154453.0,154919.5,466.5,7.0,4988.5,12.0,10000.0
38300,-154453.0,154919.5,466.5,7.0,4988.5,12.0,10000.0
38400,-154453.0,154950.0,497.0,7.0,4986.0,12.0,10004.0
38500,-154453.0,154916.0,463.0,7.0,4988.0,12.0,10000.0
38600,-154453.0,154912.5,459.5,7.0,4987.5,12.0,10000.0
