timestamp,symbol,side,price,quantity,reason
168300,TOMATOES,SELL,4994,4,passive
170200,EMERALDS,SELL,9999,6,passive
170900,TOMATOES,BUY,4983,3,passive
174700,TOMATOES,SELL,4992,6,aggressive
176100,TOMATOES,SELL,4997,4,passive
176400,TOMATOES,BUY,4985,3,passive
177000,TOMATOES,BUY,4986,2,passive
180400,TOMATOES,BUY,4982,3,passive
181200,TOMATOES,BUY,4983,4,passive
182300,TOMATOES,SELL,4991,10,aggressive
182700,TOMATOES,BUY,4982,5,passive
182800,EMERALDS,SELL,10007,5,passive
183700,TOMATOES,SELL,4990,6,aggressive
185300,TOMATOES,SELL,4996,3,passive
187200,TOMATOES,SELL,4999,2,passive
187700,TOMATOES,BUY,4989,3,passive
188400,TOMATOES,SELL,5001,5,passive
189100,TOMATOES,BUY,4988,3,passive
191800,TOMATOES,SELL,4999,3,passive
192800,TOMATOES,BUY,4985,3,passive
195800,TOMATOES,BUY,4992,3,passive
202300,TOMATOES,SELL,5004,3,passive
203700,TOMATOES,SELL,5001,4,passive
206400,TOMATOES,SELL,5001,2,passive
206500,TOMATOES,BUY,4990,3,passive
207300,TOMATOES,BUY,4989,4,passive
207600,EMERALDS,SELL,10007,7,passive
210100,EMERALDS,BUY,9993,6,passive
212300,EMERALDS,BUY,9993,5,passive
212300,TOMATOES,BUY,4996,4,passive
213400,TOMATOES,BUY,4994,2,passive
215600,TOMATOES,SELL,5002,3,passive
216100,TOMATOES,SELL,5000,4,passive
218500,EMERALDS,SELL,10007,3,passive
218800,TOMATOES,SELL,4998,4,passive
218900,TOMATOES,BUY,4985,5,passive
219000,TOMATOES,BUY,4987,2,passive
219400,EMERALDS,SELL,10007,3,passive
226000,EMERALDS,SELL,10007,8,passive
226400,TOMATOES,SELL,4996,5,passive
227400,TOMATOES,SELL,4997,5,passive
229500,TOMATOES,BUY,4981,3,passive
231700,TOMATOES,BUY,4983,3,passive
233300,TOMATOES,SELL,4989,3,passive
234500,EMERALDS,SELL,10007,8,passive
236400,EMERALDS,SELL,10007,3,passive
239200,TOMATOES,SELL,4989,5,passive
242100,EMERALDS,SELL,10007,5,passive
243700,EMERALDS,BUY,9993,4,passive
248800,TOMATOES,BUY,4982,4,passive
249100,TOMATOES,SELL,4993,4,passive
249900,TOMATOES,SELL,4990,2,passive
250300,TOMATOES,SELL,4990,2,passive
250700,TOMATOES,BUY,4983,9,aggressive
251900,TOMATOES,SELL,4990,2,passive
252400,TOMATOES,BUY,4978,4,passive
256700,TOMATOES,BUY,4984,5,aggressive
259100,TOMATOES,BUY,4983,3,passive
262000,TOMATOES,BUY,4985,3,passive
263000,EMERALDS,SELL,10007,8,passive
267700,TOMATOES,BUY,4979,3,passive
269200,TOMATOES,SELL,4992,2,passive
269800,TOMATOES,SELL,4986,4,passive
271600,TOMATOES,SELL,4986,8,aggressive
274400,TOMATOES,BUY,4984,2,passive
276400,TOMATOES,BUY,4982,5,passive
278700,TOMATOES,BUY,4983,4,passive
280500,TOMATOES,SELL,4988,5,passive
281800,TOMATOES,BUY,4978,4,passive
282300,TOMATOES,SELL,4988,4,passive
282600,TOMATOES,SELL,4989,5,passive
282700,TOMATOES,SELL,4988,3,passive
285800,EMERALDS,BUY,9993,6,passive
285900,TOMATOES,BUY,4980,5,aggressive
286900,TOMATOES,SELL,4988,2,passive
288800,TOMATOES,SELL,4992,2,passive
290500,TOMATOES,SELL,4989,3,passive
291800,TOMATOES,BUY,4979,5,passive
294600,EMERALDS,SELL,10007,4,passive
296200,TOMATOES,BUY,4980,5,passive
296800,TOMATOES,SELL,4993,5,passive
297500,EMERALDS,BUY,9993,7,passive
299000,EMERALDS,BUY,9993,7,passive
300100,EMERALDS,SELL,10007,5,passive
300200,TOMATOES,SELL,4993,2,passive
301100,TOMATOES,SELL,4991,4,passive
301600,TOMATOES,BUY,4983,9,aggressive
305800,TOMATOES,SELL,4989,4,passive
308000,TOMATOES,BUY,4975,2,passive
308300,TOMATOES,BUY,4974,3,passive
309400,EMERALDS,SELL,10007,4,passive
312700,TOMATOES,BUY,4977,3,passive
314300,TOMATOES,SELL,4987,3,passive
314500,EMERALDS,BUY,9993,8,passive
316000,EMERALDS,BUY,9993,8,passive
316100,TOMATOES,BUY,4974,3,passive
316500,TOMATOES,BUY,4975,3,passive
318500,TOMATOES,SELL,4990,4,passive
323800,TOMATOES,SELL,4990,5,passive
325700,TOMATOES,BUY,4979,2,passive
326500,TOMATOES,SELL,4992,3,passive
326900,TOMATOES,BUY,4980,3,passive
327000,TOMATOES,SELL,4992,2,passive
327500,EMERALDS,BUY,9993,4,passive
328300,TOMATOES,SELL,4993,2,passive
329000,TOMATOES,BUY,4981,5,passive
329500,TOMATOES,BUY,4981,5,passive
330400,TOMATOES,BUY,4982,4,passive
331400,TOMATOES,SELL,4992,5,passive
331500,TOMATOES,SELL,4991,3,passive
331700,TOMATOES,SELL,4990,4,passive
333100,TOMATOES,BUY,4980,2,passive
336200,EMERALDS,SELL,10007,8,passive
337600,TOMATOES,BUY,4986,5,aggressive
339500,TOMATOES,SELL,4993,3,passive
343300,TOMATOES,BUY,4986,4,passive
349300,TOMATOES,SELL,4994,11,aggressive
351600,TOMATOES,SELL,4999,5,passive
353500,TOMATOES,SELL,5001,2,passive
353700,TOMATOES,SELL,4995,2,passive
356600,EMERALDS,SELL,10007,8,passive
360200,EMERALDS,BUY,9993,5,passive
360800,TOMATOES,SELL,5006,4,passive
364100,TOMATOES,BUY,4991,3,passive
366200,TOMATOES,BUY,5000,2,passive
366300,TOMATOES,SELL,5006,4,passive
368300,TOMATOES,SELL,5004,4,passive
368400,TOMATOES,SELL,5003,4,passive
369000,TOMATOES,BUY,4989,4,passive
369200,TOMATOES,BUY,4994,12,aggressive
369400,EMERALDS,BUY,9993,4,passive
370800,TOMATOES,BUY,4990,2,passive
374600,TOMATOES,SELL,4999,2,passive
375600,TOMATOES,SELL,4999,4,passive
380400,TOMATOES,SELL,4999,3,passive
383100,TOMATOES,SELL,4998,4,passive
383700,EMERALDS,SELL,10007,5,passive
384500,TOMATOES,BUY,4990,5,passive
385200,EMERALDS,SELL,10007,5,passive
385400,TOMATOES,BUY,4992,4,passive
388700,TOMATOES,BUY,4991,2,passive
389000,TOMATOES,SELL,4995,5,passive
390100,TOMATOES,SELL,5004,5,passive
390200,TOMATOES,SELL,5005,5,passive
390700,TOMATOES,SELL,5004,4,passive
391300,TOMATOES,BUY,4999,6,aggressive
392400,EMERALDS,BUY,9993,5,passive
392700,TOMATOES,SELL,5003,2,passive
396800,EMERALDS,BUY,9993,4,passive
398600,EMERALDS,SELL,9999,4,passive
398700,TOMATOES,BUY,4987,2,passive
399000,TOMATOES,BUY,4991,5,aggressive
400300,TOMATOES,SELL,4990,6,passive
401500,TOMATOES,SELL,4999,3,passive
402200,TOMATOES,BUY,4993,7,aggressive
402300,TOMATOES,BUY,4989,5,passive
403400,EMERALDS,BUY,9993,6,passive
403900,TOMATOES,BUY,4994,5,aggressive
405000,TOMATOES,SELL,4997,5,passive
405300,TOMATOES,BUY,4984,5,passive
407100,TOMATOES,BUY,4984,3,passive
408500,TOMATOES,BUY,4984,4,passive
408800,TOMATOES,BUY,4984,3,passive
410400,TOMATOES,BUY,4982,3,passive
411500,TOMATOES,SELL,4989,9,aggressive
412500,EMERALDS,BUY,9993,5,passive
413900,TOMATOES,BUY,4983,5,passive
414600,TOMATOES,BUY,4982,4,passive
414700,TOMATOES,BUY,4981,2,passive
415100,TOMATOES,SELL,4993,3,passive
415400,TOMATOES,BUY,4983,5,passive
416100,EMERALDS,BUY,9993,7,passive
416300,TOMATOES,BUY,4981,4,passive
416600,EMERALDS,SELL,10007,5,passive
417700,TOMATOES,SELL,4992,2,passive
417800,TOMATOES,SELL,4992,2,passive
418100,EMERALDS,BUY,9993,4,passive
420100,TOMATOES,SELL,4995,4,passive
421700,TOMATOES,SELL,4996,5,passive
422100,TOMATOES,SELL,4997,5,passive
422900,TOMATOES,BUY,4982,2,passive
424800,EMERALDS,SELL,10007,6,passive
426800,EMERALDS,BUY,9993,5,passive
427200,TOMATOES,BUY,4986,3,passive
431500,TOMATOES,BUY,4988,5,passive
434500,EMERALDS,BUY,9993,8,passive
434700,TOMATOES,SELL,4999,5,aggressive
438500,TOMATOES,SELL,5000,5,passive
439200,EMERALDS,SELL,10007,5,passive
439500,EMERALDS,BUY,9993,7,passive
440500,TOMATOES,SELL,4999,4,passive
441200,TOMATOES,SELL,4995,10,aggressive
442700,EMERALDS,BUY,9992,3,passive
444000,TOMATOES,SELL,5002,4,passive
445900,TOMATOES,BUY,4995,10,aggressive
447000,TOMATOES,BUY,4994,3,passive
447500,EMERALDS,SELL,9999,4,passive
447700,TOMATOES,SELL,5004,4,passive
448100,TOMATOES,BUY,4996,10,aggressive
450400,EMERALDS,SELL,10007,6,passive
450800,TOMATOES,SELL,5006,4,passive
453800,EMERALDS,SELL,10007,5,passive
453900,EMERALDS,BUY,9993,5,passive
454000,TOMATOES,BUY,4998,3,passive
454100,TOMATOES,BUY,4998,4,passive
455500,EMERALDS,SELL,10007,6,passive
456600,TOMATOES,BUY,4995,2,passive
457500,TOMATOES,BUY,4997,5,passive
457800,TOMATOES,SELL,5008,4,passive
458300,EMERALDS,BUY,9993,6,passive
459900,EMERALDS,SELL,10007,4,passive
460800,EMERALDS,BUY,9993,7,passive
464000,EMERALDS,SELL,10007,8,passive
465100,TOMATOES,SELL,5001,5,passive
467300,EMERALDS,BUY,9993,6,passive
472000,EMERALDS,BUY,9992,7,passive
472900,EMERALDS,SELL,10007,7,passive
477000,TOMATOES,BUY,4983,9,aggressive
477100,TOMATOES,SELL,4984,2,aggressive
479300,EMERALDS,SELL,10007,3,passive
479700,EMERALDS,SELL,10007,7,passive
481600,TOMATOES,SELL,4991,2,passive
484000,EMERALDS,SELL,10007,6,passive
484300,EMERALDS,SELL,10007,5,passive
484400,TOMATOES,SELL,4984,2,aggressive
487300,TOMATOES,BUY,4977,5,passive
490400,TOMATOES,BUY,4973,4,passive
490600,TOMATOES,SELL,4980,11,aggressive
493200,TOMATOES,BUY,4974,3,passive
494000,EMERALDS,BUY,9993,6,passive
495600,TOMATOES,BUY,4975,5,passive
495800,TOMATOES,SELL,4977,4,passive
498400,TOMATOES,BUY,4973,4,passive
498500,TOMATOES,SELL,4985,5,passive
500200,TOMATOES,BUY,4972,3,passive
501800,TOMATOES,BUY,4971,4,passive
502000,TOMATOES,BUY,4971,2,passive
506600,EMERALDS,SELL,10007,6,passive
508800,TOMATOES,BUY,4970,5,passive
509400,TOMATOES,SELL,4981,2,passive
509700,EMERALDS,BUY,9993,3,passive
512000,TOMATOES,SELL,4975,8,aggressive
512400,EMERALDS,BUY,9993,7,passive
513600,EMERALDS,BUY,9993,7,passive
516300,TOMATOES,BUY,4966,4,passive
516600,EMERALDS,SELL,10007,6,passive
518200,TOMATOES,SELL,4973,6,aggressive
520200,TOMATOES,SELL,4980,3,passive
520400,TOMATOES,BUY,4968,2,passive
523100,TOMATOES,SELL,4977,12,aggressive
525000,EMERALDS,BUY,9993,5,passive
525600,TOMATOES,BUY,4975,4,passive
526500,TOMATOES,SELL,4986,2,passive
532500,TOMATOES,SELL,4985,5,passive
533700,EMERALDS,BUY,9993,7,passive
534900,TOMATOES,BUY,4977,5,passive
536200,TOMATOES,BUY,4976,4,passive
537000,TOMATOES,SELL,4987,2,passive
537900,TOMATOES,BUY,4976,5,passive
538600,TOMATOES,SELL,4988,4,passive
544200,TOMATOES,BUY,4971,3,passive
547000,TOMATOES,BUY,4966,2,passive
547700,TOMATOES,SELL,4977,3,passive
548400,TOMATOES,BUY,4965,3,passive
551400,TOMATOES,BUY,4963,5,passive
552100,TOMATOES,BUY,4964,2,passive
554300,TOMATOES,SELL,4978,5,passive
555500,EMERALDS,SELL,10007,4,passive
555600,EMERALDS,SELL,10007,4,passive
558200,TOMATOES,BUY,4966,4,passive
559200,TOMATOES,SELL,4978,2,passive
559300,EMERALDS,SELL,10007,7,passive
561900,TOMATOES,BUY,4968,3,passive
562800,TOMATOES,BUY,4970,4,passive
567800,EMERALDS,BUY,9993,5,passive
569000,EMERALDS,BUY,9993,5,passive
572300,EMERALDS,SELL,10007,4,passive
575600,TOMATOES,BUY,4967,5,passive
576000,EMERALDS,SELL,10007,4,passive
576000,TOMATOES,BUY,4968,5,passive
576300,TOMATOES,BUY,4967,3,passive
576600,TOMATOES,BUY,4968,2,passive
577100,EMERALDS,BUY,9993,3,passive
578300,EMERALDS,SELL,10007,3,passive
579500,TOMATOES,SELL,4980,2,passive
579600,EMERALDS,BUY,9993,5,passive
579600,TOMATOES,SELL,4974,2,aggressive
582800,TOMATOES,SELL,4973,2,aggressive
583500,TOMATOES,SELL,4979,3,passive
585300,TOMATOES,SELL,4970,9,aggressive
585700,EMERALDS,SELL,10007,4,passive
586700,TOMATOES,BUY,4964,5,passive
587400,TOMATOES,BUY,4962,2,passive
591800,TOMATOES,SELL,4979,5,passive
593600,TOMATOES,SELL,4971,6,aggressive
594000,TOMATOES,BUY,4965,3,passive
595200,TOMATOES,SELL,4976,5,passive
595700,TOMATOES,SELL,4976,3,passive
597500,EMERALDS,SELL,10007,8,passive
598600,EMERALDS,BUY,9993,3,passive
600100,TOMATOES,BUY,4965,5,passive
601200,TOMATOES,SELL,4976,3,passive
601600,EMERALDS,SELL,10007,5,passive
603000,TOMATOES,BUY,4968,5,passive
604700,TOMATOES,SELL,4979,4,passive
604900,TOMATOES,BUY,4967,4,passive
608200,TOMATOES,SELL,4978,4,passive
609800,EMERALDS,BUY,9993,6,passive
610800,EMERALDS,SELL,10007,7,passive
611700,TOMATOES,SELL,4977,4,passive
612600,TOMATOES,BUY,4972,7,aggressive
613200,TOMATOES,SELL,4976,7,aggressive
613900,TOMATOES,BUY,4970,2,passive
615500,TOMATOES,BUY,4967,5,passive
616400,TOMATOES,SELL,4973,8,aggressive
617600,TOMATOES,BUY,4967,4,passive
618500,TOMATOES,BUY,4968,3,passive
619000,TOMATOES,SELL,4978,2,passive
619900,TOMATOES,BUY,4969,4,passive
621000,TOMATOES,BUY,4969,2,passive
625600,TOMATOES,SELL,4979,2,passive
626700,TOMATOES,BUY,4966,2,passive
627100,TOMATOES,SELL,4973,10,aggressive
627400,TOMATOES,SELL,4978,2,passive
628000,TOMATOES,BUY,4970,10,aggressive
629400,TOMATOES,SELL,4978,4,passive
629500,TOMATOES,SELL,4978,3,passive
629600,EMERALDS,SELL,10007,8,passive
630600,TOMATOES,BUY,4968,3,passive
631200,EMERALDS,BUY,9993,6,passive
631700,EMERALDS,BUY,9993,4,passive
632600,EMERALDS,SELL,10007,3,passive
632800,TOMATOES,SELL,4976,3,passive
635300,TOMATOES,BUY,4959,5,passive
635700,EMERALDS,BUY,9993,4,passive
636600,TOMATOES,BUY,4959,3,passive
642400,EMERALDS,BUY,9993,3,passive
643500,EMERALDS,SELL,9999,6,passive
643800,TOMATOES,SELL,4968,2,passive
644700,TOMATOES,SELL,4969,4,passive
646300,EMERALDS,SELL,10007,8,passive
648700,TOMATOES,SELL,4972,2,passive
650900,EMERALDS,BUY,9993,6,passive
653500,TOMATOES,SELL,4979,3,passive
655100,TOMATOES,SELL,4974,4,passive
655600,TOMATOES,SELL,4972,5,passive
657700,TOMATOES,BUY,4962,5,passive
659800,TOMATOES,BUY,4961,2,passive
662300,EMERALDS,BUY,9993,8,passive
662800,EMERALDS,SELL,10007,6,passive
664200,EMERALDS,SELL,10007,6,passive
664900,TOMATOES,BUY,4965,3,passive
665600,TOMATOES,SELL,4973,3,passive
667100,EMERALDS,BUY,9993,4,passive
667300,TOMATOES,SELL,4973,4,passive
669500,TOMATOES,SELL,4974,2,passive
672100,EMERALDS,SELL,10007,7,passive
673700,TOMATOES,BUY,4960,4,passive
674700,EMERALDS,BUY,9993,5,passive
674800,TOMATOES,BUY,4960,3,passive
680200,EMERALDS,BUY,9993,8,passive
681200,EMERALDS,BUY,9993,8,passive
681500,EMERALDS,BUY,9993,5,passive
682800,TOMATOES,BUY,4972,2,passive
686700,TOMATOES,BUY,4961,4,passive
687300,TOMATOES,BUY,4959,2,passive
690800,TOMATOES,SELL,4966,2,passive
690900,EMERALDS,BUY,9993,3,passive
694300,TOMATOES,SELL,4961,4,aggressive
697200,TOMATOES,BUY,4956,5,passive
699500,EMERALDS,SELL,10007,6,passive
705900,EMERALDS,SELL,10007,3,passive
706100,TOMATOES,BUY,4951,4,passive
708800,TOMATOES,BUY,4949,5,passive
709900,TOMATOES,BUY,4949,3,passive
711000,EMERALDS,BUY,9993,6,passive
711700,TOMATOES,SELL,4954,7,aggressive
712900,TOMATOES,BUY,4949,4,passive
713700,EMERALDS,SELL,10007,3,passive
715000,TOMATOES,SELL,4959,5,passive
715600,TOMATOES,SELL,4959,2,passive
718400,TOMATOES,BUY,4948,2,passive
718600,TOMATOES,BUY,4947,3,passive
719400,TOMATOES,SELL,4953,7,aggressive
719600,TOMATOES,SELL,4958,3,passive
720900,TOMATOES,BUY,4946,2,passive
721200,TOMATOES,BUY,4947,3,passive
722100,TOMATOES,SELL,4957,2,passive
722300,EMERALDS,SELL,10007,4,passive
722500,TOMATOES,SELL,4958,4,passive
725000,TOMATOES,SELL,4957,5,passive
726600,TOMATOES,BUY,4948,3,passive
727500,EMERALDS,SELL,10007,5,passive
732700,EMERALDS,SELL,10007,7,passive
733100,TOMATOES,BUY,4944,3,passive
734000,TOMATOES,BUY,4946,5,passive
734100,TOMATOES,BUY,4945,2,passive
735200,TOMATOES,BUY,4946,4,passive
736000,TOMATOES,SELL,4960,4,passive
736300,TOMATOES,BUY,4948,2,passive
737500,TOMATOES,SELL,4954,11,aggressive
738800,EMERALDS,SELL,10007,5,passive
741600,TOMATOES,SELL,4967,4,passive
743000,TOMATOES,SELL,4962,8,aggressive
744600,EMERALDS,BUY,9993,4,passive
747800,TOMATOES,BUY,4956,3,passive
748600,TOMATOES,SELL,4966,5,passive
748700,EMERALDS,SELL,10007,6,passive
750200,TOMATOES,SELL,4965,3,passive
750600,TOMATOES,BUY,4954,3,passive
751900,EMERALDS,SELL,10007,3,passive
751900,TOMATOES,SELL,4969,4,passive
752300,TOMATOES,SELL,4969,3,passive
753800,EMERALDS,SELL,10007,3,passive
756600,EMERALDS,SELL,10007,5,passive
757400,EMERALDS,SELL,10007,6,passive
758000,TOMATOES,SELL,4975,2,passive
758700,TOMATOES,BUY,4963,2,passive
760000,EMERALDS,BUY,9993,4,passive
760200,EMERALDS,SELL,10007,8,passive
760600,TOMATOES,BUY,4969,5,aggressive
762300,TOMATOES,BUY,4965,5,passive
762500,EMERALDS,SELL,10007,7,passive
762600,TOMATOES,SELL,4975,4,passive
764300,EMERALDS,SELL,10007,8,passive
767300,TOMATOES,SELL,4968,3,passive
768200,TOMATOES,BUY,4957,3,passive
768600,TOMATOES,SELL,4967,2,passive
768900,TOMATOES,BUY,4954,4,passive
774500,TOMATOES,SELL,4967,3,passive
778800,TOMATOES,SELL,4965,2,passive
779200,TOMATOES,SELL,4963,4,passive
780600,TOMATOES,SELL,4965,3,passive
781500,EMERALDS,BUY,9993,6,passive
782900,TOMATOES,BUY,4954,3,passive
784100,TOMATOES,BUY,4956,10,aggressive
785500,TOMATOES,SELL,4962,2,passive
785900,EMERALDS,BUY,9993,6,passive
789400,TOMATOES,SELL,4966,5,passive
789700,TOMATOES,BUY,4958,8,aggressive
791700,TOMATOES,BUY,4950,3,passive
791800,TOMATOES,BUY,4954,6,aggressive
792100,TOMATOES,BUY,4950,3,passive
792300,EMERALDS,BUY,9993,4,passive
792500,TOMATOES,BUY,4951,5,passive
792900,TOMATOES,SELL,4963,3,passive
793700,TOMATOES,BUY,4956,8,aggressive
795900,TOMATOES,BUY,4952,4,passive
798300,TOMATOES,BUY,4955,5,passive
800700,EMERALDS,SELL,10007,5,passive
800600,TOMATOES,SELL,4962,8,aggressive
802900,TOMATOES,SELL,4962,11,aggressive
803600,TOMATOES,SELL,4966,4,passive
804200,TOMATOES,BUY,4962,5,passive
805500,TOMATOES,BUY,4955,5,passive
807600,TOMATOES,BUY,4958,4,passive
809800,TOMATOES,BUY,4959,4,passive
809900,TOMATOES,SELL,4971,3,passive
811000,EMERALDS,BUY,9993,8,passive
815300,EMERALDS,BUY,9993,3,passive
816100,TOMATOES,SELL,4973,2,passive
816400,TOMATOES,SELL,4974,2,passive
816500,TOMATOES,SELL,4975,3,passive
816700,TOMATOES,SELL,4974,2,passive
816900,TOMATOES,BUY,4966,9,aggressive
817400,EMERALDS,BUY,9993,6,passive
818000,TOMATOES,BUY,4960,3,passive
818500,TOMATOES,BUY,4958,2,passive
822100,EMERALDS,BUY,9993,3,passive
826100,TOMATOES,SELL,4966,2,passive
827500,TOMATOES,SELL,4967,2,passive
828200,EMERALDS,SELL,10007,7,passive
829800,TOMATOES,SELL,4968,2,passive
830900,TOMATOES,BUY,4953,2,passive
831000,TOMATOES,BUY,4953,4,passive
832000,TOMATOES,BUY,4953,5,passive
832400,EMERALDS,SELL,10007,3,passive
832500,TOMATOES,BUY,4953,3,passive
834400,TOMATOES,SELL,4959,6,aggressive
834900,EMERALDS,BUY,9993,7,passive
836900,TOMATOES,SELL,4965,5,aggressive
840600,TOMATOES,SELL,4960,8,aggressive
840900,TOMATOES,SELL,4966,2,passive
842800,EMERALDS,SELL,10007,6,passive
846600,TOMATOES,BUY,4955,2,passive
847700,TOMATOES,BUY,4958,5,passive
848200,EMERALDS,SELL,10007,8,passive
848500,TOMATOES,SELL,4966,3,passive
850200,EMERALDS,BUY,9993,5,passive
854600,TOMATOES,SELL,4963,3,passive
858400,TOMATOES,BUY,4952,5,passive
858800,TOMATOES,BUY,4949,4,passive
861200,TOMATOES,SELL,4960,2,passive
862600,TOMATOES,SELL,4962,5,passive
862800,EMERALDS,SELL,10007,6,passive
863800,EMERALDS,BUY,9993,6,passive
864600,EMERALDS,BUY,9993,7,passive
864700,EMERALDS,SELL,10007,5,passive
865800,TOMATOES,SELL,4966,5,passive
866300,TOMATOES,BUY,4954,2,passive
866900,TOMATOES,SELL,4960,12,aggressive
868200,TOMATOES,SELL,4963,4,passive
869900,TOMATOES,BUY,4950,3,passive
870800,EMERALDS,SELL,10007,5,passive
874500,TOMATOES,BUY,4952,3,passive
875600,TOMATOES,BUY,4956,5,passive
875900,EMERALDS,SELL,10007,6,passive
877200,TOMATOES,BUY,4958,4,passive
881300,EMERALDS,BUY,9993,8,passive
881500,EMERALDS,BUY,9993,7,passive
883500,EMERALDS,SELL,10007,5,passive
886000,EMERALDS,BUY,9993,4,passive
